taxon_id	ncbi_id	url
109393	2964	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2964
109394	2910	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2910
109395	27937	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/27937
109396	2942	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2942
109398	2970	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2970
109400	650049	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/650049
109401	88548	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/88548
109404	2738935	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2738935
109408	1129376	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1129376
109410	66801	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/66801
109412	589513	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/589513
109413	258029	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/258029
109415	651389	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/651389
109418	66804	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/66804
109421	39451	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/39451
109422	66798	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/66798
109425	1129411	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1129411
109426	39452	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/39452
109428	33834	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/33834
109429	1214249	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1214249
109431	58154	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/58154
109432	240356	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/240356
109433	66803	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/66803
109435	261838	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/261838
109436	72552	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/72552
109437	2790020	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2790020
109438	1691972	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1691972
109440	425788	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/425788
109442	2943	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2943
109444	1573500	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1573500
109448	88551	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/88551
109453	1704136	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1704136
109462	47933	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/47933
109466	330137	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/330137
109467	1162738	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1162738
109468	72553	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/72553
109470	2924	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2924
109471	2219861	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2219861
109473	2960	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2960
109474	77299	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/77299
109475	2955	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2955
109476	60594	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/60594
109477	373099	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/373099
109479	1641412	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1641412
109480	261836	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/261836
109484	258030	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/258030
109485	271678	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/271678
109486	2968	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2968
109490	651419	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/651419
109491	651390	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/651390
109492	2962	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2962
109499	763929	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/763929
109500	2965	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2965
109502	763933	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/763933
109504	66472	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/66472
109505	376357	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/376357
109506	2915	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2915
109514	2865	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2865
109515	376363	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/376363
109517	1123715	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1123715
109518	447207	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/447207
109519	2912	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2912
109523	1643535	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1643535
109528	2950224	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2950224
109534	58155	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/58155
109535	1643539	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1643539
109537	388227	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/388227
109538	304052	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/304052
109541	160618	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/160618
109542	402579	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/402579
109543	1129412	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1129412
109544	425806	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/425806
109545	54902	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/54902
109549	2867	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2867
109550	699223	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/699223
109553	261839	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/261839
109555	261841	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/261841
109556	1046026	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1046026
109557	240358	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/240358
109559	1150105	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1150105
109559	1129378	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1129378
109566	2944	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2944
109567	133426	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/133426
109571	2971	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2971
109583	1704138	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1704138
109603	47934	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/47934
109604	150597	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/150597
109612	150622	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/150622
109616	150594	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/150594
109624	150623	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/150623
109627	150599	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/150599
109637	120300	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/120300
109638	236209	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/236209
109662	146760	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/146760
109705	72554	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/72554
109710	2937	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2937
109711	39455	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/39455
109712	40986	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/40986
109713	65670	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/65670
109714	2926	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2926
109723	2961	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2961
109726	1641588	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1641588
109733	259925	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/259925
109741	160603	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/160603
109767	2219665	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2219665
109784	39447	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/39447
109794	66466	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/66466
109818	107760	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/107760
109825	574959	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/574959
109828	244962	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/244962
109851	285985	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/285985
109856	244961	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/244961
109876	244960	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/244960
109878	1643352	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1643352
109882	2927232	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2927232
109889	1641413	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1641413
109890	1641414	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1641414
109891	261837	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/261837
109896	370574	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/370574
109899	271679	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/271679
109901	271680	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/271680
109902	2969	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2969
109921	2966	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2966
109923	763934	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/763934
109925	106539	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/106539
109998	2866	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2866
11	5878	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/5878
110001	376364	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/376364
110007	447208	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/447208
110035	293646	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/293646
110045	2723146	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2723146
110130	58156	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/58156
110134	1643677	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1643677
110152	89963	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/89963
110154	160619	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/160619
110155	402581	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/402581
110159	425807	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/425807
110168	106542	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/106542
110171	268828	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/268828
110181	2868	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2868
110183	142111	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/142111
110198	142113	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/142113
110199	699227	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/699227
110206	1610750	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1610750
110208	413064	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/413064
110212	376352	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/376352
110213	261843	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/261843
110214	281609	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/281609
110216	281610	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/281610
110217	376353	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/376353
110219	281611	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/281611
110220	261844	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/261844
110229	281612	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/281612
110238	376354	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/376354
110244	281613	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/281613
110245	261845	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/261845
110247	380132	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/380132
110248	281614	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/281614
110260	281615	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/281615
110293	71860	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/71860
110294	482556	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/482556
110300	237470	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/237470
110301	39448	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/39448
110303	2945	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2945
110310	2820087	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2820087
110316	39450	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/39450
110321	133427	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/133427
110325	271692	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/271692
110631	66845	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/66845
110652	73025	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/73025
111958	46116	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/46116
112299	46079	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/46079
112311	164087	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/164087
112315	159865	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/159865
113843	171247	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/171247
115058	195993	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/195993
115059	73027	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/73027
115060	73020	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/73020
115061	73028	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/73028
115063	195996	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/195996
115064	284803	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/284803
115067	418939	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/418939
115068	418941	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/418941
115071	418935	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/418935
115072	418920	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/418920
115073	418967	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/418967
115075	2837473	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2837473
115078	207787	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/207787
115084	74025	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/74025
115085	412163	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/412163
115086	2902	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2902
115087	418936	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/418936
115088	33656	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/33656
115090	35140	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/35140
115103	412164	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/412164
115106	33659	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/33659
115108	97489	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/97489
115109	35141	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/35141
115110	72547	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/72547
115114	412154	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/412154
115126	418974	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/418974
115129	127567	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/127567
115130	696961	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/696961
118004	188942	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/188942
118006	85706	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/85706
118011	151025	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/151025
118014	361425	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/361425
118015	143016	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/143016
118016	1955431	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1955431
118018	188966	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/188966
118019	281026	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/281026
118024	2037921	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2037921
118028	232264	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/232264
118040	85707	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/85707
118051	361426	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/361426
118052	143017	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/143017
118058	188967	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/188967
118059	281027	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/281027
118070	2037922	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2037922
118073	877583	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/877583
118074	232288	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/232288
118075	232287	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/232287
119077	299206	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/299206
120561	5768	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/5768
120566	95228	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/95228
1289276	3075448	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/3075448
1296550	2491667	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2491667
1304625	427912	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/427912
1304626	427953	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/427953
1304627	217271	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/217271
1309804	937591	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/937591
1310066	1610760	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1610760
1311361	553315	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/553315
1311362	2512232	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2512232
1312599	135268	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/135268
1313613	471288	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/471288
1315979	1574325	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1574325
1316001	1113545	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1113545
1321853	1691973	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1691973
1327470	418908	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/418908
1341822	1675661	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1675661
134524	31311	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/31311
134526	3164	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/3164
134527	36880	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/36880
134528	81842	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/81842
134529	36882	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/36882
134530	195968	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/195968
134530	216139	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/216139
134531	41876	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/41876
134532	13607	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/13607
134533	543311	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/543311
134533	38832	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/38832
134534	41885	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/41885
134535	163104	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/163104
134540	41889	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/41889
134541	156128	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/156128
134542	344402	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/344402
134545	36881	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/36881
134548	647622	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/647622
134562	687948	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/687948
134563	13608	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/13608
134564	38833	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/38833
134566	41886	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/41886
1346683	2864184	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2864184
1348616	764112	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/764112
1348690	764111	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/764111
1356531	1867040	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1867040
1359175	2511165	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/2511165
1359179	268820	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/268820
1359182	459342	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/459342
1359367	3088	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/3088
1360848	366455	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/366455
136779	39716	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/39716
1367877	259923	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/259923
1368615	1890389	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1890389
1369796	1034621	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1034621
1370483	439476	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/439476
1371463	1760868	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1760868
1372707	1737904	https://www.ncbi.nlm.nih.gov/datasets/taxonomy/1737904
