provider	synonym_name	author	taxon_id	usage_key
worms	Cladophora zostericola	P.Crouan & H.Crouan, 1865	145042	7796509
worms	Conferva conglobata	(Kützing) Rabenhorst, 1847	145042	2644192
worms	Conferva kaneana		145042	2644183
worms	Conferva pistillata	(Kützing) Rabenhorst, 1847	145042	2644187
worms	Conferva plumula	(Kützing) Zanardini, 1847	145042	7750652
worms	Conferva sertularina	C.Agardh, 1824	145042	2644195
worms	Conferva flexuosa	O.F.Müller, 1782	145045	7447155
worms	Conferva gracilis	A.W.Griffiths ex Harvey, 1834	145045	8307414
worms	Aegagropila agardhii	Kützing, 1843	145046	5272522
worms	Cladophora canalicularis var. squarrulosa	(Grunow ex Rabenhorst) Rabenhorst, 1868	145046	5272527
worms	Cladophora crispata var. thermalis	Brügger ex Wartmann & Schenk, 1863	145046	5272541
worms	Cladophora crispata var. vitrea	(Kützing) Kützing, 1845	145046	5272520
worms	Cladophora flavescens	(Roth) Kützing, 1843	145046	5272732
worms	Cladophora fracta f. flavescens	(Roth) Collins, 1903	145046	5272530
worms	Cladophora fracta f. horrida	(Kützing) Rabenhorst, 1868	145046	5272526
worms	Cladophora fracta f. submarina	Schiffner, 1931	145046	5272540
worms	Cladophora fracta var. flexuosa	Holmes ex Batters, 1902	145046	5272546
worms	Cladophora fracta var. genuina f. prolifera	(C.Agardh) Kützing, 1849	145046	7368473
worms	Cladophora fracta var. horrida	Kützing, 1845	145046	8187240
worms	Cladophora fracta var. normalis	Rabenhorst, 1868	145046	5272529
worms	Cladophora fracta var. patens	(Agardh) Rabenhorst, 1868	145046	5272524
worms	Cladophora fracta var. prolifera	(Agardh) Kützing, 1845	145046	5272521
worms	Cladophora fracta var. subsimplex	Kützing, 1845	145046	5272539
worms	Cladophora fracta var. sudetica	(Kützing) Wittrock	145046	5272536
worms	Cladophora fracta var. terrestris	Kützing, 1845	145046	5272535
worms	Cladophora fracta var. viadrina	(Kützing) Kirchner, 1878	145046	5272528
worms	Cladophora funiformis	(Roth) Kützing, 1845	145046	5272532
worms	Cladophora patens	(Agardh) Kützing, 1845	145046	5272538
worms	Cladophora rigidula	Kützing, 1845	145046	8089412
worms	Cladophora sudetica	Kützing, 1845	145046	5272523
worms	Cladophora viadrina	Kützing, 1845	145046	5272534
worms	Cladophora vitrea	Kützing, 1843	145046	5272533
worms	Conferva crispata var. longissima	Roth, 1806	145046	2643945
worms	Conferva crispata var. subterrestris	Kützing, 1833	145046	2643951
worms	Conferva crispata var. vitrea	(Kützing) Rabenhorst, 1847	145046	2643958
worms	Conferva flavescens	Roth, 1798	145046	8234662
worms	Conferva fracta	O.F.Müller ex Vahl, 1787	145046	2643985
worms	Conferva fracta var. patens	(Agardh) Kützing, 1833	145046	2643955
worms	Conferva fracta var. prolifera	Agardh, 1817	145046	2643950
worms	Conferva funiformis	Roth, 1797	145046	2643964
worms	Conferva globosa	C.Agardh, 1824	145046	9193463
worms	Conferva patens	C.Agardh, 1824	145046	8389354
worms	Conferva patens var. prolifera	(Agardh) Agardh, 1824	145046	2643967
worms	Conferva rigidula	(Kützing) Rabenhorst, 1847	145046	2643972
worms	Conferva sericea subsp. elongata	C.Agardh, 1824	145046	2643971
worms	Conferva sericea var. elongata	C.Agardh, 1824	145046	2643971
worms	Conferva sudetica	(Kützing) Rabenhorst, 1847	145046	2643952
worms	Conferva viadrina	(Kützing) Rabenhorst, 1847	145046	2643984
worms	Rothella fracta	(Müller ex Vahl) Gallion, 1833	145046	5272537
worms	Vagabundia fracta	(O.F.Müller ex Vahl) J.E.Gray, 1864	145046	3229706
worms	Annulina glomerata	(Linnaeus) Link, 1820	145048	5272778
worms	Chantransia flavicans	Desvaux, 1813	145048	2644325
worms	Chantransia glomerata	(Linnaeus) Lamarck & De Candolle, 1805	145048	7549970
worms	Chantransia vaginata	(Ducluzeau) Desvaux, 1813	145048	2644312
worms	Cladophora brachystelecha	Rabenhorst, 1857	145048	5272779
worms	Cladophora canicularis	Roth	145048	5272805
worms	Cladophora comosa	Kützing, 1843	145048	5272400
worms	Cladophora crispata f. arenaria	Kützing, 1881	145048	8085303
worms	Cladophora cristata f. maura	Lewin, 1888	145048	5272774
worms	Cladophora crystallina var. flaccida	Kützing, 1849	145048	5272816
worms	Cladophora curvata	Kützing, 1845	145048	5272809
worms	Cladophora declinata	Kützing, 1849	145048	5272776
worms	Cladophora declinata f. kwangsiensis	C.C.Jao, 1947	145048	5272776
worms	Cladophora declinata var. fluitans	(Kützing) Hansgirg, 1886	145048	5272811
worms	Cladophora declinata var. pumila	(Bail ex Rabenhorst) Kirchner, 1878	145048	5272814
worms	Cladophora elongata	(Agardh) Kützing, 1843	145048	5272782
worms	Cladophora fasciculata	Kützing, 1845	145048	5272803
worms	Cladophora fasciculata f. declinata	(Kützing) Hauck	145048	5272802
worms	Cladophora flavescens var. clavigera	Kützing, 1843	145048	5272815
worms	Cladophora flavida	Kützing, 1845	145048	5272808
worms	Cladophora flavida var. clavigera	(Kützing) Kützing, 1845	145048	5272772
worms	Cladophora fluitans	Kützing, 1845	145048	5272773
worms	Cladophora fracta f. capillaris	(Montagne) Rabenhorst, 1864	145048	7521462
worms	Cladophora fracta var. flavescens	Batters, 1902	145048	5272530
worms	Cladophora fracta var. rivularis f. tolediana	Budde, 1929	145048	8212842
worms	Cladophora fracta var. strepens	(Agardh) Rabenhorst, 1868	145048	5272781
worms	Cladophora glomerata f. fluitans	(Kützing) Rabenhorst, 1868	145048	5272770
worms	Cladophora glomerata var. arbuscula	Rabenhorst, 1863	145048	5272806
worms	Cladophora glomerata var. cartilaginea	Kützing, 1849	145048	5272780
worms	Cladophora glomerata var. intricata	(Kützing) Kützing, 1849	145048	5272777
worms	Cladophora glomerata var. mucosa	Kützing, 1849	145048	5272807
worms	Cladophora glomerata var. rivularis	Rabenhorst, 1851	145048	5272812
worms	Cladophora glomerata var. simplicior	Kützing, 1849	145048	5272810
worms	Cladophora glomerata var. tenuior	Kützing, 1849	145048	5272775
worms	Cladophora hunanensis	C.C.Jao, 1940	145048	2643712
worms	Cladophora insignis var. fluviatilis	Kützing, 1849	145048	5272801
worms	Cladophora intricata	Kützing, 1845	145048	5272817
worms	Cladophora macrogonya	(Lyngbye) Kützing, 1843	145048	5272804
worms	Cladophora olympica	Grunow ex Rabenhorst, 1868	145048	5272771
worms	Cladophora strepens	(Agardh) Kützing, 1843	145048	5272813
worms	Cladophora tildeniae	Brand, 1902	145048	5272332
worms	Conferva capillaris	Linnaeus, 1753	145048	8351698
worms	Conferva comosa	Kützing, 1836	145048	2644310
worms	Conferva cristata	Roth	145048	2644305
worms	Conferva elongata	C.Agardh, 1824	145048	8362993
worms	Conferva erecta	Suhr, 1840	145048	2644259
worms	Conferva erecta var. subsimplex	Suhr, 1840	145048	2644315
worms	Conferva erecta var. tenerrima	Suhr, 1840	145048	2644327
worms	Conferva flavida	(Kützing) Rabenhorst, 1847	145048	2644326
worms	Conferva glomerata	Linnaeus, 1753	145048	2644261
worms	Aegagropila meneghiniana	Kützing, 1845	145051	5272500
worms	Cladophora affinis	Schiffner, 1933	145051	5272505
worms	Cladophora bertolonii var. elongata	Ardissone, 1886	145051	5272495
worms	Cladophora campyloclada	Bornet ex G.Hamel, 1929	145051	5272492
worms	Cladophora catenatoides	P.Crouan & H.Crouan, 1878	145051	5272509
worms	Cladophora crystallina var. patentissima	Kützing, 1845	145051	5272488
worms	Cladophora falcata	Harvey, 1848	145051	5272413
worms	Cladophora fuscescens	Kützing, 1845	145051	5272502
worms	Cladophora hamifera	Zanardini ex Frauenfeld, 1855	145051	5272491
worms	Cladophora heteronema	(C.Agardh) Kützing, 1843	145051	5272499
worms	Cladophora incurva	Meneghini, 1844	145051	5272504
worms	Cladophora lateralis	Zanardini ex Frauenfeld, 1855	145051	5272490
worms	Cladophora laxa	Kützing, 1845	145051	5272486
worms	Cladophora lehmanniana var. effusa	Kützing, 1849	145051	5272489
worms	Cladophora leptocladia	Kützing, 1845	145051	5272511
worms	Cladophora lutescens var. longiarticulata	Kützing, 1849	145051	5272503
worms	Cladophora meneghiniana	(Kützing) Kützing	145051	5272510
worms	Cladophora mexicana	P.L.Crouan & H.M.Crouan, 1865	145051	5272498
worms	Cladophora moniliformis	Ardissone, 1864	145051	5272496
worms	Cladophora patula	Zanardini ex Frauenfeld, 1855	145051	5272487
worms	Cladophora penicillata f. longiarticulata	(Kützing) Schiffner, 1938	145051	5272494
worms	Cladophora purpurascens	Lespinasse, 1883	145051	5272507
worms	Cladophora repens f. meneghiniana	(Kützing) Hauck, 1885	145051	5272497
worms	Cladophora saccata	Kützing, 1845	145051	5272493
worms	Cladophora trichocoma	Kützing, 1847	145051	5272506
worms	Cladophora utriculosa var. falcata	(Harvey) De Toni, 1889	145051	8029929
worms	Cladophora utriculosa var. laetevirens	(Dillwyn) Hauck, 1885	145051	5272508
worms	Cladophora utriculosa var. laxa	(Kützing) Schiffner, 1933	145051	5272501
worms	Cladophoropsis rhodensis	(Reinbold) Wille, 1910	145051	7986043
worms	Conferva heteronema	C.Agardh, 1824	145051	2643930
worms	Conferva laetevirens	Dillwyn, 1805	145051	2643922
worms	Conferva rudolphiana var. meneghiniana	(Kützing) Rabenhorst, 1847	145051	2643935
worms	Conferva trichocoma	(Kützing) P.L.Crouan & H.M.Crouan, 1867	145051	2643912
worms	Siphonocladus rhodensis	Reinbold, 1898	145051	2644939
worms	Cladophora rupestris f. contracta	Simmons, 1897	145064	5272905
worms	Cladophora rupestris f. flaccida	Suringar, 1857	145064	5272911
worms	Cladophora rupestris f. mediterranea	(Kützing) Ardissone	145064	5272900
worms	Cladophora rupestris f. nuda	(Harvey) Holmes & Batters ex Batters, 1902	145064	8036782
worms	Cladophora rupestris f. rigida	Suringar, 1857	145064	5272901
worms	Cladophora rupestris f. submarina	Foslie, 1884	145064	5272916
worms	Cladophora rupestris var. baltica	Kützing, 1845	145064	5272912
worms	Cladophora rupestris var. mediterranea	Kützing, 1849	145064	7897421
worms	Cladophora rupestris var. nuda	Hamel, 1925	145064	8112640
worms	Cladophora sertularina var. adriatica	Kützing, 1849	145064	5272903
worms	Conferva lyngbyana	(Kützing) Rabenhorst, 1847	145064	2644446
worms	Conferva rupestris var. glauca	(Roth) Roth, 1806	145064	2644441
worms	Aegagropila rudolphiana	(C.Agardh) Kützing, 1845	145065	5272363
worms	Ceramium sericeum	de Lamarck & De Candolle, 1805	145065	7853975
worms	Chloronitum sericeum	(Hudson) Gallion, 1928	145065	2643746
worms	Cladophora balliana	Harvey, 1851	145065	5272344
worms	Cladophora crystalina var. patula	Schniffer, 1938	145065	8309756
worms	Cladophora divaricata var. hamulifera	Kützing, 1849	145065	5272346
worms	Cladophora froelichiana	Kützing, 1843	145065	5272362
worms	Cladophora glaucescens	(A.W.Griffiths ex Harvey) Harvey, 1849	145065	5272341
worms	Cladophora gracilis var. harveyana	Sjöstedt, 1927	145065	5272359
worms	Cladophora hirta	Kützing, 1845	145065	5272355
worms	Cladophora hirta var. borealis	Foslie, 1884	145065	5272361
worms	Cladophora lagunarum	Schiffner, 1938	145065	5272364
worms	Cladophora longicoma	Kützing, 1849	145065	5272354
worms	Cladophora mediterranea	Hauck, 1885	145065	5272368
worms	Cladophora nitida	Kützing, 1843	145065	5272352
worms	Cladophora nitidissima	Meneghini, 1844	145065	5272351
worms	Cladophora ovoidea	Kützing, 1843	145065	5272360
worms	Cladophora patens var. prolifera	Kützing, 1853	145065	5272365
worms	Cladophora pectinicornis	Kützing, 1849	145065	5272370
worms	Cladophora penicillata var. elongata	Schiffner, 1938	145065	5272340
worms	Cladophora plumosa	Kützing, 1845	145065	2643712
worms	Cladophora rhadina	Setchell, 1926	145065	5272353
worms	Cladophora rudolphiana	(C.Agardh) Kützing, 1843	145065	5272339
worms	Cladophora rudolphiana f. elongata	Schiffner, 1926	145065	5272342
worms	Cladophora rudolphiana f. eramosa	N.L.Gardner, 1918	145065	5272358
worms	Cladophora rudolphiana f. subpatula	Schiffner	145065	5272357
worms	Cladophora sericea var. flaccida	Kützing, 1849	145065	5272350
worms	Cladophora sirocladia	Kützing, 1849	145065	5272367
worms	Cladophora sirocladia var. gracilis	Kützing, 1849	145065	5272347
worms	Cladophora subulifera var. divaricata	Kützing, 1845	145065	5272366
worms	Cladophora thoreana	Kützing, 1843	145065	5272345
worms	Cladophora utriculosa f. pectinicornis	(Kützing) Hamel, 1929	145065	5272369
worms	Cladophora viridula	Kützing, 1849	145065	5272343
worms	Conferva froelichii	Rabenhorst, 1847	145065	2643764
worms	Conferva glaucescens	Griffiths ex Harvey, 1841	145065	2643731
worms	Conferva hirta	(Kützing) Crouan, 1867	145065	2643760
worms	Conferva nitida	Kützing, 1836	145065	7410933
worms	Conferva nitida	(Kützing) Rabenhorst, 1847	145065	8424390
worms	Conferva pectinicornis	(Kützing) Crouan, 1867	145065	2643740
worms	Conferva rudolphiana	C.Agardh, 1827	145065	2643723
worms	Conferva rupestris var. flexuosa	Lyngbye, 1819	145065	2643751
worms	Conferva sandrii	Zanardini ex Kützing, 1849	145065	2643761
worms	Conferva sericea	Hudson, 1762	145065	2643759
worms	Conferva sericea var. marina	Lyngbye, 1819	145065	2643756
worms	Conferva veneta	Zanardini, 1847	145065	2643733
worms	Rothella flexuosa	(Müller) Gallion, 1833	145065	5272348
worms	Aegagropila biasolettiana	Kützing, 1845	145069	5272875
worms	Aegagropila corynarthra	(Kützing) Kützing, 1854	145069	5272877
worms	Cladophora corynarthra	Kützing, 1845	145069	5272876
worms	Cladophora gracilis f. vadorum	(J.E. Areschoug) Strömfelt	145069	7818103
worms	Cladophora gracilis var. vadorum	(Areschoug) F.S.Collins	145069	7508424
worms	Conferva vadorum	Areschoug, 1843	145069	2644404
worms	Aegagropila flaccida	(Kützing) Kützing, 1854	145070	5272445
worms	Ceramium densum	Roth, 1800	145070	10480745
worms	Ceramium vagabundum	(Linnaeus) Roth, 1800	145070	5710388
worms	Cladophora adriatica	Schiffner, 1938	145070	5272456
worms	Cladophora aegaea	Kützing, 1843	145070	2643712
worms	Cladophora brachyclona	Montagne ex Kützing, 1849	145070	5272458
worms	Cladophora ceratina	Kützing, 1845	145070	5272442
worms	Cladophora conglomerata	Küzting, 1853	145070	5272483
worms	Cladophora daveyana	Reinbold, 1899	145070	5272459
worms	Cladophora densa	(Roth) Kützing, 1845	145070	5272735
worms	Cladophora divergens	Schiffner, 1937	145070	7373118
worms	Cladophora elegans f. major	Brand, 1904	145070	5272457
worms	Cladophora expansa	(Mertens) Kützing, 1843	145070	5272449
worms	Cladophora expansa var. glomerata	Thuret ex Collins, 1902	145070	5272468
worms	Cladophora fascicularis	(Mertens ex C.Agardh) Kützing, 1843	145070	5272467
worms	Cladophora flaccida	Kützing, 1845	145070	5272470
worms	Cladophora flavida var. virescens	Kützing, 1845	145070	5272454
worms	Cladophora flavovirens	Kützing, 1849	145070	7655890
worms	Cladophora fuscescens var. decipiens	Schiffner, 1938	145070	5272463
worms	Cladophora glomerata var. pusilla	Brand, 1904	145070	5272448
worms	Cladophora heterochloa	(C.A.Agardh) Kützing, 1843	145070	5272471
worms	Cladophora heteronema f. sanvicensis	Brand, 1904	145070	5272447
worms	Cladophora heteropsis	Kützing, 1849	145070	5272472
worms	Cladophora implicata	(Zanardini) Bertoloni, 1862	145070	5272474
worms	Cladophora inserta	Dickie, 1876	145070	5272469
worms	Cladophora inserta f. typica	Setchell, 1926	145070	5272466
worms	Cladophora inserta f. ungulata	(Brand) Setchell, 1926	145070	5272461
worms	Cladophora lagunarum var. prolifera	Schiffner, 1938	145070	5272476
worms	Cladophora mauritiana	Kützing, 1849	145070	5272477
worms	Cladophora mauritiana var. ungulata	Brand, 1904	145070	5272446
worms	Cladophora monumentalis	Børgesen, 1935	145070	5272475
worms	Cladophora penicillata	Kützing, 1853	145070	8138420
worms	Cladophora penicillata var. gracilis	Schiffner, 1938	145070	5272460
worms	Cladophora pinniger	Setchell, 1924	145070	5272451
worms	Cladophora pulverulenta	(Mertens) Phinney, 1945	145070	5272443
worms	Cladophora rupestris f. gracilior	Suringar, 1857	145070	5272444
worms	Cladophora subnuda	Schiffner, 1938	145070	5272453
worms	Cladophora sulphurea	Zanardini ex Frauenfeld, 1855	145070	5272473
worms	Cladophora tenerrima	Kützing, 1849	145070	5272455
worms	Cladophora uncinella	Harvey, 1860	145070	5272628
worms	Cladophora utriculosa var. aegaea	(Kützing) Kützing, 1849	145070	5272450
worms	Cladophora utriculosa var. cartilaginea	Kützing, 1849	145070	5272462
worms	Cladophora zostericola	Martens	145070	5272720
worms	Conferva bruzelii	C.A.Agardh, 1824	145070	2643864
worms	Conferva ceratina	Kützing, 1836	145070	2643877
worms	Conferva densa	(Roth) Rabenhorst, 1847	145070	2643865
worms	Conferva expansa	Mertens ex Jürgens, 1817	145070	2643872
worms	Conferva fascicularis	Mertens ex C.Agardh, 1824	145070	2643885
worms	Conferva glomerata var. rigida	C.A.Agardh, 1817	145070	2643882
worms	Conferva heterochloa	C.A.Agardh, 1824	145070	2643878
worms	Cladophora basiramosa	Schmidle, 1896	145074	5272550
worms	Cladophora glomerata var. petraea	Hansgirg, 1891	145074	5272770
worms	Cladophora pachyderma	(Kjellman) Brand, 1908	145074	5272549
worms	Cladophora petraea	(Hansgirg) Brand, 1909	145074	2643712
worms	Cladophora riparia f. Harvey	(Roth) J.D.Hooker & Harvey, 1847	145075	2643712
worms	Conferva implexa	Dillwyn, 1809	145075	6452165
worms	Conferva riparia	Roth, 1806	145075	2643579
worms	Lola implexa	(Dillwyn) G.Hamel, 1931	145075	5707592
worms	Rhizoclonium hieroglyphicum var. riparium	(Roth) Stockmayer, 1889	145075	12305525
worms	Rhizoclonium implexum	(Dillwyn) Kützing, 1845	145075	2643583
worms	Rhizoclonium kerneri	Stockmayer, 1890	145075	2643635
worms	Rhizoclonium kochianum	Kützing, 1845	145075	4268173
worms	Rhizoclonium kochianum var. kerneri	(Stockmayer) G.Hamel	145075	4268173
worms	Rhizoclonium panniosum	Kützing	145075	2643581
worms	Rhizoclonium riparium var. implexum	(Dillwyn) Rosenvinge, 1893	145075	2643584
worms	Rhizoclonium salinum	Kützing	145075	8101375
worms	Tiresias riparia	(Roth) Areschoug, 1851	145075	7592234
worms	Acanthocodium fragile	Suringar, 1867	145086	2642683
worms	Codium fragile var. typicum	Schmidt, 1923	145086	5272096
worms	Ostreobium reineckei	Bornet, 1896	145095	2642844
worms	Aglaozonia parvula	(Greville) Zanardini, 1843	145297	3198129
worms	Aglaozonia reptans	(P.L.Crouan & H.M.Crouan) Kützing, 1849	145297	3198127
worms	Cutleria dichotoma	Kützing, 1843	145297	7995558
worms	Cutleria laciniata	(J.V.Lamouroux) Meneghini, 1842	145297	7552903
worms	Cutleria multifida f. angustifrons	Holmes & Batters, 1890	145297	7698429
worms	Cutleria multifida var. confervoides	Kuckuck, 1894	145297	8318924
worms	Cutleria multifida var. dichotoma	(Kützing) Frauenfeld, 1854	145297	7491166
worms	Dictyota penicillata	J.V.Lamouroux, 1809	145297	5422869
worms	Padina parvula	(Greville) Zanardini, 1843	145297	3198133
worms	Padina reptans	P.L.Crouan & H.M.Crouan, 1833	145297	8013640
worms	Padinella parvula	(Greville) Areschoug, 1843	145297	3198132
worms	Ulva multifida	Turner, 1801	145297	9408069
worms	Zonaria multifida	C.Agardh, 1820	145297	8385476
worms	Zonaria parvula	Greville, 1828	145297	5422866
worms	Zonaria reptans	(P.L.Crouan & H.M.Crouan) P.L.Crouan & H.M.Crouan, 1852	145297	5422865
worms	Arthrocladia australis	Kützing, 1845	145306	6539294
worms	Arthrocladia villosa f. australis	(Kützing) Hauck, 1884	145306	5423314
worms	Chordaria villosa	(Hudson) C.Agardh, 1817	145306	7352154
worms	Conferva villosa	Hudson, 1778	145306	9193463
worms	Elaionema villosum	(Hudson) Berkeley, 1833	145306	12279371
worms	Sporochnus villosus	(Hudson) C.Agardh, 1824	145306	3199997
worms	Desmarestia aculeata var. plumosa	(Suhr) Oersted, 1844	145307	8148364
worms	Desmia aculeata	(Linnaeus) Lyngbye, 1819	145307	7996674
worms	Ectocarpus densus	Lyngbye, 1819	145307	3200091
worms	Fucus aculeatus	Linnaeus, 1763	145307	7862451
worms	Fucus aculeatus var. muscoides	Turner, 1802	145307	3200090
worms	Fucus muscoides	Hudson, 1762	145307	7950230
worms	Fucus virgatus	Gunnerus, 1766	145307	3196834
worms	Hippurina aculeata	(Linnaeus) Stackhouse, 1809	145307	4894488
worms	Sphaerococcus aculeatus	(Linnaeus) Stackhouse, 1797	145307	7681919
worms	Spinularius aculeata	(Linnaeus) Ruprecht, 1850	145307	3200013
worms	Sporochnus aculeatus	(Linnaeus) C.Agardh, 1817	145307	3200092
worms	Sporochnus aculeatus var. complanatus	C.Agardh, 1820	145307	3200085
worms	Sporochnus aculeatus var. plumosus	Suhr, 1834	145307	3200093
worms	Chordaria viridis	(O.F.Müller) C.Agardh, 1817	145310	7619677
worms	Desmarestia media var. tenuis	Setchell & N.L.Gardner, 1924	145310	5423334
worms	Desmarestia pacifica	Setchell & N.L.Gardner, 1924	145310	5423350
worms	Dichloria viridis	(O.F.Müller) Greville, 1830	145310	3200059
worms	Fucus viridis	O.F.Müller, 1782	145310	3200061
worms	Gigartina viridis	(O.F.Müller) Lyngbye, 1819	145310	3200055
worms	Hyalina mutabilis	Stackhouse, 1809	145310	3236417
worms	Hyalina viridis	(O.F.Müller) Kuntze, 1891	145310	12297414
worms	Iridaea fluitans	Stackhouse	145310	2666199
worms	Iridea fluitans	Stackhouse, 1816	145310	5423349
worms	Krobylopteris oltmannsii	Schmidt, 1942	145310	6789215
worms	Spinularius viridis	(O.F.Müller) Ruprecht, 1850	145310	12354098
worms	Sporochnus viridis	(O.F.Müller) Greville, 1830	145310	3200057
worms	Asperococcus bulbosus	J.V.Lamouroux	145311	7814504
worms	Asperococcus turneri	(Dillwyn ex Smith) W.J.Hooker, 1833	145311	3199095
worms	Asperococcus turneri var. profundus	(Feldmann) Ballesteros, 1983	145311	7803549
worms	Encoelium bullosum	(J.V.Lamouroux) C.Agardh, 1820	145311	3199096
worms	Encoelium macgregori	Suhr ex Kützing, 1859	145311	8132718
worms	Gastridium opuntium	Lyngbye, 1819	145311	2663384
worms	Physidrum bullosum	(J.V.Lamouroux) Delle Chiaje	145311	7378375
worms	Ulva turneri	Dillwyn ex J.E.Smith, 1814	145311	8100006
worms	Ascocyclus reptans	(P.L.Crouan & H.M.Crouan) Reinke, 1889	145313	3198823
worms	Asperococcus echinatus	(Mertens ex Roth) C.Agardh, 1817	145313	8252156
worms	Asperococcus echinatus f. villosa	Kylin, 1907	145313	3199071
worms	Asperococcus fistulosus f. villosus	Kylin, 1907	145313	3199076
worms	Asperococcus rugosus	J.V.Lamouroux, 1813	145313	3199078
worms	Chilionema reptans	(P.L.Crouan & H.M.Crouan) Sauvageau, 1897	145313	3198753
worms	Chordaria filum var. fistulosa	(Hudson) C.Agardh, 1817	145313	5423105
worms	Conferva echinata	Mertens ex Roth, 1806	145313	2644002
worms	Ectocarpus repens	Reinke, 1889	145313	3199068
worms	Ectocarpus reptans	P.L.Crouan & H.M.Crouan, 1867	145313	3199068
worms	Encoelium echinatum	(Mertens ex Roth) C.Agardh, 1820	145313	3199070
worms	Hecatonema fucicola	Kylin, 1907	145313	3199305
worms	Hecatonema kjellmani	Nordstedt, 1912	145313	3199323
worms	Hecatonema reptans	Kylin, 1907	145313	8045585
worms	Hecatonema reptans	Sauvageau, 1897	145313	8045585
worms	Phycocelis crouaniorum	Athanasiadis, 1996	145313	3198750
worms	Phycocelis reptans	(P.L.Crouan & H.M.Crouan) Kjellman, 1890	145313	3199079
worms	Scytosiphon filum var. fistulosus	(Hudson) C.Agardh, 1820	145313	8079000
worms	Scytosiphon fistulosus	(Hudson) C.Agardh, 1811	145313	7460604
worms	Scytosiphon lomentaria f. fistulosus	(Hudson) Foslie, 1890	145313	7611490
worms	Ulva fistulosa	Hudson, 1778	145313	9408069
worms	Delamarea paradoxa	Hariot, 1889	145317	5423100
worms	Physematoplea attenuata	(Kjellman) Kjellman, 1890	145317	3199051
worms	Scytosiphon attenuatus	Kjellman, 1883	145317	5423101
worms	Chordaria baltica	(Gobi) Gobi, 1879	145319	3198648
worms	Cladosiphon balticus	Gobi, 1874	145319	3198465
worms	Coilonema chordarium	(Areschoug) Areschoug, 1872	145319	7526841
worms	Coilonema chordarium f. bahusiense	(Areschoug) Kjellman, 1880	145319	7526841
worms	Coilonema chordarium f. simpliciusculum	(Areschoug) Strömfelt, 1884	145319	7526841
worms	Coilonema mesogloia	(Areschoug) Kjellman, 1880	145319	3198466
worms	Dictyosiphon balticus	(Gobi) Du Rietz, 1930	145319	3198475
worms	Dictyosiphon chordarius f. balticus	(Gobi) Häyren, 1940	145319	4377110
worms	Dictyosiphon chordarius f. simpliciusculus	(Areschoug) Kjellman, 1877	145319	4377110
worms	Dictyosiphon chordarius var. bahusiensis	J.E. Areschoug, 1873	145319	4377110
worms	Dictyosiphon chordarius var. simpliciusculus	Areschoug, 1873	145319	4377110
worms	Dictyosiphon finmarkicus	Foslie, 1881	145319	8163603
worms	Dictyosiphon mesogloia	Areschoug, 1862	145319	3198476
worms	Gobia baltica	(Gobi) Reinke, 1889	145319	6879547
worms	Scytosiphon chordarius	(Areschoug) Fries, 1845	145319	6879546
worms	Coilonema ekmani	(Areschoug) Kjellman, 1880	145321	3198420
worms	Chordaria flagelliformis var. hippuroides	(Lyngbye) J.Agardh, 1848	145322	7801994
worms	Chordaria flagelliformis var. intricata	C.Agardh, 1817	145322	7890270
worms	Conferva foeniculacea	Hudson, 1762	145322	9193463
worms	Dictyosiphon corymbosus	Kjellman, 1883	145322	3198452
worms	Dictyosiphon corymbosus f. abbreviatus	Kjellman, 1883	145322	8413329
worms	Dictyosiphon foeniculaceus f. flaccidus	(Areschoug) Kjellman, 1880	145322	7421148
worms	Dictyosiphon foeniculaceus f. hippuroides	(Lyngbye) Levring, 1940	145322	7564980
worms	Dictyosiphon foeniculaceus f. typicus	Kjellman, 1883	145322	7770185
worms	Dictyosiphon foeniculaceus subsp. flaccidus	Areschoug, 1873	145322	8196223
worms	Dictyosiphon foeniculaceus subsp. hispidus	Kjellman, 1877	145322	8134375
worms	Dictyosiphon foeniculaceus var. flaccidus	(Areschoug) Areschoug, 1875	145322	7609949
worms	Dictyosiphon foeniculaceus var. hispidus	(Kjellman) F.S.Collins, 1937	145322	7390476
worms	Dictyosiphon fragilis	Harvey ex Kützing, 1849	145322	7936638
worms	Dictyosiphon hippuroides	(Lyngbye) Kützing, 1856	145322	3198436
worms	Dictyosiphon hippuroides f. typicus	Kjellman	145322	7623569
worms	Dictyosiphon hippuroides var. fragilis	Kjellman	145322	7492917
worms	Dictyosiphon hispidus	(Kjellman) Kjellman, 1877	145322	3198426
worms	Gigartina plicata var. hippuroides	(Lyngbye) Oersted, 1844	145322	7506445
worms	Halymenia foeniculacea	(Hudson) C.Agardh, 1817	145322	3198431
worms	Ilea foeniculacea	(Hudson) Fries, 1835	145322	6879548
worms	Scytosiphon foeniculaceus	(Hudson) C.Agardh, 1811	145322	6879550
worms	Scytosiphon foeniculaceus var. intricatus	(C.Agardh) Lyngbye, 1819	145322	8011741
worms	Scytosiphon foeniculaceus var. membranaceus	Lyngbye, 1819	145322	8119951
worms	Scytosiphon hippuroides	Lyngbye, 1819	145322	6879552
worms	Scytosiphon ramellosus	J.Agardh, 1836	145322	6879549
worms	Scytosiphon tomentosus	Hornemann, 1818	145322	6879551
worms	Sphaerococcus hippuroides	(Lyngbye) C.Agardh, 1824	145322	8087366
worms	Sphaerococcus plicatus var. hippuroides	(Lyngbye) C.Agardh, 1822	145322	7696595
