Link to NORCCA website	scientific_name	AphiaID
https://norcca.scrol.net/species/pseudendoclonium-fucicola	Pseudendoclonium fucicola	156368
https://norcca.scrol.net/species/mougeotia-sp	Mougeotia	248137
https://norcca.scrol.net/species/nephroselmis-sp	Nephroselmis	134524
https://norcca.scrol.net/species/xanthidium-antilopaeum	Xanthidium antilopaeum	577683
https://norcca.scrol.net/species/mallomonas-kalinae	Mallomonas kalinae	623020
https://norcca.scrol.net/species/botryococcus-sp	Botryococcus	248103
https://norcca.scrol.net/species/ophiocytium-sp	Ophiocytium	577733
https://norcca.scrol.net/species/ochromonas-moestrupii	Ochromonas moestrupii	1306051
https://norcca.scrol.net/species/eudorina-sp	Eudorina	390664
https://norcca.scrol.net/species/parvodinium-inconspicuum	Parvodinium inconspicuum	838487
https://norcca.scrol.net/species/chaetoceros-tortissimus	Chaetoceros tortissimus	163161
https://norcca.scrol.net/species/chaetoceros-laciniosus	Chaetoceros laciniosus	149228
https://norcca.scrol.net/species/chaetoceros-gelidus	Chaetoceros gelidus	839985
https://norcca.scrol.net/species/chaetoceros-tenuissimus	Chaetoceros tenuissimus	156623
https://norcca.scrol.net/species/chaetoceros-decipiens	Chaetoceros decipiens	149126
https://norcca.scrol.net/species/chaetoceros-subtilis	Chaetoceros subtilis	156621
https://norcca.scrol.net/species/chlorella-vulgaris	Chlorella vulgaris	532029
https://norcca.scrol.net/species/chrysamoeba-sp	Chrysamoeba	345461
https://norcca.scrol.net/species/pseudochattonella-farcimen	Pseudochattonella farcimen	531467
https://norcca.scrol.net/species/coolia-monotis	Coolia monotis	110130
https://norcca.scrol.net/species/pentapharsodinium-tyrrhenicum	Pentapharsodinium tyrrhenicum	233820
https://norcca.scrol.net/species/tetradesmus-obliquus	Tetradesmus obliquus	1359367
https://norcca.scrol.net/species/peridinium-bipes	Peridinium bipes	110181
https://norcca.scrol.net/species/dunaliella-salina	Dunaliella salina	178972
https://norcca.scrol.net/species/gonyostomum-semen	Gonyostomum semen	375674
https://norcca.scrol.net/species/pseudoisochrysis-paradoxa	Pseudoisochrysis paradoxa	658407
https://norcca.scrol.net/species/nannochloropsis-sp	Nannochloropsis	345489
https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690
https://norcca.scrol.net/species/aulacoseira-granulata	Aulacoseira granulata	148961
https://norcca.scrol.net/species/desmidium-aptogonum	Desmidium aptogonum	608950
https://norcca.scrol.net/species/monoraphidium-sp	Monoraphidium	160590
https://norcca.scrol.net/species/staurastrum-leptocladum-var-cornutum	Staurastrum leptocladum var. cornutum	670977
https://norcca.scrol.net/species/microthamnion-kuetzingianum	Microthamnion kuetzingianum	373972
https://norcca.scrol.net/species/thalassiosira-delicatula	Thalassiosira delicatula	555264
https://norcca.scrol.net/species/actinoptychus-senarius	Actinoptychus senarius	148948
https://norcca.scrol.net/species/thalassiosira-allenii	Thalassiosira allenii	573627
https://norcca.scrol.net/species/skeletonema-tropicum	Skeletonema tropicum	395044
https://norcca.scrol.net/species/asterionellopsis-glacialis	Asterionellopsis glacialis	149139
https://norcca.scrol.net/species/selenastrum-sp	Selenastrum	572081
https://norcca.scrol.net/species/nitzschia-bizertensis	Nitzschia bizertensis	759283
https://norcca.scrol.net/species/chroococcus-sp	Chroococcus	146565
https://norcca.scrol.net/species/cosmarium-subprotromidum	Cosmarium subprotromidum	608924
https://norcca.scrol.net/species/trentepohlia-sp	Trentepohlia	600726
https://norcca.scrol.net/species/thalassiosira-punctifera	Thalassiosira punctifera	708714
https://norcca.scrol.net/species/synedropsis-hyperborea	Synedropsis hyperborea	573617
https://norcca.scrol.net/species/closterium-venus	Closterium venus	608765
https://norcca.scrol.net/species/tovellia-leopoliensis	Tovellia leopoliensis	577247
https://norcca.scrol.net/species/hyalotheca-dissiliens	Hyalotheca dissiliens	609031
https://norcca.scrol.net/species/micrasterias-rotata	Micrasterias rotata	609062
https://norcca.scrol.net/species/eunotia-bilunaris	Eunotia bilunaris	172305
https://norcca.scrol.net/species/synura-sp	Synura	178594
https://norcca.scrol.net/species/prymnesium-sp	Prymnesium	160563
https://norcca.scrol.net/species/vacuolaria-cf-virescens	Vacuolaria cf. virescens	375675
https://norcca.scrol.net/species/euglena-gracilis	Euglena gracilis	163460
https://norcca.scrol.net/species/tribonema-sp	Tribonema	144302
https://norcca.scrol.net/species/euglena-sp	Euglena	8012
https://norcca.scrol.net/species/isochrysis	Isochrysis	248124
https://norcca.scrol.net/species/chrysochromulina-sp	Chrysochromulina	115090
https://norcca.scrol.net/species/microchloropsis-salina	Microchloropsis salina	1359175
https://norcca.scrol.net/species/nannochloropsis-oceanica	Nannochloropsis oceanica	376043
https://norcca.scrol.net/species/cryptomonas-pyrenoidifera	Cryptomonas pyrenoidifera	572022
https://norcca.scrol.net/species/chrysotila-carterae	Chrysotila carterae	837255
https://norcca.scrol.net/species/tetraselmis-subcordiformis	Tetraselmis subcordiformis	495338
https://norcca.scrol.net/species/chromulina-sp	Chromulina	249689
https://norcca.scrol.net/species/dinobryon-cf-sertularia	Dinobryon cf. sertularia	157252
https://norcca.scrol.net/species/prochlorothrix-hollandica	Prochlorothrix hollandica	616813
https://norcca.scrol.net/species/ochromonas-minima	Ochromonas minima	573921
https://norcca.scrol.net/species/rhodomonas-lacustris	Rhodomonas lacustris	248151
https://norcca.scrol.net/species/skeletonema-pseudocostatum	Skeletonema pseudocostatum	375916
https://norcca.scrol.net/species/synedra-rumpens-var-familiaris	Synedra rumpens var. familiaris	985554
https://norcca.scrol.net/species/nitzschia-closterium	Nitzschia closterium	149610
https://norcca.scrol.net/species/asterionella-formosa	Asterionella formosa	148954
https://norcca.scrol.net/species/skeletonema-dohrnii	Skeletonema dohrnii	489112
https://norcca.scrol.net/species/chaetoceros-gracile	Chaetoceros gracile	149297
https://norcca.scrol.net/species/navicula-pelliculosa	Navicula pelliculosa	149428
https://norcca.scrol.net/species/achnantes-sp	Achnantes	149191
https://norcca.scrol.net/species/attheya-septentrionalis	Attheya septentrionalis	162823
https://norcca.scrol.net/species/cyclotella-sp	Cyclotella	148905
https://norcca.scrol.net/species/cyclotella-cf-glomerata	Cyclotella cf. glomerata	149260
https://norcca.scrol.net/species/raphidocelis-subcapitata	Raphidocelis subcapitata	610914
https://norcca.scrol.net/species/stichococcus-bacillaris	Stichococcus bacillaris	145715
https://norcca.scrol.net/species/monoraphidium-contortum	Monoraphidium contortum	160591
https://norcca.scrol.net/species/monoraphidium-griffithii	Monoraphidium griffithii	248134
https://norcca.scrol.net/species/chlorella-sp	Chlorella	160576
https://norcca.scrol.net/species/coelastrum-microporum	Coelastrum microporum	163975
https://norcca.scrol.net/species/mychonastes-homosphaera	Mychonastes homosphaera	662423
https://norcca.scrol.net/species/graesiella-emersonii	Graesiella emersonii	837180
https://norcca.scrol.net/species/pseudococcomyxa-chodatii	Pseudococcomyxa chodatii	1379956
https://norcca.scrol.net/species/scenedesmus-sp	Scenedesmus	160602
https://norcca.scrol.net/species/koliella-longiseta	Koliella longiseta	248126
https://norcca.scrol.net/species/oocystis-sp	Oocystis (?)	178611
https://norcca.scrol.net/species/myrmecia-biatorellae	Myrmecia biatorellae	617049
https://norcca.scrol.net/species/spondylosium-secedens	Spondylosium secedens	609112
https://norcca.scrol.net/species/chloroidium-saccharophilum	Chloroidium saccharophilum	623865
https://norcca.scrol.net/species/eudorina-elegans	Eudorina elegans	390665
https://norcca.scrol.net/species/apatococcus-lobatus	Apatococcus lobatus	610953
https://norcca.scrol.net/species/botryococcus-braunii	Botryococcus braunii	248104
https://norcca.scrol.net/species/closterium-sp	Closterium	162725
https://norcca.scrol.net/species/chloromonas-sp	Chloromonas	600769
https://norcca.scrol.net/species/chlamydomonas-noctigama	Chlamydomonas noctigama	577291
https://norcca.scrol.net/species/chlamydomonas-vectensis	Chlamydomonas vectensis	655149
https://norcca.scrol.net/species/chlorella-sorokiniana	Chlorella sorokiniana	614413
https://norcca.scrol.net/species/hydrodictyon-reticulatum	Hydrodictyon reticulatum	381000
https://norcca.scrol.net/species/vitreochlamys-fluviatilis	Vitreochlamys fluviatilis	637365
https://norcca.scrol.net/species/selenastrum-bibraianum	Selenastrum bibraianum	577758
https://norcca.scrol.net/species/tetradesmus-cf-dimorphus	Tetradesmus cf. dimorphus	1369784
https://norcca.scrol.net/species/staurastrum-cf-boreale	Staurastrum cf. boreale	611264
https://norcca.scrol.net/species/cosmarium-sp	Cosmarium	478557
https://norcca.scrol.net/species/nephrochlamys-rostrata	Nephrochlamys rostrata	572053
https://norcca.scrol.net/species/chlamydomonas-rapa	Chlamydomonas rapa	614409
https://norcca.scrol.net/species/chlamydomonas-obesa	Chlamydomonas obesa	614404
https://norcca.scrol.net/species/chlorella-ovalis	Chlorella ovalis	623865
https://norcca.scrol.net/species/monoraphidium-convolutum	Monoraphidium convolutum	160592
https://norcca.scrol.net/species/euastrum-sp	Euastrum	577667
https://norcca.scrol.net/species/crucigenia-tetrapedia	Crucigenia tetrapedia	178619
https://norcca.scrol.net/species/sphaerozosma-sp	Sphaerozosma	577678
https://norcca.scrol.net/species/staurastrum-gracile	Staurastrum gracile	509596
https://norcca.scrol.net/species/raphidocelis-inclinata-var-serialis	Raphidocelis inclinata var. serialis	672243
https://norcca.scrol.net/species/dictyosphaerium-pulchellum-var-minutum	Dictyosphaerium pulchellum var. minutum	673705
https://norcca.scrol.net/species/pediastrum-duplex	Pediastrum duplex	164061
https://norcca.scrol.net/species/chloromonas-rosae	Chloromonas rosae	627716
https://norcca.scrol.net/species/chlamydomonas-pulsatilla	Chlamydomonas pulsatilla	428608
https://norcca.scrol.net/species/monoraphidium-lunare	Monoraphidium lunare	657578
https://norcca.scrol.net/species/desmodesmus-subspicatus	Desmodesmus subspicatus	612515
https://norcca.scrol.net/species/pseudokirchneriella-sp	Pseudokirchneriella	163110
https://norcca.scrol.net/species/koliella-sp	Koliella	160588
https://norcca.scrol.net/species/oocystis-asymmetrica	Oocystis asymmetrica	608599
https://norcca.scrol.net/species/monoraphidium-cf-minutum	Monoraphidium cf. minutum	163101
https://norcca.scrol.net/species/sphaerocystis-schroeteri	Sphaerocystis schroeteri	248170
https://norcca.scrol.net/species/klebsormidium-flaccidum	Klebsormidium flaccidum	608215
https://norcca.scrol.net/species/botryococcus-cf-braunii	Botryococcus cf. braunii	248104
https://norcca.scrol.net/species/choricystis-cf-coccoides	Choricystis cf. coccoides	625389
https://norcca.scrol.net/species/choricystis-cf-parasitica	Choricystis cf. parasitica	837008
https://norcca.scrol.net/species/staurastrum-pingue	Staurastrum pingue	609209
https://norcca.scrol.net/species/desmodesmus-spinosus	Desmodesmusnosus	612514
https://norcca.scrol.net/species/planktothrix-cf-prolifica	Planktothrix cf. prolifica	572062
https://norcca.scrol.net/species/planktothrix-mougeotii	Planktothrix mougeotii	177583
https://norcca.scrol.net/species/tychonema-sp	Tychonema	177614
https://norcca.scrol.net/species/aphanizomenon-gracile	Aphanizomenon gracile	248100
https://norcca.scrol.net/species/pseudanabaena-redekei	Pseudanabaena redekei	177508
https://norcca.scrol.net/species/limnothrix-planctonica	Limnothrix planctonica	177507
https://norcca.scrol.net/species/planktothrix-prolifica	Planktothrix prolifica	572062
https://norcca.scrol.net/species/kamptonema-formosum	Kamptonema formosum	837205
https://norcca.scrol.net/species/tychonema-bornetii	Tychonema bornetii	177615
https://norcca.scrol.net/species/planktothrix-agardhii	Planktothrix agardhii	146552
https://norcca.scrol.net/species/arthrospira-maxima	Arthrospira maxima	1327751
https://norcca.scrol.net/species/microcystis-cf-viridis	Microcystis cf. viridis	177400
https://norcca.scrol.net/species/planktothrix-rubescens-var	Planktothrix rubescens var.	572064
https://norcca.scrol.net/species/scytonema-sp	Scytonema	206253
https://norcca.scrol.net/species/chroococcus-cf-minutus	Chroococcus cf. minutus	146567
https://norcca.scrol.net/species/anabaenopsis-arnoldii	Anabaenopsis arnoldii	609458
https://norcca.scrol.net/species/arthrospira-fusiformis	Arthrospira fusiformis	1327367
https://norcca.scrol.net/species/dolichospermum-flos-aquae	Dolichospermum flos-aquae	1637127
https://norcca.scrol.net/species/synechococcus-cf-rhodobaktron	Synechococcus cf. rhodobaktron	614829
https://norcca.scrol.net/species/aphanizomenon-flos-aquae	Aphanizomenon flos-aquae	248099
https://norcca.scrol.net/species/microcystis-cf-aeruginosa	Microcystis cf. aeruginosa	146558
https://norcca.scrol.net/species/pseudanabaena-catenata	Pseudanabaena catenata	213742
https://norcca.scrol.net/species/dolichospermum-danicum	Dolichospermum danicum	625370
https://norcca.scrol.net/species/oscillatoria-curviceps	Oscillatoria curviceps	660923
https://norcca.scrol.net/species/planktothrix-pseudagardhii	Planktothrix pseudagardhii	616561
https://norcca.scrol.net/species/merismopedia-punctata	Merismopedia punctata	627627
https://norcca.scrol.net/species/spirulina-subsalsa	Spirulina subsalsa	660753
https://norcca.scrol.net/species/phormidium-cf-chalybea	Phormidium cf. chalybea	156349
https://norcca.scrol.net/species/microcystis-viridis	Microcystis viridis	177400
https://norcca.scrol.net/species/dolichospermum-cf-sigmoideum	Dolichospermum cf. sigmoideum	625408
https://norcca.scrol.net/species/oscillatoria-cf-major	Oscillatoria cf. major	665981
https://norcca.scrol.net/species/kamptonema-cf-formosum	Kamptonema cf. formosum	837205
https://norcca.scrol.net/species/leptolyngbya-sp	Leptolyngbya	146994
https://norcca.scrol.net/species/synechococcus-elongatus	Synechococcus elongatus	610181
https://norcca.scrol.net/species/trichormus-variabilis	Trichormus variabilis	146661
https://norcca.scrol.net/species/merismopedia-angularis	Merismopedia angularis	614944
https://norcca.scrol.net/species/synechococcus-nidulans	Synechococcus nidulans	614828
https://norcca.scrol.net/species/phormidium-tergestinum	Phormidium tergestinum	450777
https://norcca.scrol.net/species/kamptonema-cf-animale	Kamptonema cf. animale	840972
https://norcca.scrol.net/species/lyngbya-sp	Lyngbya	146538
https://norcca.scrol.net/species/geitlerinema-splendidum	Geitlerinemaendidum	577244
https://norcca.scrol.net/species/oscillatoria-sp	Oscillatoria	146549
https://norcca.scrol.net/species/cylindrospermopsis-raciborskii	Cylindrospermopsis raciborskii	1308940
https://norcca.scrol.net/species/dolichospermum-spiroides	Dolichospermumroides	625411
https://norcca.scrol.net/species/nodularia-cf-harveyana	Nodularia cf. harveyana	178477
https://norcca.scrol.net/species/phormidium-uncinatum	Phormidium uncinatum	661044
https://norcca.scrol.net/species/cyanobium-sp	Cyanobium	573354
https://norcca.scrol.net/species/anabaena-sp	Anabaena	146585
https://norcca.scrol.net/species/chroococcus-turgidus	Chroococcus turgidus	146566
https://norcca.scrol.net/species/leptolyngbya-cf-tenuis	Leptolyngbya cf. tenuis	177504
https://norcca.scrol.net/species/snowella-lacustris	Snowella lacustris	146645
https://norcca.scrol.net/species/cylindrospermum-sp	Cylindrospermum	146640
https://norcca.scrol.net/species/leptolyngbya-tenuis	Leptolyngbya tenuis	177504
https://norcca.scrol.net/species/spirulina-major	Spirulina major	660933
https://norcca.scrol.net/species/katagnymene-accurata	Katagnymene accurata	627890
https://norcca.scrol.net/species/cyanothece-aeruginosa	Cyanothece aeruginosa	578252
https://norcca.scrol.net/species/microcoleus-cf-amoenus	Microcoleus cf. amoenus	840001
https://norcca.scrol.net/species/tychonema-bourrellyi	Tychonema bourrellyi	615642
https://norcca.scrol.net/species/phormidium-cf-subfuscum	Phormidium cf. subfuscum	609516
https://norcca.scrol.net/species/komvophoron-sp	Komvophoron	146658
https://norcca.scrol.net/species/pseudanabaena-limnetica	Pseudanabaena limnetica	177590
https://norcca.scrol.net/species/microcystis-cf-ichthyoblabe	Microcystis cf. ichthyoblabe	177245
https://norcca.scrol.net/species/anabaena-oscillarioides	Anabaena oscillarioides	239061
https://norcca.scrol.net/species/nostoc-kihlmani	Nostoc kihlmani	628033
https://norcca.scrol.net/species/rhabdogloea-cf-linearis	Rhabdogloea cf. linearis	177454
https://norcca.scrol.net/species/phormidium-cf-favosum	Phormidium cf. favosum	610167
https://norcca.scrol.net/species/microcoleus-amoenus	Microcoleus amoenus	840001
https://norcca.scrol.net/species/planktothrix-suspensa	Planktothrix suspensa	578244
https://norcca.scrol.net/species/cyanothece-sp	Cyanothece	345462
https://norcca.scrol.net/species/symploca-sp	Symploca	178510
https://norcca.scrol.net/species/anabaena-subcylindrica	Anabaena subcylindrica	177649
https://norcca.scrol.net/species/kamptonema-cf-okenii	Kamptonema cf. okenii	837164
https://norcca.scrol.net/species/chroococcus-cf-submarinus	Chroococcus cf. submarinus	609438
https://norcca.scrol.net/species/chroococcus-cf-dispersus	Chroococcus cf. dispersus	146569
https://norcca.scrol.net/species/kamptonema-laetevirens	Kamptonema laetevirens	840974
https://norcca.scrol.net/species/tapinothrix-violacea	Tapinothrix violacea	625826
https://norcca.scrol.net/species/calothrix-sp	Calothrix ?	146624
https://norcca.scrol.net/species/anabaena-torulosa	Anabaena torulosa	146714
https://norcca.scrol.net/species/phormidium-cf-breve	Phormidium cf. breve	146702
https://norcca.scrol.net/species/tolypothrix-sp	Tolypothrix ?	147183
https://norcca.scrol.net/species/chamaecalyx-incrassatus	Chamaecalyx incrassatus	615340
https://norcca.scrol.net/species/cyanocystis-violacea	Cyanocystis violacea	178441
https://norcca.scrol.net/species/oscillatoria-limosa	Oscillatoria limosa	146554
https://norcca.scrol.net/species/microcystis-cf-botrys	Microcystis cf. botrys	578236
https://norcca.scrol.net/species/dolichospermum-cf-spiroides	Dolichospermum cf.roides	625411
https://norcca.scrol.net/species/aphanizomenon-cf-klebahnii	Aphanizomenon cf. klebahnii	625385
https://norcca.scrol.net/species/jaaginema-sp	Jaaginema	177499
https://norcca.scrol.net/species/kamptonema-cortianum	Kamptonema cortianum	840973
https://norcca.scrol.net/node/3940	Anathece cf. clathrata	699619
https://norcca.scrol.net/species/nostoc-commune	Nostoc commune	608248
https://norcca.scrol.net/species/nostoc-flagelliforme	Nostoc flagelliforme	700733
https://norcca.scrol.net/species/nostoc-sphaeroides	Nostocaeroides	618666
https://norcca.scrol.net/species/aphanothece-cf-elabens	Aphanothece cf. elabens	609440
https://norcca.scrol.net/species/aphanocapsa-cf-grevillei	Aphanocapsa cf. grevillei	162667
https://norcca.scrol.net/species/oscillatoria-cf-sancta	Oscillatoria cf. sancta	177518
https://norcca.scrol.net/species/oxynema-acuminatum	Oxynema acuminatum	708104
https://norcca.scrol.net/species/jaaginema-cf-geminatum	Jaaginema cf. geminatum	177500
https://norcca.scrol.net/species/tychonema-sp-0	Tychonema (?)	177614
https://norcca.scrol.net/species/anabaena-solitaria	Anabaena solitaria	625410
https://norcca.scrol.net/species/anabaenopsis-sp	Anabaenopsis	146590
https://norcca.scrol.net/species/dolichospermum-crassum	Dolichospermum crassum	625368
https://norcca.scrol.net/species/anabaena-inaequalis	Anabaena inaequalis	177659
https://norcca.scrol.net/species/arthrospira-platensis	Arthrospira platensis	213728
https://norcca.scrol.net/species/microcystis-novacekii	Microcystis novacekii	177252
https://norcca.scrol.net/species/arthrospira-sp	Arthrospira	162385
https://norcca.scrol.net/species/arthronema-africanum	Arthronema africanum	627824
https://norcca.scrol.net/species/lyngbya-lutea	Lyngbya lutea	146682
https://norcca.scrol.net/species/aphanocapsa-muscicola	Aphanocapsa muscicola	610127
https://norcca.scrol.net/species/microcystis-flos-aquae	Microcystis flos-aquae	146560
https://norcca.scrol.net/species/merismopedia-sp	Merismopedia	146545
https://norcca.scrol.net/species/anabaena-austro-africana	Anabaena austro-africana	656249
https://norcca.scrol.net/species/dichothrix-sp	Dichothrix?	600867
https://norcca.scrol.net/species/leptolyngbya-foveolara	Leptolyngbya foveolara	450029
https://norcca.scrol.net/species/woronichinia-naegeliana	Woronichinia naegeliana	146618
https://norcca.scrol.net/species/planktothrix-sp	Planktothrix	146551
https://norcca.scrol.net/species/chamaesiphon-sp	Chamaesiphon	204228
https://norcca.scrol.net/species/hapalosiphon-intricatus	Hapalosiphon intricatus	609549
https://norcca.scrol.net/species/nostoc-pruniforme	Nostoc pruniforme	610164
https://norcca.scrol.net/species/anabaena-planctonica	Anabaena planctonica	625407
https://norcca.scrol.net/species/cuspidothrix-issatschenkoi	Cuspidothrix issatschenkoi	621617
https://norcca.scrol.net/species/chrysosporum-bergii	Chrysosporum bergii	837529
https://norcca.scrol.net/species/anabaenopsis-elenkinii	Anabaenopsis elenkinii	345457
https://norcca.scrol.net/species/dolichospermum-sigmoideum	Dolichospermum sigmoideum	625408
https://norcca.scrol.net/species/desmonostoc-muscorum	Desmonostoc muscorum	839172
https://norcca.scrol.net/species/pseudoscourfieldia-marina	Pseudoscourfieldia marina	134566
https://norcca.scrol.net/species/diacronema-ennorea	Diacronema ennorea	699620
https://norcca.scrol.net/species/haptolina-hirta	Haptolina hirta	699623
https://norcca.scrol.net/species/haptolina-cf-herdlensis	Haptolina cf. herdlensis	624978
https://norcca.scrol.net/species/chrysochromulina-rotalis	Chrysochromulina rotalis	619010
https://norcca.scrol.net/species/chrysochromulina-throndsenii	Chrysochromulina throndsenii	619023
https://norcca.scrol.net/species/tetraselmis-wettsteinii	Tetraselmis wettsteinii	376358
https://norcca.scrol.net/species/diacronema-lutheri	Diacronema lutheri	590558
https://norcca.scrol.net/species/chrysotila-pseudoroscoffensis	Chrysotila pseudoroscoffensis	837014
https://norcca.scrol.net/species/prymnesium-palpebrale	Prymnesium palpebrale	624967
https://norcca.scrol.net/species/pelagodinium-bei	Pelagodinium bei	838272
https://norcca.scrol.net/species/micromonas-sp	Micromonas	134533
https://norcca.scrol.net/species/attheya-sp	Attheya	160519
https://norcca.scrol.net/species/ruttnera-lamellosa	Ruttnera lamellosa	836862
https://norcca.scrol.net/species/skeletonema-japonicum	Skeletonema japonicum	376666
https://norcca.scrol.net/species/detonula-sp	Detonula	149285
https://norcca.scrol.net/species/chaetoceros-neogracilis	Chaetoceros neogracilis	178207
https://norcca.scrol.net/species/corethron-sp	Corethron	149109
https://norcca.scrol.net/species/halosphaera-sp	Halosphaera	134528
https://norcca.scrol.net/species/chaetoceros-cf-neogracilis	Chaetoceros cf. neogracilis	178207
https://norcca.scrol.net/species/chaetoceros-cf-debilis	Chaetoceros cf. debilis	149219
https://norcca.scrol.net/species/chaetoceros-cf-brevis	Chaetoceros cf. brevis	149291
https://norcca.scrol.net/species/nitzschia-longissima-cylindrotheca-closterium	Nitzschia longissima / Cylindrotheca closterium	149150
https://norcca.scrol.net/species/shionodiscus-bioculatus	Shionodiscus bioculatus	841633
https://norcca.scrol.net/species/pseudo-nitzschia-cf-turgidula	Pseudo-nitzschia cf. turgidula	246609
https://norcca.scrol.net/species/arcocellulus-cornucervis	Arcocellulus cornucervis	464322
https://norcca.scrol.net/species/pelagococcus-subviridis	Pelagococcus subviridis	375971
https://norcca.scrol.net/species/biecheleria-cincta	Biecheleria cincta	840029
https://norcca.scrol.net/species/cylindrotheca-closterium	Cylindrotheca closterium	149004
https://norcca.scrol.net/species/thalassiosira-nordenskioeldii	Thalassiosira nordenskioeldii	148931
https://norcca.scrol.net/species/eucampia-groenlandica	Eucampia groenlandica	157430
https://norcca.scrol.net/species/rhodomonas-sp	Rhodomonas	106289
https://norcca.scrol.net/species/micromonas-sp-0	Micromonas	134533
https://norcca.scrol.net/species/neodenticula-seminae	Neodenticula seminae	196813
https://norcca.scrol.net/species/bacterosira-sp	Bacterosira	162923
https://norcca.scrol.net/species/chaetoceros-cinctus	Chaetoceros cinctus	149622
https://norcca.scrol.net/species/pedinellaceae-sp	Pedinellaceae	160598
https://norcca.scrol.net/species/nitzschia-sp	Nitzschia	149045
https://norcca.scrol.net/species/thalassiosira-hispida	Thalassiosira hispida	625490
