AphiaID	scientific_name	dyntaxa_id
149498	Gyrosigma scalproides	237646
149503	Pleurosigma elongatum	237653
149509	Pleurosigma salinarum	237655
149515	Plagiotropidaceae	2003191
149516	Plagiotropis	1010451
149517	Plagiotropis lepidoptera	237632
149518	Tropidoneis	1010433
149520	Auriculaceae	2003206
149521	Auricula	1010485
149524	Amphora ovalis	237930
149537	Cymbellaceae	2003202
149538	Cymbella	1010477
149540	Cymbella ehrenbergii	237841
149541	Encyonema	1010476
149542	Encyonema prostratum	237831
149547	Cymbella affinis	237833
149548	Cymbella cymbiformis	237840
149549	Cymbella cistula	237838
149551	Cymbella aspera	237836
149552	Gomphonemataceae	2003203
149553	Gomphonema	1010479
149554	Gomphonema acuminatum	6319546
149556	Gomphonema augur	262737
149557	Gomphonema parvulum	262781
149558	Gomphonema angustatum	237860
149560	Gomphonema gracile	237865
149563	Epithemia zebra	256777
149564	Epithemia sorex	237884
149565	Rhopalodia	1010483
149566	Rhopalodia gibba	237877
149568	Rhopalodia gibberula	237878
149569	Rhopalodia musculus	237879
149570	Cylindrotheca gracilis	237762
149571	Hantzschia	1010463
149572	Hantzschia amphioxys	237757
149574	Hantzschia virgata	237759
149583	Nitzschia dubia	237718
149586	Nitzschia commutata	237716
149588	Nitzschia socialis	237749
149591	Nitzschia angularis	237712
149592	Nitzschia spathulata	237750
149594	Nitzschia linearis	237733
149595	Nitzschia recta	237744
149596	Nitzschia vitrea	237756
149598	Nitzschia amphibia	237711
149599	Nitzschia fonticola	262985
149600	Nitzschia pseudofonticola	263031
149601	Nitzschia palea	263022
149602	Nitzschia fruticosa	262989
149604	Nitzschia sigmoidea	237748
149605	Nitzschia fasciculata	237720
149606	Nitzschia parvula	263029
149607	Nitzschia obtusa	237738
149608	Nitzschia filiformis	262982
149610	Nitzschia closterium	237761
149611	Surirella biseriata	237893
149614	Surirella striatula	237908
149616	Campylodiscus	1010490
149618	Asterionellopsis kariana	237985
149619	Cerataulina pelagica	237370
149620	Licmophorales	3000609
149622	Chaetoceros cinctus	237307
149623	Chaetoceros contortus	237312
149624	Chaetoceros furcellatus	237327
149629	Rhizosolenia styliformis	237472
149630	Stephanopyxis	1010410
149631	Stephanopyxis turris	237448
149642	Amphipleuraceae	2003180
149647	Detonula pumila	237213
149648	Aulacoseira islandica	237397
149650	Azpeitia	1010404
149651	Azpeitia nodulifera	237428
149652	Stellarima	1010401
149653	Stellarima stellaris	237406
149659	Entomoneidaceae	2003371
1501242	Albuginaceae	2003680
150201	Codonellidae	2003097
150203	Codonella	1010543
150206	Metacylididae	2003258
150208	Coxliella	1010655
153501	Salpingoeca frequentissima	238142
1535061	Bicosoeca mitra var. suecica	257778
1535223	Lepidochromonas butcheri	237061
1535238	Lepidochromonas subquadrangularis	237075
155554	Cryptomonas ovata	238032
155555	Cryptomonas erosa	238030
155560	Diplopsalopsis bomba	238234
156078	Ulva clathrata	232795
156093	Feldmannia globifera	232668
156201	Leptolyngbya terebrans	263580
156253	Myrionema foecundum	232704
156254	Myrionema magnusii	232697
156349	Phormidium chalybeum	236756
156367	Pseudendoclonium dynamenae	6328936
156368	Pseudendoclonium fucicola	232771
156505	Phalacroma rotundatum	263295
156509	Ceratium arcticum	238294
156511	Ceratium hirundinella	238303
156533	Achnanthes longipes	237778
156548	Pseudo-nitzschia pseudodelicatissima	237683
156555	Eunotia incisa	262615
156557	Eunotia pectinalis	237947
156558	Diploneis elliptica	237519
156569	Gyrosigma obscurum	237644
156586	Pleurosigma strigosum	237656
156598	Entomoneis	1012310
156607	Chaetoceros concavicornis	237310
156609	Chaetoceros constrictus	237311
156611	Chaetoceros convolutus	237313
156613	Chaetoceros ingolfianus	237331
156617	Chaetoceros lorenzianus	237334
156619	Chaetoceros perpusillus	237340
156621	Chaetoceros subtilis	237348
156623	Chaetoceros tenuissimus	237349
156629	Coscinodiscus marginatus	237418
156632	Coscinodiscus wailesii	237425
156636	Melosira lineata	237440
156642	Proboscia eumorpha	237450
156651	Cyclotella operculata	256800
156689	Porosira glacialis	237247
156690	Thalassiosira baltica	237254
156691	Thalassiosira oestrupii	237280
156692	Nodularia	1010274
156943	Brebissonia	1010475
156946	Frustulia	1010434
156948	Frustulia vulgaris	237493
156953	Berkeleya	1010438
156955	Berkeleya rutilans	237503
157050	Mastogloiales	3000602
157051	Mastogloiaceae	2003200
157052	Mastogloia	1010471
157053	Mastogloia smithii	237812
157058	Brachysiraceae	2003182
157059	Tabularia	1010518
157061	Tabularia fasciculata	237996
157062	Licmophora abbreviata	237958
157067	Brachysira	1010439
157068	Brachysira vitrea	237506
157069	Gyrosigma tenuissimum	237650
157070	Rhabdonematales	3000610
157071	Rhabdonemataceae	2003213
157072	Rhabdonema	1010498
157076	Rhabdonema arcuatum	237966
157077	Sellaphoraceae	2003194
157078	Sellaphora	1010455
157079	Sellaphora pupula	237660
157080	Tabellaria flocculosa	237978
157081	Thalassiothrix	1010495
157083	Thalassiothrix longissima	237953
157084	Lyngbya aestuarii	236739
157086	Pleurocapsa fuliginosa	263463
157128	Chaetopeltidaceae	2003007
157186	Pylaiella	1008517
157188	Pylaiella littoralis	232711
157237	Ochromonadales	3000566
157239	Dinobryaceae	2003890
157240	Dinobryon	1010313
157242	Dinobryon bavaricum	237039
157246	Dinobryon cylindricum	237042
157248	Dinobryon divergens	237043
157250	Dinobryon pediforme	237046
157252	Dinobryon sertularia	237047
157254	Dinobryon sociale	237048
157256	Dictyochales	3000573
157257	Dictyochaceae	2003145
157258	Dictyocha	1010352
157428	Entomoneis alata	237494
157430	Eucampia groenlandica	237366
157431	Chaetoceros diversus	237325
157433	Actinocyclus normanii f. subsalsus	248670
157438	Helicotheca	1010428
157440	Helicotheca tamesis	237486
157453	Urosolenia	1010416
157455	Urosolenia eriensis	237463
157458	Fragilaria striatula	238019
157463	Dictyocha fibula	237176
157466	Sarcinochrysidales	3000575
1578807	Phacus caudatus	257720
160513	Pyramimonas longicauda	238965
160518	Attheyaceae	2003156
160519	Attheya	1010378
160520	Attheya decora	237293
160521	Chaetoceros eibenii	237326
160523	Chaetoceros lauderi	237333
160524	Chaetoceros wighamii	237353
160525	Anaulales	3000583
160526	Anaulaceae	2003159
160528	Pseudo-nitzschia pungens	237684
160537	Melosira arctica	237438
160538	Phaeocystis globosa	237016
160541	Scenedesmaceae	2003290
160542	Actinastrum	1010757
160543	Actinastrum hantzschii	238839
160546	Chromulinaceae	2003599
160548	Calycomonas	1010317
160550	Coelastrum	1010744
160551	Coelastrum astroideum	238791
160552	Dinobryon balticum	237038
160553	Dinobryon faculiferum	237044
160560	Hydrodictyaceae	2003286
160561	Pediastrum	6034742
160563	Prymnesium	1010299
160564	Prymnesium parvum	237007
160566	Nodularia spumigena	236926
160567	Aphanizomenon	1010276
160568	Coelomoron	1010262
160569	Coelomoron pusillum	263411
160570	Synechococcaceae	2003848
160572	Synechococcus	1015936
160573	Trebouxiophyceae	4000179
160574	Chlorellales	3000640
160575	Chlorellaceae	2003302
160576	Chlorella	1010799
160581	Raphidophyceae	4000158
160582	Chattonellales	3000569
160583	Chattonellaceae	2003138
160584	Heterosigma	1010334
160585	Heterosigma akashiwo	237136
160586	Microthamniales	3000828
160588	Koliella	1010704
160589	Oocystaceae	2003936
160590	Monoraphidium	1016310
160591	Monoraphidium contortum	263741
160592	Monoraphidium convolutum	238755
160594	Pachysphaera	1010812
160595	Pterosperma	1010806
160597	Pedinellales	3000572
160598	Pedinellaceae	2003144
160599	Pseudopedinella	1010347
160600	Pseudopedinella pyriformis	237165
160602	Scenedesmus	6034741
160635	Achnanthes latissima	237775
160648	Actinocyclus octonarius var. crassus	248669
160650	Actinocyclus octonarius var. tenellus	245175
160653	Amphipleura	1010436
160682	Amphora bacillaris	237921
160703	Amphora laevissima	262416
160704	Amphora lineolata	237927
160725	Amphora robusta	237934
161535	Anaulus	1010382
162250	Asterolamprales	3000586
162251	Asterolampraceae	2003164
162254	Asteromphalus	1010396
162258	Asteromphalus heptactis	237389
162259	Asteromphalus hookeri	237390
162271	Auricula complexa	237886
162276	Auricula decipiens	237887
162282	Auricula minuta	237889
162385	Arthrospira	1010233
162515	Pronoctilucaceae	2003931
162518	Corymbellus	1010301
162519	Corymbellus aureus	237010
162525	Cladophora rivularis	251419
162529	Gymnodinium arcticum	238325
162534	Gymnodinium cnecoides	257871
162545	Urospora bangioides	232846
162588	Phycocelis	1008511
162667	Aphanocapsa grevillei	236836
162668	Aphanocapsa incerta	6009059
162671	Aphanocapsa parasitica	236840
162672	Aphanocapsa planctonica	236841
162673	Aphanocapsa reinboldii	263407
162675	Aphanocapsa rivularis	236843
162683	Aphanothece castagnei	236795
162688	Aphanothece microscopica	236797
162690	Aphanothece saxicola	236799
162693	Zygnematales	3000403
162694	Aphanothece stagnina	236801
162698	Chroococcus cohaerens	236805
162699	Chroococcus cumulatus	236806
162704	Chroococcus distans	236808
162714	Chroococcus minimus	236811
162715	Planctonema	1010797
162717	Stigeoclonium	1008556
162718	Desmococcus	1015608
162719	Desmococcus olivaceus	259648
162724	Desmidiaceae	2003281
162725	Closterium	1010716
162726	Closterium acutum	238697
162727	Closterium parvulum	238709
162728	Staurastrum	1010714
162729	Staurastrum longipes	256960
162730	Staurastrum paradoxum	238688
162734	Phacotaceae	2003298
162739	Ollicola	1010317
162740	Ollicola vangoorii	237058
162741	Pseudokephyrion	1015260
162749	Protoperidinium cerasus	238245
162752	Acanthocerataceae	2003157
162766	Actinocyclus normanii f. normanii	248671
162770	Actinocyclus octonarius var. octonarius	248668
162778	Euglena variabilis	238603
162794	Coscinodiscus subsalsus	248670
162802	Cyathomonadaceae	2003569
162814	Laminariocolax aecidioides	232678
162822	Anaulus balticus	237359
162823	Attheya septentrionalis	237295
162837	Aulacoseira alpigena	237392
162846	Aulacoseira crenulata	237398
162864	Aulacoseira granulata var. granulata	248666
162865	Aulacoseira granulata var. angustissima	245178
162867	Aulacoseira islandica subsp. islandica	248664
162869	Aulacoseira islandica subsp. helvetica	248665
162877	Aulacoseira italica	237398
162879	Aulacoseira lirata	237399
162903	Aulacoseira subarctica	237400
162906	Aulacoseira valida	237401
162911	Auliscus pruinosus	237385
162912	Auliscus reticulatus	237386
162916	Bacteriastrum elongatum	237296
162923	Bacterosira	1010372
162924	Polyblepharidaceae	2003940
162927	Bacterosira bathyomphala	237246
162934	Tetrastrum	1010751
162935	Tetrastrum staurogeniaeforme	238826
162940	Biddulphia obtusa	237208
162941	Staurastrum alternans	256926
162943	Stigeoclonium amoenum	262096
162947	Peronosporales	3000707
162952	Biddulphia biddulphiana	6017921
162953	Biddulphia subaequa	237210
162955	Pythiaceae	2003682
162981	Cyathomonas	1015228
162983	Denticella turgida	237382
162998	Chaetoceros anastomosans var. externa	248663
163001	Chaetoceros baculites	237302
163013	Chaetoceros calcitrans	237305
163016	Chaetoceros ceratosporus var. ceratosporus	248662
163019	Chaetoceros circinalis	237308
163026	Chaetoceros coronatus	237314
163048	Chaetoceros didymus var. didymus	248660
163049	Chaetoceros didymus var. anglica	248661
163054	Chaetoceros didymus var. protuberans	248659
163055	Chaetoceros protuberans	248659
163056	Chaetoceros difficilis	237324
163063	Chaetoceros holsaticus	237329
163089	Chaetoceros minimus	237335
163094	Imantonia	1010303
163098	Chaetoceros muelleri	237337
163100	Monoraphidium komarkovae	238758
163101	Monoraphidium minutum	238759
163102	Coccomyxaceae	2003285
163106	Chaetoceros paulsenii	237338
163108	Kirchneriella	1010731
163110	Raphidocelis	1010739
163112	Chaetoceros radicans	237343
163118	Chaetoceros seiracanthus	237344
163120	Spondylomoraceae	2003644
163124	Chaetoceros socialis f. socialis	6018294
163125	Scenedesmus ellipticus	238815
163126	Chaetoceros socialis f. radians	6018294
163127	Euglena sanguinea	259746
163131	Chaetoceros subtilis var. subtilis	248657
163137	Chaetoceros throndsenii	237351
163150	Chaetoceros throndsenii var. throndsenii	248656
163161	Chaetoceros tortissimus	237352
163181	Colepidae	2003267
163188	Eupodiscus jonesianus	237417
163189	Coscinodiscus obscurus	237419
163191	Coscinodiscus subbulliens	237424
163195	Cyclotella antiqua	237227
163196	Cyclotella caspia	237229
163197	Cyclotella hakanssoniae	237229
163199	Cyclotella comensis	237230
163202	Cyclotella distinguenda	237231
163207	Cyclotella kuetzingiana var. radiosa	256801
163211	Cyclotella ocellata	237235
163213	Cyclotella planctonica	237236
163217	Cyclotella schumannii	237239
163219	Cyclotella socialis	237240
163223	Cyclotella wulfiae	237243
163233	Dimeregramma	1010388
163234	Dimeregramma minor	237371
163235	Denticula	1016152
163239	Ellerbeckia	1010399
163240	Ellerbeckia arenaria	237403
163241	Guinardia cylindrus	237454
163246	Euglena viridis	238604
163247	Trachelomonas	1010666
163248	Hemiaulus	1010385
163249	Hemiaulus hauckii	237362
163250	Hemiaulus sinensis	237363
163257	Isthmia	1010364
163259	Isthmia enervis	237205
163260	Isthmia nervosa	237206
163276	Melosira octogona	237443
163277	Melosira undulata	262847
163279	Trachelomonas abrupta	257733
163295	Orthoseirales	3000590
163296	Orthoseiraceae	2003175
163297	Orthoseira	1010418
163299	Orthoseira roseana	237473
163306	Euglena texta	238593
163316	Euglena geniculata	257705
163321	Pleurosira	1010392
163322	Pleurosira laevis	237383
163325	Ralfsiales	3000324
163329	Pleurosira laevis f. polymorpha	262087
163330	Podosira montagnei	237436
163337	Psammodiscus	1010499
163338	Psammodiscus nitidus	237968
163339	Phacus	1010668
163342	Pseudosolenia	1010413
163344	Pseudosolenia calcar-avis	237453
163353	Phacus curvicauda	238586
163354	Phacus pleuronectes	238588
163356	Phacus tortus	238590
163359	Phacus acuminatus	257718
163362	Phacus alatus	257719
163373	Phacus helikoides	257723
163375	Phacus longicauda	238587
163383	Phacus skujae	257725
163386	Phacus orbicularis	257724
163390	Skeletonema potamos	237216
163394	Stellarima microtrias	237405
163401	Lepocinclis	1010669
163402	Stephanodiscus alpinus	237219
163403	Stephanodiscus binderanus	257386
163404	Trachelomonas volvocina	238584
163408	Lepocinclis ovum	238591
163410	Trachelomonas oblonga	257749
163411	Trachelomonas volvocinopsis	257759
163412	Trachelomonas hispida	238582
163413	Trachelomonas armata	238581
163415	Trachelomonas obovata	257750
163418	Strombomonas	1010667
163421	Strombomonas verrucosa	257731
163423	Strombomonas deflandrei	238585
163424	Stephanodiscus hantzschii f. tenuis	262405
163426	Strombomonas tambowika	257730
163427	Stephanodiscus minutulus	237222
163429	Protoperidinium deficiens	238255
163433	Stephanodiscus neoastraea	237223
163435	Stephanodiscus rotula	257391
163437	Stephanodiscus subtilis	237226
163447	Tetraselmis suecica	238996
163455	Euglena pisciformis	257709
163457	Euglena hemichromata	238597
163460	Euglena gracilis	257706
163465	Euglena granulata	257710
163474	Kephyrion	1010316
163476	Micractiniaceae	2003287
163477	Thalassiosira baltica var. fluviatilis	256807
163478	Micractinium	1010726
163479	Micractinium pusillum	238732
163487	Thalassiosira guillardii	237265
163489	Ankistrodesmus	1010801
163490	Ankistrodesmus falcatus	238937
163491	Thalassiosira hyperborea	237268
163493	Coscinodiscus lacustris	256786
163494	Thalassiosira lacustris	237271
163499	Thalassiosira hyperborea var. pelagica	248615
163513	Thalassiosira weissflogii	237290
163520	Urosolenia longiseta	237464
163522	Rhizosolenia longiseta	237464
163523	Achnanthes bottnica	262819
163530	Achnanthidiaceae	2003878
163531	Achnanthidium	1016137
163533	Karayevia	1016166
163534	Karayevia clevei	237766
163540	Planothidium	1016139
163578	Planothidium dubium	263011
163580	Achnanthes minuscula	237779
163582	Achnanthes minutissima	6012092
163594	Achnanthidium minutissimum	6012092
163617	Didiniidae	6009240
163623	Pauliella	1010432
163624	Pauliella taeniata	237490
163626	Achnanthes thermalis	237790
163633	Amphipleura pellucida	237500
163636	Amphiprora costata	237495
163645	Entomoneis ornata	262580
163646	Entomoneis paludosa	237498
163647	Amphiprora paludosa var. paludosa	248667
163650	Amphiprora pseudoduplex	237499
163655	Amphora commutata	237923
163656	Amphora copulata	237924
163665	Amphora delicatissima	237925
163669	Amphora micrometra	237928
163670	Amphora normanii	237929
163673	Amphora pediculus	6008148
163676	Amphora perpusilla	237932
163680	Lyrellales	3000601
163681	Aneumastus	1010470
163682	Aneumastus tusculus	237806
163701	Ardissoneales	6053489
163702	Ardissoneaceae	2003748
163703	Ardissonea	1014021
163712	Synedra fulgens	238661
1637127	Dolichospermum flos-aquae	236908
163723	Auricula hoffmannii	237888
163735	Bleakeleya	1010510
163736	Bleakeleya notata	237983
163747	Tetraselmis convolutae	238990
163748	Brachysira serians	237505
163765	Brebissonia lanceolata	237822
163777	Caloneis crassa	237536
163780	Tintinnopsis	1009936
163782	Tintinnopsis beroidea	238545
163783	Caloneis molaris	237537
163787	Caloneis permagna	237538
163790	Caloneis schumanniana	237539
163791	Astasia	1010671
163804	Tintinnopsis nana	6009252
163807	Caloneis subsalina	237541
163814	Campylodiscus bicostatus	237915
163816	Campylodiscus clypeus	237916
163821	Campylodiscus echeneis	237917
163822	Campylodiscus hibernicus	237918
163823	Campylodiscus noricus	237919
163826	Gyrodinium aureum	263258
163831	Catacombas	1010518
163834	Catacombas gaillonii	237982
163838	Catenula	1010491
163839	Catenula adhaerens	237920
163842	Cavinulaceae	2003183
163844	Cavinula	1010440
163847	Cavinula cocconeiformis	262445
163850	Cavinula lacustris	237508
163852	Cavinula pseudoscutiformis	237509
163854	Cavinula variostriata	237510
163856	Cocconeis costata	237791
163859	Cocconeis disculus	237792
163862	Protoperidinium claudicans	238246
163863	Cocconeis neodiminuta	237793
163868	Cocconeis neothumensis	237794
163872	Cocconeis pinnata	237796
163873	Cocconeis placentula var. placentula	248653
163880	Cocconeis scutellum var. scutellum	245181
163883	Cocconeis scutellum var. parva	262464
163885	Cocconeis stauroneiformis	237799
163889	Cosmioneidaceae	2003184
163890	Cosmioneis	1010441
163891	Cosmioneis lundstroemii	237511
163894	Cosmioneis pusilla	237512
163896	Lepocinclis fusiformis	257712
163898	Lepocinclis steinii	238592
163902	Craticula	1010458
163903	Craticula ambigua	237673
163907	Craticula cuspidata	237674
163908	Frustulia cuspidata	262324
163909	Craticula halophila	237675
163913	Tintinnopsis campanula	238546
163915	Tintinnopsis acuminata	238543
163918	Tintinnopsis lata	238550
163919	Tintinnopsis lobiancoi	235144
163922	Ctenophora pulchella	262474
163934	Protoperidinium curvipes	238252
163940	Cymatopleura elliptica	262481
163942	Cymatopleura elliptica var. elliptica	237913
163943	Cymatopleura elliptica var. hibernica	256779
163944	Centritractaceae	2003622
163946	Centritractus	1015266
163948	Centritractus dubius	263169
163950	Characiopsidaceae	2003621
163955	Cymbella parva	262495
163957	Cymbella amphioxys	237835
163965	Cymbella cuspidata	237839
163966	Cymbella estonica	237842
163968	Nannochloris	1010722
163973	Cymbella helvetica	237845
163974	Cymbella hustedtii	237846
163975	Coelastrum microporum	238794
163982	Cymbella obtusiuscula	237851
163984	Cymbella pusilla	237852
163985	Cymbella reinhardtii	237853
163986	Cymbella rupicola	237854
163987	Cymbella tumida	237855
163989	Cymbella tumidula	237856
163990	Diatoma constricta	238021
163992	Diatoma ehrenbergii	238022
163995	Diatoma hyemalis	238023
163997	Diatoma mesodon	238024
164000	Diatoma moniliformis	238025
164021	Didymosphenia	1010480
164022	Didymosphenia geminata	237871
164029	Diploneis domblittensis	237518
164034	Diploneis finnica	237520
164046	Diploneis mauleri	237522
164048	Diploneis oblongella	237523
164053	Pyrocystis lunula	238452
164057	Diploneis papula	237526
164060	Pediastrum integrum	238726
164061	Pediastrum duplex	257419
164063	Coelastrum sphaericum	238796
164070	Kirchneriella obesa	238744
164075	Kirchneriella lunaris	238743
164076	Scenedesmus arcuatus	238812
164080	Micractinium quadrisetum	238733
164085	Diploneis stroemii	237529
164088	Encyonema elginense	262545
164090	Schizochlamys	1010794
164091	Schizochlamys gelatinosa	238923
164093	Golenkinia	1010725
164095	Golenkinia radiata	238731
164096	Characiaceae	2003284
164098	Encyonema hyndmanii	237826
164099	Encyonema lacustre	237827
164116	Odontella mobiliensis	237376
164139	Hyphochytriales	3000698
1703	Strombidiidae	2003925
172146	Haliphthoraceae	2003684
172153	Ectrogellaceae	2003674
172169	Saprolegniaceae	2003685
172187	Olpidiopsidaceae	2003679
172189	Sirolpidiaceae	2003677
172231	Leptomitales	3000702
172232	Leptomitaceae	2003672
172236	Pythiales	3000708
172254	Olpidiopsidales	3000706
172255	Myzocytiopsidales	3000703
172256	Pontismataceae	6322521
172264	Eutreptiella hirudoidea	238577
172265	Encyonema minutum	237828
172267	Encyonema norvegica	237829
172269	Encyonema perpusillum	237830
172272	Monema prostratum	237831
172273	Encyonema silesiacum	262564
172276	Epithemia adnata	237880
172280	Epithemia argus	237881
172282	Epithemia frickei	237882
172292	Epithemia turgida var. turgida	237885
172293	Epithemia turgida var. granulata	262584
172298	Epithemia turgida var. westermannii	262585
172305	Eunotia bilunaris	6008141
172311	Eunotia bilunaris var. bilunaris	237938
172312	Eunotia bilunaris var. mucophila	262594
172314	Eunotia diodon	237939
172315	Eunotia elegans	262602
172322	Eunotia faba	237941
172332	Eunotia fallax	237942
172333	Eunotia gracilis	263231
172335	Eunotia valida	262659
172337	Eunotia implicata	237944
172341	Uronema marinum	238880
172344	Eunotia veneris	262661
172345	Eunotia minor	237946
172350	Eunotia praerupta	237948
172355	Eunotia septentrionalis	237949
172356	Eunotia serra	262647
172357	Eunotia robusta	256775
172361	Eunotia tetraodon	262655
172369	Eunotia tenella	237951
172371	Eunotia zasuminensis	257394
172375	Fallacia	1010456
172376	Fallacia cryptolyra	237662
172380	Fallacia pygmaea	237663
172385	Fragilaria capucina var. capucina	248644
172387	Fragilaria gracilis	262682
172394	Fragilaria mesolepta	262684
172397	Fragilaria heidenii	238015
172400	Fragilaria hyalina	238016
172402	Fragilaria istvanffyi	238017
172406	Exilaria vaucheriae	238020
172408	Fragilaria capucina var. vaucheriae	238020
172409	Fragilariforma	1010517
172411	Fragilariforma virescens	262364
172418	Fragilariopsis cylindrus	237690
172429	Xystonellidae	2003262
172431	Favella	1010642
172434	Helicostomella	1009935
172436	Fragilariopsis oceanica	237691
172438	Metacylis	1010644
172442	Frustulia rhomboides	237492
172447	Frustulia saxonica	262703
172460	Protoperidinium diabolum	238258
172461	Gomphonema brebissonii	262742
172463	Gomphonema coronatum	256770
172469	Pteromonas	1010786
172470	Gomphonema affine	237859
172471	Pteromonas angulosa	257553
172500	Gomphonema apicatum	237861
172501	Gomphonema bohemicum	237863
172502	Gomphonemopsis	1010481
172503	Gomphonemopsis exigua	262753
172506	Gomphonemopsis pseudexigua	237873
172519	Gyrosigma diaphanum	237637
172522	Gyrosigma eximium	237639
172561	Gyrosigma hippocampus	237641
172588	Haslea crucigera	237532
172602	Licmophora communis	237959
172607	Licmophora debilis	237960
172609	Licmophora ehrenbergii	237961
172614	Licmophora gracilis var. gracilis	248639
172634	Licmophora juergensii	237963
172635	Licmophora oedipus	237964
172643	Diadesmidaceae	2003185
172644	Luticola	1010442
172645	Luticola mutica	237513
172649	Luticola nivalis	237514
172675	Navicula amphibola	237543
172705	Navicula compositestriata	237551
172711	Navicula cryptotenella	237555
172725	Navicula peregrina var. peregrina	248634
172731	Navicula perminuta	237584
172795	Navicula duerrenbergiana	237559
172796	Navicula erifuga	237560
172797	Navicula granii	237563
172799	Navicula gregaria	237564
172800	Navicula gottlandica	262336
172802	Navicula jentzschii	237566
172803	Navicula kotschyi	237567
172821	Navicula laterostrata	237571
172822	Navicula lesmonensis	237572
172824	Navicula lucidula	237573
172826	Navicula meniscus	237575
172827	Navicula microcephala	237576
172833	Navicula oblonga	237579
172836	Navicula pelagica	237581
172845	Navicula phyllepta	237585
172848	Navicula platystoma	237586
172850	Navicula pseudotuscula	237588
172855	Navicula scutelloides	237594
17329	Prasinophyceae	4000181
17330	Pyramimonadales	3000643
175308	Navicula striolata	237597
175319	Navicula transitans var. transitans	248633
175320	Navicula transitans var. derasa	249403
175321	Navicula transitans var. derasa f. delicatula	249404
175326	Navicula vanhoeffenii	237601
175328	Navicula veneta	237603
175334	Navicula viridula var. viridula	248632
175335	Navicula viridula var. rostellata	262911
175338	Navicula vitabunda	262933
175340	Navicula vulpina	237607
175341	Neidiaceae	2003188
175342	Neidium	1010448
175346	Neidium affine	237608
175347	Neidium binodis	237609
175353	Neidium dubium	237610
175359	Neidium iridis	237611
175364	Neidium productum	237612
175367	Neosynedra	1010508
175369	Neosynedra provincialis	237981
175373	Nitzschia acicularis var. acicularis	248631
175374	Nitzschia acicularis var. closterioides	256764
175377	Nitzschia acula	237710
175380	Nitzschia capitellata	237713
175381	Nitzschia clausii	237714
175382	Nitzschia communis	237715
175386	Nitzschia elegantula	237719
175400	Nitzschia frigida	237723
175404	Nitzschia frustulum	262987
175409	Nitzschia gandersheimiensis	237725
175410	Nitzschia hantzschiana	237727
175417	Nitzschia homburgiensis	237728
175419	Nitzschia hybrida	237729
175420	Nitzschia inconspicua	6021710
175421	Nitzschia intermedia	237731
175422	Nitzschia lacunarum	237732
175425	Nitzschia lorenziana	237735
175427	Nitzschia nana	237737
175430	Nitzschia ovalis	237739
175432	Nitzschia palea var. palea	237740
175433	Nitzschia palea var. debilis	263023
175438	Nitzschia holsatica	6012173
175441	Nitzschia perminuta	237742
175445	Synedra scalaris	237745
175446	Nitzschia scalpelliformis	237746
175454	Nitzschia sublinearis	237751
175455	Nitzschia umbonata	237753
175457	Nitzschia valdestriata	237754
175458	Nitzschia vermicularis	237755
175464	Opephora marina	238009
175467	Opephora mutabilis	6006591
175548	Parlibellus	1010437
175549	Parlibellus plicatus	237501
175553	Parlibellus rhombicus	237502
175558	Petrodictyon	1010486
175560	Petrodictyon gemma	237890
175566	Petroneis	1010468
175568	Petroneis granulata	237800
175573	Petroneis humerosa	237801
175574	Petroneis latissima	237802
175578	Petroneis marina	237803
175581	Phaeodactylaceae	2003189
175582	Phaeodactylum	1010449
175584	Phaeodactylum tricornutum	237613
175586	Pinnularia appendiculata	237614
175609	Pinnularia dactylus	237617
175610	Pinnularia elegans	237618
175618	Pinnularia globiceps	237620
175643	Pinnularia nodosa	237626
175649	Pinnularia polaris	237627
175654	Pinnularia subcapitata	237628
175666	Placoneis	1010474
175671	Placoneis elginensis	237818
175680	Placoneis exigua	237819
175690	Placoneis gastrum	237820
175694	Placoneis placentula	237821
175705	Plagiotropis vanheurckii	237633
175718	Proschkinia	1010454
175721	Proschkinia bulnheimii	237657
175738	Pseudo-nitzschia multiseries	237682
175755	Pseudostaurosira	1010514
175757	Pseudostaurosira brevistriata	262363
175782	Reimeria	1010478
175783	Reimeria sinuata	6000424
175790	Rhabdonema minutum	237967
175794	Rhoicosphenia abbreviata	237874
175804	Rhoicosphenia marina	237875
175807	Rhopalodia acuminata	237876
175869	Sellaphora bacillum	237658
175870	Sellaphora laevissima	237659
175887	Stauroneis halmei	237666
175889	Stauroneis legumen	6006628
175896	Stauroneis prominula	237669
175913	Stauroneis spicula	262889
175921	Staurophora	1010472
175922	Staurophora amphioxys	237813
175924	Staurophora elata	237814
175926	Staurophora salina	237815
175928	Staurosira	1010513
175930	Staurosira construens var. construens	248621
175932	Staurosira construens var. binodis	248623
175949	Staurosirella	1010512
175953	Staurosirella leptostauron	237987
175961	Staurosirella pinnata	237988
175963	Fragilaria pinnata	237988
175974	Stenopterobia	1010488
175977	Stenopterobia curvula	237911
175990	Stenopterobia delicatissima	237912
176002	Surirella angusta	237891
176003	Surirella bifrons	237892
176039	Surirella brebissonii	237894
176053	Surirella brightwellii	237895
176063	Surirella capronii	237896
176069	Surirella didyma	237898
176070	Surirella elegans	237899
176075	Surirella lapponica	237901
176076	Surirella linearis	237902
176078	Surirella minuta	237903
176099	Gomphonema clavatum	237864
176121	Gomphonema grovei	237866
176127	Gomphonema helveticum	237867
