provider	synonym_name	AphiaID
worms	Glenodinium triquetrum	1346683
worms	Heterocapsa triquetra	1346683
worms	Peridinium triquetra	1346683
worms	Peridinium triquetrum	1346683
worms	Properidinium heterocapsa	1346683
worms	Chaetophora elegans	1348616
worms	Rivularia elegans	1348616
worms	Stigeoclonium fastigatum	1348690
worms	Stigeoclonium longipilum	1348690
worms	Dinobryon stokesii	1356478
worms	Hyalobryon stokesii	1356478
worms	Lyngbya aerugineocaerulea	1356531
worms	Lyngbya tenuis var. aerugineocaerulea	1356531
worms	Phormidium aerugineocaeruleum	1356531
worms	Hemidinium ochraceum	1356541
worms	Hemidinium pseudochraceum	1356541
worms	Heminidium montanum	1356541
worms	Astasia aculeata	1358450
worms	Astasia brasiliana	1358450
worms	Astasia depressa	1358450
worms	Astasia jolyi	1358450
worms	Cyclidiopsis acus	1358450
worms	Monallantus salina	1359175
worms	Monallantus salinus	1359175
worms	Nannochloropsis salina	1359175
worms	Glenodinium aciculiferum	1359179
worms	Peridinium aciculiferum	1359179
worms	Peridinium stagnale	1359179
worms	Peridinium umbonatum var. aciculiferum	1359179
worms	Glenodinium penardii	1359182
worms	Peridiniopsis penardii	1359182
worms	Peridinium penardii	1359182
worms	Chara hispida subsp. rudis	1359190
worms	Chara hispida var. major f. rudis	1359190
worms	Chara hispida var. rudis	1359190
worms	Chara major subsp. rudis	1359190
worms	Chara rudis	1359190
