strain_name	species	division	class	habitat	strain_link	species_link	scientific_name	taxon_id	url_slug
NIVA-CYA 6	Pseudanabaena sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-6	https://norcca.scrol.net/species/pseudanabaena-sp	Pseudanabaena	177588	niva-cya-6
NIVA-CYA 60	Tychonema bornetii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-60	https://norcca.scrol.net/species/tychonema-bornetii	Tychonema bornetii	177615	niva-cya-60
NIVA-CYA 601	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	Ferskvann	https://norcca.scrol.net/strain/niva-cya-601	https://norcca.scrol.net/species/planktothrix-prolifica	Planktothrix prolifica	572062	niva-cya-601
NIVA-CYA 602	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	freshwater	https://norcca.scrol.net/strain/niva-cya-602	https://norcca.scrol.net/species/planktothrix-prolifica	Planktothrix prolifica	572062	niva-cya-602
NIVA-CYA 603	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-603	https://norcca.scrol.net/species/planktothrix-prolifica	Planktothrix prolifica	572062	niva-cya-603
NIVA-CYA 604	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-604	https://norcca.scrol.net/species/planktothrix-agardhii	Planktothrix agardhii	146552	niva-cya-604
NIVA-CYA 605	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	Ferskvann	https://norcca.scrol.net/strain/niva-cya-605	https://norcca.scrol.net/species/planktothrix-prolifica	Planktothrix prolifica	572062	niva-cya-605
NIVA-CYA 608	Woronichinia naegeliana	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-608	https://norcca.scrol.net/species/woronichinia-naegeliana	Woronichinia naegeliana	146618	niva-cya-608
NIVA-CYA 61/1	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-611	https://norcca.scrol.net/species/planktothrix-agardhii	Planktothrix agardhii	146552	niva-cya-611
NIVA-CYA 611	Woronichinia naegeliana	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-611-0	https://norcca.scrol.net/species/woronichinia-naegeliana	Woronichinia naegeliana	146618	niva-cya-611-0
NIVA-CYA 612	Woronichinia naegeliana	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-612	https://norcca.scrol.net/species/woronichinia-naegeliana	Woronichinia naegeliana	146618	niva-cya-612
NIVA-CYA 613	Microcystis botrys	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-613	https://norcca.scrol.net/species/microcystis-botrys	Microcystis botrys	578236	niva-cya-613
NIVA-CYA 614	Microcystis botrys	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-614	https://norcca.scrol.net/species/microcystis-botrys	Microcystis botrys	578236	niva-cya-614
NIVA-CYA 615	Planktothrix sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-615	https://norcca.scrol.net/species/planktothrix-sp	Planktothrix	146551	niva-cya-615
NIVA-CYA 616	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-616	https://norcca.scrol.net/species/planktothrix-agardhii	Planktothrix agardhii	146552	niva-cya-616
NIVA-CYA 617	Planktothrix rubescens	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-617	https://norcca.scrol.net/species/planktothrix-rubescens	Planktothrix rubescens	572064	niva-cya-617
NIVA-CYA 619	Planktothrix rubescens	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-619	https://norcca.scrol.net/species/planktothrix-rubescens	Planktothrix rubescens	572064	niva-cya-619
NIVA-CYA 621	Planktothrix rubescens	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-621	https://norcca.scrol.net/species/planktothrix-rubescens	Planktothrix rubescens	572064	niva-cya-621
NIVA-CYA 622	Planktothrix rubescens	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-622	https://norcca.scrol.net/species/planktothrix-rubescens	Planktothrix rubescens	572064	niva-cya-622
NIVA-CYA 623	Planktothrix rubescens	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-623	https://norcca.scrol.net/species/planktothrix-rubescens	Planktothrix rubescens	572064	niva-cya-623
NIVA-CYA 624	Planktothrix rubescens	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-624	https://norcca.scrol.net/species/planktothrix-rubescens	Planktothrix rubescens	572064	niva-cya-624
NIVA-CYA 625	Planktothrix rubescens	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-625	https://norcca.scrol.net/species/planktothrix-rubescens	Planktothrix rubescens	572064	niva-cya-625
NIVA-CYA 626	Aphanizomenon gracile	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-626	https://norcca.scrol.net/species/aphanizomenon-gracile	Aphanizomenon gracile	248100	niva-cya-626
NIVA-CYA 627	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-627	https://norcca.scrol.net/species/planktothrix-agardhii	Planktothrix agardhii	146552	niva-cya-627
NIVA-CYA 628	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-628	https://norcca.scrol.net/species/planktothrix-mougeotii	Planktothrix mougeotii	177583	niva-cya-628
NIVA-CYA 629	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-629	https://norcca.scrol.net/species/planktothrix-mougeotii	Planktothrix mougeotii	177583	niva-cya-629
NIVA-CYA 63	Phormidium sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-63	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-63
NIVA-CYA 630	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-630	https://norcca.scrol.net/species/planktothrix-mougeotii	Planktothrix mougeotii	177583	niva-cya-630
NIVA-CYA 631	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-631	https://norcca.scrol.net/species/planktothrix-mougeotii	Planktothrix mougeotii	177583	niva-cya-631
NIVA-CYA 632	Planktothrix rubescens	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-632	https://norcca.scrol.net/species/planktothrix-rubescens	Planktothrix rubescens	572064	niva-cya-632
NIVA-CYA 633	Planktothrix rubescens	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-633	https://norcca.scrol.net/species/planktothrix-rubescens	Planktothrix rubescens	572064	niva-cya-633
NIVA-CYA 634	Planktothrix rubescens	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-634	https://norcca.scrol.net/species/planktothrix-rubescens	Planktothrix rubescens	572064	niva-cya-634
NIVA-CYA 635	Planktothrix rubescens	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-635	https://norcca.scrol.net/species/planktothrix-rubescens	Planktothrix rubescens	572064	niva-cya-635
NIVA-CYA 636	Planktothrix rubescens	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-636	https://norcca.scrol.net/species/planktothrix-rubescens	Planktothrix rubescens	572064	niva-cya-636
NIVA-CYA 637	Planktothrix rubescens	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-637	https://norcca.scrol.net/species/planktothrix-rubescens	Planktothrix rubescens	572064	niva-cya-637
NIVA-CYA 638	Aphanizomenon cf. klebahnii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-638	https://norcca.scrol.net/species/aphanizomenon-cf-klebahnii	Aphanizomenon cf. klebahnii	625385	niva-cya-638
NIVA-CYA 639	Aphanizomenon cf. klebahnii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-639	https://norcca.scrol.net/species/aphanizomenon-cf-klebahnii	Aphanizomenon cf. klebahnii	625385	niva-cya-639
NIVA-CYA 64/1	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-641	https://norcca.scrol.net/species/planktothrix-agardhii	Planktothrix agardhii	146552	niva-cya-641
NIVA-CYA 64/3	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-643	https://norcca.scrol.net/species/planktothrix-agardhii	Planktothrix agardhii	146552	niva-cya-643
NIVA-CYA 64/4	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-644	https://norcca.scrol.net/species/planktothrix-agardhii	Planktothrix agardhii	146552	niva-cya-644
NIVA-CYA 64/5	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-645	https://norcca.scrol.net/species/planktothrix-agardhii	Planktothrix agardhii	146552	niva-cya-645
NIVA-CYA 64/6	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-646	https://norcca.scrol.net/species/planktothrix-agardhii	Planktothrix agardhii	146552	niva-cya-646
NIVA-CYA 640	Aphanizomenon cf. klebahnii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-640	https://norcca.scrol.net/species/aphanizomenon-cf-klebahnii	Aphanizomenon cf. klebahnii	625385	niva-cya-640
NIVA-CYA 641	Aphanizomenon cf. klebahnii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-641-0	https://norcca.scrol.net/species/aphanizomenon-cf-klebahnii	Aphanizomenon cf. klebahnii	625385	niva-cya-641-0
NIVA-CYA 643	Chamaesiphon sp.	Cyanobacteria	Cyanophyceae	Freshwater river	https://norcca.scrol.net/strain/niva-cya-643-0	https://norcca.scrol.net/species/chamaesiphon-sp	Chamaesiphon	204228	niva-cya-643-0
NIVA-CYA 645	Hapalosiphon intricatus	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-645-0	https://norcca.scrol.net/species/hapalosiphon-intricatus	Hapalosiphon intricatus	609549	niva-cya-645-0
NIVA-CYA 647	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-647	https://norcca.scrol.net/species/planktothrix-agardhii	Planktothrix agardhii	146552	niva-cya-647
NIVA-CYA 648	Nostoc pruniforme	Cyanobacteria	Cyanophyceae	Rocky pool	https://norcca.scrol.net/strain/niva-cya-648	https://norcca.scrol.net/species/nostoc-pruniforme	Nostoc pruniforme	610164	niva-cya-648
NIVA-CYA 649	Anabaena planctonica	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-649	https://norcca.scrol.net/species/anabaena-planctonica	Anabaena planctonica	625407	niva-cya-649
NIVA-CYA 65	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-65	https://norcca.scrol.net/species/planktothrix-mougeotii	Planktothrix mougeotii	177583	niva-cya-65
NIVA-CYA 650	Anabaena planctonica	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-650	https://norcca.scrol.net/species/anabaena-planctonica	Anabaena planctonica	625407	niva-cya-650
NIVA-CYA 651	Anabaena planctonica	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-651	https://norcca.scrol.net/species/anabaena-planctonica	Anabaena planctonica	625407	niva-cya-651
NIVA-CYA 652	Cuspidothrix issatschenkoi	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-652	https://norcca.scrol.net/species/cuspidothrix-issatschenkoi	Cuspidothrix issatschenkoi	621617	niva-cya-652
NIVA-CYA 653	Cuspidothrix issatschenkoi	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-653	https://norcca.scrol.net/species/cuspidothrix-issatschenkoi	Cuspidothrix issatschenkoi	621617	niva-cya-653
NIVA-CYA 654	Cuspidothrix issatschenkoi	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-654	https://norcca.scrol.net/species/cuspidothrix-issatschenkoi	Cuspidothrix issatschenkoi	621617	niva-cya-654
NIVA-CYA 655	Aphanizomenon gracile	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-655	https://norcca.scrol.net/species/aphanizomenon-gracile	Aphanizomenon gracile	248100	niva-cya-655
NIVA-CYA 657	Aphanizomenon gracile	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-657	https://norcca.scrol.net/species/aphanizomenon-gracile	Aphanizomenon gracile	248100	niva-cya-657
NIVA-CYA 658	Aphanizomenon gracile	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-658	https://norcca.scrol.net/species/aphanizomenon-gracile	Aphanizomenon gracile	248100	niva-cya-658
NIVA-CYA 659	Anabaena planctonica	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-659	https://norcca.scrol.net/species/anabaena-planctonica	Anabaena planctonica	625407	niva-cya-659
NIVA-CYA 66	Anabaena planctonica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-66	https://norcca.scrol.net/species/anabaena-planctonica	Anabaena planctonica	625407	niva-cya-66
NIVA-CYA 660	Aphanizomenon gracile	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-660	https://norcca.scrol.net/species/aphanizomenon-gracile	Aphanizomenon gracile	248100	niva-cya-660
NIVA-CYA 662	Aphanizomenon gracile	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-662	https://norcca.scrol.net/species/aphanizomenon-gracile	Aphanizomenon gracile	248100	niva-cya-662
NIVA-CYA 663	Anabaena planctonica	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-663	https://norcca.scrol.net/species/anabaena-planctonica	Anabaena planctonica	625407	niva-cya-663
NIVA-CYA 664	Aphanizomenon gracile	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-664	https://norcca.scrol.net/species/aphanizomenon-gracile	Aphanizomenon gracile	248100	niva-cya-664
NIVA-CYA 665	Anabaena planctonica	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-665	https://norcca.scrol.net/species/anabaena-planctonica	Anabaena planctonica	625407	niva-cya-665
NIVA-CYA 666	Aphanizomenon gracile	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-666	https://norcca.scrol.net/species/aphanizomenon-gracile	Aphanizomenon gracile	248100	niva-cya-666
NIVA-CYA 667	Anabaena planctonica	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-667	https://norcca.scrol.net/species/anabaena-planctonica	Anabaena planctonica	625407	niva-cya-667
NIVA-CYA 67	Phormidium sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-67	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-67
NIVA-CYA 674	Anabaena planctonica	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-674	https://norcca.scrol.net/species/anabaena-planctonica	Anabaena planctonica	625407	niva-cya-674
NIVA-CYA 675	Aphanizomenon gracile	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-675	https://norcca.scrol.net/species/aphanizomenon-gracile	Aphanizomenon gracile	248100	niva-cya-675
NIVA-CYA 676	Aphanizomenon gracile	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-676	https://norcca.scrol.net/species/aphanizomenon-gracile	Aphanizomenon gracile	248100	niva-cya-676
NIVA-CYA 677	Aphanizomenon gracile	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-677	https://norcca.scrol.net/species/aphanizomenon-gracile	Aphanizomenon gracile	248100	niva-cya-677
NIVA-CYA 678	Aphanizomenon gracile	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-678	https://norcca.scrol.net/species/aphanizomenon-gracile	Aphanizomenon gracile	248100	niva-cya-678
NIVA-CYA 679	Aphanizomenon gracile	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-679	https://norcca.scrol.net/species/aphanizomenon-gracile	Aphanizomenon gracile	248100	niva-cya-679
NIVA-CYA 68	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-68	https://norcca.scrol.net/species/planktothrix-agardhii	Planktothrix agardhii	146552	niva-cya-68
NIVA-CYA 680	Dolichospermum cf. spiroides	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-680	https://norcca.scrol.net/species/dolichospermum-cf-spiroides	Dolichospermum cf.roides	625411	niva-cya-680
NIVA-CYA 681	Aphanizomenon flos-aquae	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-681	https://norcca.scrol.net/species/aphanizomenon-flos-aquae	Aphanizomenon flos-aquae	248099	niva-cya-681
NIVA-CYA 682	Dolichospermum cf. spiroides	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-682	https://norcca.scrol.net/species/dolichospermum-cf-spiroides	Dolichospermum cf.roides	625411	niva-cya-682
NIVA-CYA 683	Dolichospermum crassum	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-683	https://norcca.scrol.net/species/dolichospermum-crassum	Dolichospermum crassum	625368	niva-cya-683
NIVA-CYA 686	Aphanizomenon gracile	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-686	https://norcca.scrol.net/species/aphanizomenon-gracile	Aphanizomenon gracile	248100	niva-cya-686
NIVA-CYA 688	Anabaenopsis elenkinii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-688	https://norcca.scrol.net/species/anabaenopsis-elenkinii	Anabaenopsis elenkinii	345457	niva-cya-688
NIVA-CYA 689	Aphanizomenon flos-aquae	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-689	https://norcca.scrol.net/species/aphanizomenon-flos-aquae	Aphanizomenon flos-aquae	248099	niva-cya-689
NIVA-CYA 69	Tychonema bourrellyi	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-69	https://norcca.scrol.net/species/tychonema-bourrellyi	Tychonema bourrellyi	615642	niva-cya-69
NIVA-CYA 690	Dolichospermum sigmoideum	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-690	https://norcca.scrol.net/species/dolichospermum-sigmoideum	Dolichospermum sigmoideum	625408	niva-cya-690
NIVA-CYA 691	Aphanizomenon gracile	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-691	https://norcca.scrol.net/species/aphanizomenon-gracile	Aphanizomenon gracile	248100	niva-cya-691
NIVA-CYA 693	Aphanizomenon flos-aquae	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-693	https://norcca.scrol.net/species/aphanizomenon-flos-aquae	Aphanizomenon flos-aquae	248099	niva-cya-693
NIVA-CYA 694	Anabaena planctonica	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-694	https://norcca.scrol.net/species/anabaena-planctonica	Anabaena planctonica	625407	niva-cya-694
NIVA-CYA 696	Dolichospermum lemmermannii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-696	https://norcca.scrol.net/species/dolichospermum-lemmermannii	Dolichospermum lemmermannii	625374	niva-cya-696
NIVA-CYA 697	Dolichospermum lemmermannii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-697	https://norcca.scrol.net/species/dolichospermum-lemmermannii	Dolichospermum lemmermannii	625374	niva-cya-697
NIVA-CYA 698	Dolichospermum lemmermannii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-698	https://norcca.scrol.net/species/dolichospermum-lemmermannii	Dolichospermum lemmermannii	625374	niva-cya-698
NIVA-CYA 699	Anabaenopsis elenkinii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-699	https://norcca.scrol.net/species/anabaenopsis-elenkinii	Anabaenopsis elenkinii	345457	niva-cya-699
NIVA-CYA 7	Phormidium sp.	Cyanobacteria	Cyanophyceae	Freshwater, benthic	https://norcca.scrol.net/strain/niva-cya-7	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-7
NIVA-CYA 70	Tychonema bourrellyi	Cyanobacteria	Cyanophyceae	Freshwater river	https://norcca.scrol.net/strain/niva-cya-70	https://norcca.scrol.net/species/tychonema-bourrellyi	Tychonema bourrellyi	615642	niva-cya-70
NIVA-CYA 700	Anabaena planctonica	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-700	https://norcca.scrol.net/species/anabaena-planctonica	Anabaena planctonica	625407	niva-cya-700
NIVA-CYA 701	Anabaena planctonica	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-701	https://norcca.scrol.net/species/anabaena-planctonica	Anabaena planctonica	625407	niva-cya-701
NIVA-CYA 702	Anabaena planctonica	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-702	https://norcca.scrol.net/species/anabaena-planctonica	Anabaena planctonica	625407	niva-cya-702
NIVA-CYA 704	Aphanizomenon flos-aquae	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-704	https://norcca.scrol.net/species/aphanizomenon-flos-aquae	Aphanizomenon flos-aquae	248099	niva-cya-704
NIVA-CYA 71	Phormidium sp.	Cyanobacteria	Cyanophyceae	Freshwater river	https://norcca.scrol.net/strain/niva-cya-71	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-71
NIVA-CYA 711	Cuspidothrix issatschenkoi	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-711	https://norcca.scrol.net/species/cuspidothrix-issatschenkoi	Cuspidothrix issatschenkoi	621617	niva-cya-711
NIVA-CYA 817	Desmonostoc muscorum	Cyanobacteria	Cyanophyceae		https://norcca.scrol.net/strain/niva-cya-817	https://norcca.scrol.net/species/desmonostoc-muscorum	Desmonostoc muscorum	839172	niva-cya-817
NIVA-CYA 818	Desmonostoc muscorum	Cyanobacteria	Cyanophyceae		https://norcca.scrol.net/strain/niva-cya-818	https://norcca.scrol.net/species/desmonostoc-muscorum	Desmonostoc muscorum	839172	niva-cya-818
NIVA-CYA 819	Anabaena planctonica	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-819	https://norcca.scrol.net/species/anabaena-planctonica	Anabaena planctonica	625407	niva-cya-819
NIVA-CYA 82	Dolichospermum sigmoideum	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-82	https://norcca.scrol.net/species/dolichospermum-sigmoideum	Dolichospermum sigmoideum	625408	niva-cya-82
NIVA-CYA 820	Anabaena planctonica	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-820	https://norcca.scrol.net/species/anabaena-planctonica	Anabaena planctonica	625407	niva-cya-820
NIVA-CYA 821	Dolichospermum crassum	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-821	https://norcca.scrol.net/species/dolichospermum-crassum	Dolichospermum crassum	625368	niva-cya-821
NIVA-CYA 822	Dolichospermum crassum	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-822	https://norcca.scrol.net/species/dolichospermum-crassum	Dolichospermum crassum	625368	niva-cya-822
NIVA-CYA 823	Dolichospermum crassum	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-823	https://norcca.scrol.net/species/dolichospermum-crassum	Dolichospermum crassum	625368	niva-cya-823
NIVA-CYA 824	Dolichospermum crassum	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-824	https://norcca.scrol.net/species/dolichospermum-crassum	Dolichospermum crassum	625368	niva-cya-824
NIVA-CYA 825	Anabaena planctonica	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-825	https://norcca.scrol.net/species/anabaena-planctonica	Anabaena planctonica	625407	niva-cya-825
NIVA-CYA 826	Dolichospermum crassum	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-826	https://norcca.scrol.net/species/dolichospermum-crassum	Dolichospermum crassum	625368	niva-cya-826
NIVA-CYA 827	Dolichospermum crassum	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-827	https://norcca.scrol.net/species/dolichospermum-crassum	Dolichospermum crassum	625368	niva-cya-827
NIVA-CYA 828	Dolichospermum crassum	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-828	https://norcca.scrol.net/species/dolichospermum-crassum	Dolichospermum crassum	625368	niva-cya-828
NIVA-CYA 829	Dolichospermum crassum	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-829	https://norcca.scrol.net/species/dolichospermum-crassum	Dolichospermum crassum	625368	niva-cya-829
NIVA-CYA 830	Dolichospermum crassum	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-830	https://norcca.scrol.net/species/dolichospermum-crassum	Dolichospermum crassum	625368	niva-cya-830
NIVA-CYA 831	Dolichospermum crassum	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-831-0	https://norcca.scrol.net/species/dolichospermum-crassum	Dolichospermum crassum	625368	niva-cya-831-0
NIVA-CYA 832	Dolichospermum crassum	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-832-0	https://norcca.scrol.net/species/dolichospermum-crassum	Dolichospermum crassum	625368	niva-cya-832-0
NIVA-CYA 833	Dolichospermum crassum	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-833	https://norcca.scrol.net/species/dolichospermum-crassum	Dolichospermum crassum	625368	niva-cya-833
NIVA-CYA 834	Anabaena planctonica	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-834	https://norcca.scrol.net/species/anabaena-planctonica	Anabaena planctonica	625407	niva-cya-834
NIVA-CYA 835	Dolichospermum crassum	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-835	https://norcca.scrol.net/species/dolichospermum-crassum	Dolichospermum crassum	625368	niva-cya-835
