taxon_id	scientific_name	scientific_name_authority	usage_key	url	n_nordic_occurrences	synonym_usage_key	synonym_names	synonyms_n_nordic_occurrences	point_style
157050	Mastogloiales	Mastogloiales NA	8339713	www.gbif.org/species/8339713	65			0	scaled.circles
157051	Mastogloiaceae	Mastogloiaceae NA	7510193	www.gbif.org/species/7510193	51			0	scaled.circles
157052	Mastogloia	Mastogloia G.H.K. Thwaites in W. Smith, 1856	2637273	www.gbif.org/species/2637273	49			0	scaled.circles
157053	Mastogloia smithii	Mastogloia smithii Thwaites ex W.Smith, 1856	7996596	www.gbif.org/species/7996596	40			0	scaled.circles
157058	Brachysiraceae	Brachysiraceae Mann, 1990	8156217	www.gbif.org/species/8156217	236			0	scaled.circles
157059	Tabularia	Tabularia (F.T. Kutzing) D.M. Williams & F.E. Round, 1986	3192891	www.gbif.org/species/3192891	225			0	scaled.circles
157061	Tabularia fasciculata	Tabularia fasciculata (C.Agardh) D.M.Williams & Round, 1986	5421877	www.gbif.org/species/5421877	137	8094682, 8094682, 7530280, 7675469, 7972791, 3192329, 7414162, 8112404, 7823375, 8295249, 6539581	Diatoma fasciculata, Diatoma fasciculata, Echinella fasciculata, Exilaria fasciculata, Exilaria fasciculata, Fragilaria fasciculata, Lyngbyea fasciculata, Synedra affinis, Synedra fasciculata, Synedra tabulata, Synedra tabulata subsp. fasciculata	5	scaled.circles
157062	Licmophora abbreviata	Licmophora abbreviata C.Agardh, 1831	3195692	www.gbif.org/species/3195692	151			0	scaled.circles
157067	Brachysira	Brachysira F.T. Kützing, 1836	2636501	www.gbif.org/species/2636501	236			0	scaled.circles
157068	Brachysira vitrea	Brachysira vitrea (Grunow) R.Ross, 1986	7381923	www.gbif.org/species/7381923	0			0	scaled.circles
157069	Gyrosigma tenuissimum	Gyrosigma tenuissimum (W.Smith) Griffith & Henfrey, 1856	7432070	www.gbif.org/species/7432070	21			0	scaled.circles
157070	Rhabdonematales	Rhabdonematales NA	8018294	www.gbif.org/species/8018294	101			0	scaled.circles
157071	Rhabdonemataceae	Rhabdonemataceae Round & Crawford	7486654	www.gbif.org/species/7486654	81			0	scaled.circles
157072	Rhabdonema	Rhabdonema F.T. Kützing, 1844	2631919	www.gbif.org/species/2631919	72			0	scaled.circles
157076	Rhabdonema arcuatum	Rhabdonema arcuatum (Lyngbye) Kützing, 1844	7881005	www.gbif.org/species/7881005	10			0	scaled.circles
157077	Sellaphoraceae	Sellaphoraceae Mereschkowsky, 1902	7499787	www.gbif.org/species/7499787	275			0	scaled.circles
157078	Sellaphora	Sellaphora C. Mereschkowsky, 1902	7732200	www.gbif.org/species/7732200	242			0	scaled.circles
157079	Sellaphora pupula	Sellaphora pupula (Kützing) Mereschkovsky, 1902	8253737	www.gbif.org/species/8253737	63	7934894, 7566659	Navicula pupula, Navicula pupula subsp. rostrata	2	scaled.circles
157080	Tabellaria flocculosa	Tabellaria flocculosa (Roth) Kützing, 1844	3195704	www.gbif.org/species/3195704	4278	3195707	Conferva flocculosa	0	scaled.circles
157081	Thalassiothrix	Thalassiothrix P.T. Cleve & A. Grunow, 1880	7536205	www.gbif.org/species/7536205	1628			0	scaled.circles
157083	Thalassiothrix longissima	Thalassiothrix longissima Cleve & Grunow, 1880	8367485	www.gbif.org/species/8367485	1577			0	scaled.circles
157084	Lyngbya aestuarii	Lyngbya aestuarii Liebman ex Gomont, 1892	5427006	www.gbif.org/species/5427006	61	3218616, 7475589, 7833468, 8353899, 7360163	Conferva aestuarii, Lyngbya littoralis, Oscillatoria aestuarii, Oscillatoria aestuarii, Oscillatoria aestuarii var. atrovirens	0	scaled.circles
157086	Pleurocapsa fuliginosa	Pleurocapsa fuliginosa Hauck, 1885	3216360	www.gbif.org/species/3216360	7			0	scaled.circles
157128	Chaetopeltidaceae	Chaetopeltidaceae G.S. West, 1904	4269546	www.gbif.org/species/4269546	166			0	scaled.circles
157186	Pylaiella	Pylaiella Bory de Saint-Vincent, 1823	3199751	www.gbif.org/species/3199751	5690	3199649	Pilayella	1	scaled.circles
157188	Pylaiella littoralis	Pylaiella littoralis (Linnaeus) Kjellman, 1872	3199757	www.gbif.org/species/3199757	5223	8255772, 8227937, 7758403, 8122279, 7522531, 7405177, 3199784, 3199795, 3199760, 3199183, 3199815, 3199787, 3199782, 3199814, 3199764, 3199789, 3199793, 3199802, 6539268, 3199812, 6539264, 6539262, 6539270, 6539269, 6539266, 3199766, 6152975, 6152976, 3199796, 3199762, 3199807, 6152974, 3199761, 3199769, 3199781, 3199779, 3199788, 3199805, 3199801, 8085096, 3199808, 3199798, 3199794, 3199813, 3199778, 3199804, 3199806	Ceramium brachiatum, Ceramium compactum, Ceramium ferrugineum, Ceramium ferrugineum var. compactum, Ceramium littorale, Ceramium tomentosum var. ferrugineum, Conferva compacta, Conferva ferruginea, Conferva littoralis, Ectocarpus brachiatus, Ectocarpus compactus, Ectocarpus compactus var. densissimus, Ectocarpus ferrugineus, Ectocarpus ferrugineus var. compactus, Ectocarpus firmus, Ectocarpus firmus f. vernalis, Ectocarpus firmus var. rupincola, Ectocarpus littoralis, Ectocarpus littoralis divaricatus f. ramellosus, Ectocarpus littoralis f. pumilus, Ectocarpus littoralis firmus f. lividus, Ectocarpus littoralis firmus f. pachycarpus, Ectocarpus littoralis firmus f. subglomeratus, Ectocarpus littoralis oppositus f. rectangulans, Ectocarpus littoralis oppositus f. subverticillatus, Ectocarpus littoralis subsp. divaricatus, Ectocarpus littoralis subsp. firmus, Ectocarpus littoralis subsp. oppositus, Ectocarpus littoralis var. brachiatus, Ectocarpus littoralis var. brachycarpus, Ectocarpus littoralis var. compactus, Ectocarpus littoralis var. divaricatus, Ectocarpus littoralis var. firmus, Ectocarpus littoralis var. oppositus, Ectocarpus littoralis var. protensus, Ectocarpus littoralis var. ruber, Ectocarpus siliculosus var. firmus, Ectocarpus siliculosus var. protensus, Ectocarpus subverticillatus, Lyngbya littoralis, Pilayella littoralis, Pylaiella kylini, Pylaiella littoralis f. aegagropila, Pylaiella littoralis f. crassiuscula, Pylaiella littoralis f. elongata, Pylaiella littoralis f. nebulosa, Pylaiella littoralis f. olivacea	51	scaled.circles
157237	Ochromonadales	Ochromonadales Pascher, 1910	7073605	www.gbif.org/species/7073605	9414			0	scaled.circles
157239	Dinobryaceae	Dinobryaceae Ehrenberg, 1834	2915	www.gbif.org/species/2915	21136			0	scaled.circles
157240	Dinobryon	Dinobryon Ehrenberg, 1834	3194946	www.gbif.org/species/3194946	19471	4895866, 3194908	Dinodendron, Stylopyxis	0	scaled.circles
157242	Dinobryon bavaricum	Dinobryon bavaricum Imhof, 1890	3194975	www.gbif.org/species/3194975	224			0	scaled.circles
157246	Dinobryon cylindricum	Dinobryon cylindricum O.E.Imhof, 1887	3194968	www.gbif.org/species/3194968	89			0	scaled.circles
157248	Dinobryon divergens	Dinobryon divergens O.E.Imhof, 1887	3194963	www.gbif.org/species/3194963	846	3194970	Dinobryon cylindricum var. divergens	0	scaled.circles
157250	Dinobryon pediforme	Dinobryon pediforme (Lemmermann) Steinecke, 1916	3194981	www.gbif.org/species/3194981	0	8269078	Dinobryon protuberans var. pediforme	0	scaled.circles
157252	Dinobryon sertularia	Dinobryon sertularia Ehrenberg, 1834	3194959	www.gbif.org/species/3194959	55			0	scaled.circles
157254	Dinobryon sociale	Dinobryon sociale (Ehrenberg) Ehrenberg, 1834	3194950	www.gbif.org/species/3194950	164	8394567	Vaginicola socialis	0	scaled.circles
157256	Dictyochales	Dictyochales Haeckel, 1894	481	www.gbif.org/species/481	29651			0	scaled.circles
157257	Dictyochaceae	Dictyochaceae Lemmermann, 1901	7134	www.gbif.org/species/7134	23173	6259	Cornuaceae	0	scaled.circles
157258	Dictyocha	Dictyocha Ehrenberg, 1837	5422131	www.gbif.org/species/5422131	5199			0	scaled.circles
157428	Entomoneis alata	Entomoneis alata (Ehrenberg) Ehrenberg, 1845	7922331	www.gbif.org/species/7922331	167	8134407, 8196193, 9621672, 7876134, 7376859	Amphicampa alata, Amphiprora alata, Amphiprora alata f. alata, Amphitropis alata, Navicula alata	1	scaled.circles
157430	Eucampia groenlandica	Eucampia groenlandica Cleve, 1896	3192093	www.gbif.org/species/3192093	393			0	scaled.circles
157431	Chaetoceros diversus	Chaetoceros diversus Cleve, 1873	4275395	www.gbif.org/species/4275395	3			0	scaled.circles
157433	Actinocyclus normanii f. subsalsus	Actinocyclus normanii f. subsalsus (Juhlin-Dannfelt) Hustedt	8860306	www.gbif.org/species/8860306	41			0	scaled.circles
157438	Helicotheca	Helicotheca M. Ricard, 1987	7795240	www.gbif.org/species/7795240	757	9287297	Streptotheca	0	scaled.circles
157440	Helicotheca tamesis	Helicotheca tamesis (Shrubsole) M.Ricard, 1987	7530852	www.gbif.org/species/7530852	756	9481908, 5709601	Streptotheca tamesis, Streptotheca thamensis	0	scaled.circles
157453	Urosolenia	Urosolenia F.E. Round & R.M. Crawford in F.E. Round, R.M. Crawford & D.G. Mann, 1990	3194234	www.gbif.org/species/3194234	47			0	scaled.circles
157455	Urosolenia eriensis	Urosolenia eriensis (H.L.Smith) Round & R.M.Crawford, 1990	3194235	www.gbif.org/species/3194235	60			0	scaled.circles
157458	Fragilaria striatula	Fragilaria striatula Lyngbye, 1819	3192339	www.gbif.org/species/3192339	14			0	scaled.circles
157463	Dictyocha fibula	Dictyocha fibula Ehrenberg, 1839	5422243	www.gbif.org/species/5422243	2787			0	scaled.circles
157466	Sarcinochrysidales	Sarcinochrysidales Gayral & Billard, 1977	7552401	www.gbif.org/species/7552401	266			0	scaled.circles
1578807	Phacus caudatus	Phacus caudatus Hübner, 1886	6785032	www.gbif.org/species/6785032	12			0	scaled.circles
160513	Pyramimonas longicauda	Pyramimonas longicauda L.Van Meel, 1969	4267682	www.gbif.org/species/4267682	359			0	scaled.circles
160518	Attheyaceae	Attheyaceae Round & R. M. Crawford	2919	www.gbif.org/species/2919	1353			0	scaled.circles
160519	Attheya	Attheya T. West, 1860	3193067	www.gbif.org/species/3193067	1319			0	scaled.circles
160520	Attheya decora	Attheya decora T.West, 1860	3193079	www.gbif.org/species/3193079	111			0	scaled.circles
160521	Chaetoceros eibenii	Chaetoceros eibenii Grunow, 1882	8002366	www.gbif.org/species/8002366	29	6539686	Chaetoceros paradoxus var. eibenii	0	scaled.circles
160522	Chaetoceros externus	Chaetoceros externus Gran, 1897	4376576	www.gbif.org/species/4376576	105	9514969, 4275418	Chaetoceros anastomosans var. externus, Chaetoceros anastomosans var. externus	0	scaled.circles
160523	Chaetoceros lauderi	Chaetoceros lauderi Ralfs, 1864	3192998	www.gbif.org/species/3192998	599			0	scaled.circles
160524	Chaetoceros wighamii	Chaetoceros wighamii Brightwell, 1856	3193031	www.gbif.org/species/3193031	14860	4376529	Chaetoceros bottnicus	0	scaled.circles
160525	Anaulales	Anaulales F.E. Round & R.M. Crawford in F.E. Round, R.M. Crawford & D.G. Mann, 1990	1094	www.gbif.org/species/1094	1312			0	scaled.circles
160526	Anaulaceae	Anaulaceae (Schütt) Lemmermann, 1899	7138	www.gbif.org/species/7138	1190			0	scaled.circles
160528	Pseudo-nitzschia pungens	Pseudo-nitzschia pungens (Grunow ex Cleve) G.R.Hasle, 1993	2628756	www.gbif.org/species/2628756	1395			0	scaled.circles
160537	Melosira arctica	Melosira arctica Dickie, 1852	3194071	www.gbif.org/species/3194071	2896			0	scaled.circles
160538	Phaeocystis globosa	Phaeocystis globosa Scherffel, 1899	3202270	www.gbif.org/species/3202270	1600			0	scaled.circles
160541	Scenedesmaceae	Scenedesmaceae Oltmanns, 1904	8795	www.gbif.org/species/8795	10702			0	scaled.circles
160542	Actinastrum	Actinastrum Lagerheim, 1882	9386473	www.gbif.org/species/9386473	130			0	scaled.circles
160543	Actinastrum hantzschii	Actinastrum hantzschii Lagerheim, 1882	2638622	www.gbif.org/species/2638622	125			0	scaled.circles
160546	Chromulinaceae	Chromulinaceae Engler, 1897	7131	www.gbif.org/species/7131	3021			0	scaled.circles
160548	Calycomonas	Calycomonas Lohmann, 1908	3195279	www.gbif.org/species/3195279	187			0	scaled.circles
160550	Coelastrum	Coelastrum Nägeli, 1849	7749802	www.gbif.org/species/7749802	535			0	scaled.circles
160551	Coelastrum astroideum	Coelastrum astroideum De Notaris, 1867	2640982	www.gbif.org/species/2640982	184	2640983	Coelastrum microporum f. astroidea	0	scaled.circles
160552	Dinobryon balticum	Dinobryon balticum (Schütt) Lemmermann, 1901	3194954	www.gbif.org/species/3194954	4828			0	scaled.circles
160553	Dinobryon faculiferum	Dinobryon faculiferum (Willén) Willén, 1992	3194973	www.gbif.org/species/3194973	7451	3194956	Dinobryon petiolatum	412	scaled.circles
160560	Hydrodictyaceae	Hydrodictyaceae Dumortier, 1829	8793	www.gbif.org/species/8793	3399			0	scaled.circles
160561	Pediastrum	Pediastrum Meyen, 1829	2641883	www.gbif.org/species/2641883	1141			0	scaled.circles
160563	Prymnesium	Prymnesium Massart, 1920	3202247	www.gbif.org/species/3202247	2997	4890427, 3201717	Hyalolithus, Platychrysis	0	scaled.circles
160564	Prymnesium parvum	Prymnesium parvum N.Carter, 1937	7513065	www.gbif.org/species/7513065	41			0	scaled.circles
160566	Nodularia spumigena	Nodularia spumigena Mertens ex Bornet & Flahault, 1888	8429307	www.gbif.org/species/8429307	9479	3219538	Nostoc spumigena	0	scaled.circles
160567	Aphanizomenon	Aphanizomenon A.Morren ex Bornet & Flahault, 1888	3219149	www.gbif.org/species/3219149	24494	4903478	Limnochlide	0	scaled.circles
160568	Coelomoron	Coelomoron Buell, 1938	3217197	www.gbif.org/species/3217197	1190			0	scaled.circles
160569	Coelomoron pusillum	Coelomoron pusillum (Van Goor) Komárek, 1988	3217201	www.gbif.org/species/3217201	1936	3217203, 3217202	Coelosphaerium pusillum, Gomphosphaeria pusilla	760	scaled.circles
160570	Synechococcaceae	Synechococcaceae J.Komárek & Anagnostidis, 1995	7109	www.gbif.org/species/7109	6961			0	scaled.circles
160572	Synechococcus	Synechococcus Nägeli, 1849	3216715	www.gbif.org/species/3216715	4604	2652801	Chroobacter	0	scaled.circles
160573	Trebouxiophyceae	Trebouxiophyceae Friedl, 1995	332	www.gbif.org/species/332	33428			0	orangeHeat.point
160574	Chlorellales	Chlorellales Bold & M.J.Wynne, 1978	1359	www.gbif.org/species/1359	7210			0	scaled.circles
160575	Chlorellaceae	Chlorellaceae Brunnthaler, 1913	4852	www.gbif.org/species/4852	2425			0	scaled.circles
160576	Chlorella	Chlorella M.Beijerinck, 1890	2638467	www.gbif.org/species/2638467	174	2641393, 2641397	Palmellococcus, Zoochlorella	0	scaled.circles
160581	Raphidophyceae	Raphidophyceae M. Chadefaud ex P.C. Silva, 1980	7073554	www.gbif.org/species/7073554	6994			0	scaled.circles
160582	Chattonellales	Chattonellales J.Throndsen, 1993	7828894	www.gbif.org/species/7828894	4833			0	scaled.circles
160583	Chattonellaceae	Chattonellaceae J. Throndsen, 1993	4377329	www.gbif.org/species/4377329	3599			0	scaled.circles
160584	Heterosigma	Heterosigma Hada ex Y.Hara & Chihara, 1987	3194417	www.gbif.org/species/3194417	2178			0	scaled.circles
160585	Heterosigma akashiwo	Heterosigma akashiwo (Hada) Hada ex Y.Hara & Chihara, 1987	3194420	www.gbif.org/species/3194420	1683	7672325, 3194421, 3194419	Chattonella akashiwo, Entomosigma akashiwo, Olisthodiscus carterae	0	scaled.circles
160586	Microthamniales	Microthamniales M.Melkonian, 1990	1360	www.gbif.org/species/1360	168			0	scaled.circles
160588	Koliella	Koliella Hindák, 1963	2638728	www.gbif.org/species/2638728	2153			0	scaled.circles
160589	Oocystaceae	Oocystaceae Bohlin, 1901	4684	www.gbif.org/species/4684	19387			0	scaled.circles
160590	Monoraphidium	Monoraphidium Komárková-Legnerová, 1969	9429634	www.gbif.org/species/9429634	16012			0	scaled.circles
160591	Monoraphidium contortum	Monoraphidium contortum (Thuret) Komárková-Legnerová, 1969	2641582	www.gbif.org/species/2641582	9751	7411608, 2641583, 2638592, 11223016, 2641584, 2641587	Ankistrodesmus angustus, Ankistrodesmus contortus, Ankistrodesmus falcatus var. contortus, Ankistrodesmus falcatus var. duplex, Ankistrodesmus falcatus var. spirilliformis, Ankistrodesmus pseudomirabilis var. spiralis	0	scaled.circles
160592	Monoraphidium convolutum	Monoraphidium convolutum (Corda) Komárková-Legnerová, 1969	2641605	www.gbif.org/species/2641605	61	2638579, 2641606, 7445763	Ankistrodesmus convolutus, Ankistrodesmus curvulus, Rhaphidium convolutum	0	scaled.circles
160594	Pachysphaera	Pachysphaera Ostenfeld, 1899	7552384	www.gbif.org/species/7552384	739			0	scaled.circles
160595	Pterosperma	Pterosperma Pouchet, 1893	2688128	www.gbif.org/species/2688128	6190			0	scaled.circles
160597	Pedinellales	Pedinellales Zimmermann, Moestrup & Hällfors, 1984	534	www.gbif.org/species/534	38786			0	orangeHeat.point
160598	Pedinellaceae	Pedinellaceae Pascher, 1910	7130	www.gbif.org/species/7130	35308			0	orangeHeat.point
160599	Pseudopedinella	Pseudopedinella N.Carter, 1937	3195266	www.gbif.org/species/3195266	25617			0	scaled.circles
160600	Pseudopedinella pyriformis	Pseudopedinella pyriformis N.Carter, 1937	4277958	www.gbif.org/species/4277958	3718	6539140	Pseudopedinella variabilis	0	scaled.circles
160602	Scenedesmus	Scenedesmus Meyen, 1829	2640664	www.gbif.org/species/2640664	2375			0	scaled.circles
160635	Achnanthes latissima	Achnanthes latissima Cleve-Euler, 1915	8200329	www.gbif.org/species/8200329	0			0	scaled.circles
160648	Actinocyclus octonarius var. crassus	Actinocyclus octonarius var. crassus (W.Smith) Hendey, 1954	5421629	www.gbif.org/species/5421629	0			0	scaled.circles
160650	Actinocyclus octonarius var. tenellus	Actinocyclus octonarius var. tenellus (Brébisson) Hendey, 1954	5421624	www.gbif.org/species/5421624	8			0	scaled.circles
160653	Amphipleura	Amphipleura F.T. Kützing, 1844	2633754	www.gbif.org/species/2633754	22			0	scaled.circles
160682	Amphora bacillaris	Amphora bacillaris Gregory, 1857	7754320	www.gbif.org/species/7754320	0			0	scaled.circles
160703	Amphora laevissima	Amphora laevissima W.Gregory, 1857	8353956	www.gbif.org/species/8353956	0			0	scaled.circles
160704	Amphora lineolata	Amphora lineolata Ehrenberg, 1838	8015232	www.gbif.org/species/8015232	1			0	scaled.circles
160725	Amphora robusta	Amphora robusta Gregory, 1857	8307886	www.gbif.org/species/8307886	2			0	scaled.circles
161535	Anaulus	Anaulus C.G. Ehrenberg, 1844	3193726	www.gbif.org/species/3193726	2			0	scaled.circles
162250	Asterolamprales	Asterolamprales NA	486	www.gbif.org/species/486	149			0	scaled.circles
162251	Asterolampraceae	Asterolampraceae Smith, 1872	7141	www.gbif.org/species/7141	142			0	scaled.circles
162254	Asteromphalus	Asteromphalus C.G. Ehrenberg, 1844	3193853	www.gbif.org/species/3193853	110			0	scaled.circles
162258	Asteromphalus heptactis	Asteromphalus heptactis (Brébisson) Ralfs, 1861	3193866	www.gbif.org/species/3193866	0	3193867, 3193868	Asterolampra heptactis, Spatangidium heptactis	0	scaled.circles
162259	Asteromphalus hookeri	Asteromphalus hookeri Ehrenberg, 1844	3193856	www.gbif.org/species/3193856	0	3193858	Asteromphalus humboldtii	0	scaled.circles
162271	Auricula complexa	Auricula complexa (Gregory) Cleve, 1894	7395245	www.gbif.org/species/7395245	0			0	scaled.circles
162276	Auricula decipiens	Auricula decipiens Grunow, 1894	8162009	www.gbif.org/species/8162009	0			0	scaled.circles
162282	Auricula minuta	Auricula minuta Cleve, 1894	7605010	www.gbif.org/species/7605010	0			0	scaled.circles
162385	Arthrospira	Arthrospira Sitzenberger ex Gomont, 1892	3218397	www.gbif.org/species/3218397	41			0	scaled.circles
162515	Pronoctilucaceae	Pronoctilucaceae NA	7571369	www.gbif.org/species/7571369	0			0	scaled.circles
162518	Corymbellus	Corymbellus J.C.Green, 1976	3201735	www.gbif.org/species/3201735	185			0	scaled.circles
162519	Corymbellus aureus	Corymbellus aureus J.C.Green, 1976	3201736	www.gbif.org/species/3201736	174			0	scaled.circles
162525	Cladophora rivularis	Cladophora rivularis (Linnaeus) Kuntze, 1891	10896202	www.gbif.org/species/10896202	102	5272897, 7363690, 2644421, 5272458, 5272896, 8366985, 7874409, 8136207, 2644424, 5271554, 5272888	Annulina rivularis, Byssus rivularis, Chantransia rivularis, Cladophora brachyclados, Cladophora fracta var. rivularis, Cladophora insignis, Cladophora oligoclona, Conferva oligoclona, Conferva rivularis, Prolifera rivularis, Rothella rivularis	0	scaled.circles
162529	Gymnodinium arcticum	Gymnodinium arcticum Wulff, 1919	8247752	www.gbif.org/species/8247752	103			0	scaled.circles
162534	Gymnodinium cnecoides	Gymnodinium cnecoides T.M.Harris, 1940	8054390	www.gbif.org/species/8054390	0			0	scaled.circles
162545	Urospora bangioides	Urospora bangioides (Harvey) Holmes & Batters, 1891	5273243	www.gbif.org/species/5273243	0	2643682	Conferva bangioides	0	scaled.circles
162588	Phycocelis	Phycocelis Strömfelt, 1888	3198735	www.gbif.org/species/3198735	45			0	scaled.circles
162667	Aphanocapsa grevillei	Aphanocapsa grevillei (Berkeley) Rabenhorst, 1865	8636831	www.gbif.org/species/8636831	4	3217294, 7542598, 8510855, 8374406	Coccochloris grevellei, Gloeocystis grevillei, Microcystis grevillei, Palmella grevillei	0	scaled.circles
162668	Aphanocapsa incerta	Aphanocapsa incerta (Lemmermann) Cronberg & Komárek, 1994	3217270	www.gbif.org/species/3217270	631	3217274, 5426622, 7948889, 5426621, 5426623	Anacystis incerta, Microcystis incerta, Microcystis pulverea f. incerta, Microcystis pulverea var. incerta, Polycystis incerta	32	scaled.circles
162671	Aphanocapsa parasitica	Aphanocapsa parasitica (Kützing) Komárek & Anagnostidis, 1995	3217287	www.gbif.org/species/3217287	0	5426627	Microcystis parasitica	0	scaled.circles
162672	Aphanocapsa planctonica	Aphanocapsa planctonica (G.M.Smith) Komárek & Anagnostidis, 1995	4382334	www.gbif.org/species/4382334	5			0	scaled.circles
162673	Aphanocapsa reinboldii	Aphanocapsa reinboldii (Richter) Komárek & Anagnostidis, 1995	3217221	www.gbif.org/species/3217221	588	3217802, 5426746	Anacystis reinboldii, Microcystis reinboldii	290	scaled.circles
162675	Aphanocapsa rivularis	Aphanocapsa rivularis (Carmichael) Rabenhorst, 1865	3217260	www.gbif.org/species/3217260	0	3217261, 3217263, 3217266, 5426618, 5426620, 5426619, 7733285	Aphanocapsa anodontae, Aphanocapsa endolithica, Aphanocapsa endolithica var. rivulorum, Microcystis anodontae, Microcystis anodontae var. rivulorum, Microcystis calciphila, Palmella rivularis	0	scaled.circles
162683	Aphanothece castagnei	Aphanothece castagnei (Kützing) Rabenhorst, 1865	8538001	www.gbif.org/species/8538001	3	7872088, 7695002	Gloeothece heufleri, Palmella castagnei	0	scaled.circles
162688	Aphanothece microscopica	Aphanothece microscopica Nägeli, 1849	8289523	www.gbif.org/species/8289523	6			0	scaled.circles
162690	Aphanothece saxicola	Aphanothece saxicola Nägeli, 1849	7967196	www.gbif.org/species/7967196	3	3216553	Aphanothece subachroa	0	scaled.circles
162693	Zygnematales	Zygnematales Bessey, 1907	642	www.gbif.org/species/642	8792			0	scaled.circles
162694	Aphanothece stagnina	Aphanothece stagnina (Sprengel) A.Braun, 1863	3216520	www.gbif.org/species/3216520	39	3216523, 3216521, 3216522, 3216525, 3216526	Aphanothece mooreana, Aphanothece piscinalis, Aphanothece prasina, Aphanothece tuberculosa, Coccochloris stagnina	2	scaled.circles
162698	Chroococcus cohaerens	Chroococcus cohaerens (Brébisson) Nägeli, 1849	7747570	www.gbif.org/species/7747570	0	3216108, 7603435, 3216109	Chroococcus calcicola, Gloeocapsa cohaerens, Pleurococcus cohaerens	0	scaled.circles
162699	Chroococcus cumulatus	Chroococcus cumulatus Bachmann, 1921	3216178	www.gbif.org/species/3216178	0			0	scaled.circles
162704	Chroococcus distans	Chroococcus distans (G.M.Smith) Komárková-Legnerová & Cronberg, 1994	8637289	www.gbif.org/species/8637289	0	8221405	Chroococcus limneticus var. distans	0	scaled.circles
162714	Chroococcus minimus	Chroococcus minimus (Keissler) Lemmermann, 1904	3216184	www.gbif.org/species/3216184	25	7516352, 3216185, 3216187, 3216188	Chroococcus dispersus var. minor, Chroococcus minutus var. minimus, Gloeocapsa minima, Gloeocapsa minima f. smithii	0	scaled.circles
162715	Planctonema	Planctonema Schmidle, 1903	8398671	www.gbif.org/species/8398671	167			0	scaled.circles
162717	Stigeoclonium	Stigeoclonium Kützing, 1843	2639997	www.gbif.org/species/2639997	587	2639762, 4923550	Myxonema, Myxothrix	0	scaled.circles
162718	Desmococcus	Desmococcus F.Brand, 1925	2639686	www.gbif.org/species/2639686	751			0	scaled.circles
162719	Desmococcus olivaceus	Desmococcus olivaceus (Persoon ex Acharius) J.R.Laundon, 1985	2639689	www.gbif.org/species/2639689	766	5271486, 5271487, 8367726, 4269810, 12111249, 7652330, 2639694	Desmococcus viridis, Desmococcus vulgaris, Lepraria olivacea, Pleurococcus naegelii, Pleurococcus viridis, Pleurococcus vulgaris, Protococcus viridis	15	scaled.circles
162724	Desmidiaceae	Desmidiaceae Ralfs, 1848	8849	www.gbif.org/species/8849	559			0	scaled.circles
162725	Closterium	Closterium Nitzsch ex Ralfs, 1848	2646356	www.gbif.org/species/2646356	3707	9713573	Stauroceras	0	scaled.circles
162726	Closterium acutum	Closterium acutum Brébisson, 1848	2646408	www.gbif.org/species/2646408	265	7590225	Closterium tenerrimum	0	scaled.circles
162727	Closterium parvulum	Closterium parvulum Nägeli, 1849	2646569	www.gbif.org/species/2646569	28			0	scaled.circles
162728	Staurastrum	Staurastrum Meyen ex Ralfs, 1848	2647648	www.gbif.org/species/2647648	2814	2647166, 2647141, 7687064, 4872822, 4907469	Cosmoastrum, Didymocladon, Hexasterias, Pentasterias, Pleurenterium	0	scaled.circles
162729	Staurastrum longipes	Staurastrum longipes (Nordstedt) Teiling, 1946	2648060	www.gbif.org/species/2648060	1	2648062	Staurastrum paradoxum var. longipes	0	scaled.circles
162730	Staurastrum paradoxum	Staurastrum paradoxum Meyen ex Ralfs, 1848	2648078	www.gbif.org/species/2648078	77	7577031	Staurastrum danicum	0	scaled.circles
162734	Phacotaceae	Phacotaceae Francé, 1894	4849	www.gbif.org/species/4849	51			0	scaled.circles
162739	Ollicola	Ollicola Vørs, 1992	3194913	www.gbif.org/species/3194913	724			0	scaled.circles
162740	Ollicola vangoorii	Ollicola vangoorii (W.Conrad) Vørs, 1992	3194914	www.gbif.org/species/3194914	777	3195283	Calycomonas wulffii	54	scaled.circles
162741	Pseudokephyrion	Pseudokephyrion Pascher, 1913	3195007	www.gbif.org/species/3195007	25	4277979, 4277930	Dinobryopsis, Kephyriopsis	0	scaled.circles
162749	Protoperidinium cerasus	Protoperidinium cerasus (Paulsen, 1907) Balech, 1973	7384688	www.gbif.org/species/7384688	818	8204572	Peridinium cerasus	1	scaled.circles
162752	Acanthocerataceae	Acanthocerataceae Round, Crawford & Mann, 1990	2918	www.gbif.org/species/2918	53			0	scaled.circles
162770	Actinocyclus octonarius var. octonarius	Actinocyclus octonarius var. octonarius Ehrenberg, 1837	5730233	www.gbif.org/species/5730233	4115	5421612, 7826851, 9369799, 9252141	Actinocyclus octonarius, Actinoptychus octonarius, Actinoptychus undulatus var. octonarius, Actinoptychus vulgaris f. octonaria	1362	scaled.circles
162778	Euglena variabilis	Euglena variabilis G.A.Klebs, 1883	7383522	www.gbif.org/species/7383522	3			0	scaled.circles
162794	Coscinodiscus subsalsus	Coscinodiscus subsalsus Juhlin-Dannfelt, 1882	9194749	www.gbif.org/species/9194749	41	8860306, 8171241	Actinocyclus normanii f. subsalsa, Coscinodiscus rothii var. subsalsa	41	scaled.circles
