List	HELCOM area	OSPAR area	Division	Class	Order	Genus	Species	SFLAG	STAGE	Author	AphiaID	AphiaID_link	Trophy	Geometric_shape	FORMULA	SizeClassNo	Nonvalid_SIZCL	Not_accepted_name	Unit	SizeRange	Length(l1)µm	Length(l2)µm	Width(w)µm	Height(h)µm	Diameter(d1)µm	Diameter(d2)µm	No_of_cells/counting_unit	Calculated_volume_um3	Comment	Filament_length_of_cell(µm)	Calculated_Carbon_pg/counting_unit	Comment_on_Carbon_calculation	Corrections/Additions	Synonyms - NOT IMPORTED, NOT handled by ICES	WORMS Rank	"Comment_on_colony_form
 "" - "" indicates solitary life form, i.e. does nor form colonies  - NOT IMPORTED, NOT handled by ICES"
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Monoraphidium	Monoraphidium dybowskii			(Woloszynska) Hindák & Komárkova Legnerová 1969	622807	http://www.marinespecies.org/aphia.php?p=taxdetails&id=622807	AU	rotational ellipsoid	?/6*d^2*l	1			cell	2-6x8-12	10				4		1	83,73333333			13,80560141				Species	-
PEG_BVOL2021	x		CHLOROPHYTA	Trebouxiophyceae	CHLORELLALES	Quadricoccus	Quadricoccus ellipticus			Hortobágyi 1973	623185	http://www.marinespecies.org/aphia.php?p=taxdetails&id=623185	AU	rotational ellipsoid	?/6*d^2*l	1			cell	 3x7	7				3		1	32,97			5,753968003				Species	-
PEG_BVOL2021	x		CHLOROPHYTA	Trebouxiophyceae	CHLORELLALES	Quadricoccus	Quadricoccus ellipticus			Hortobágyi 1973	623185	http://www.marinespecies.org/aphia.php?p=taxdetails&id=623185	AU	rotational ellipsoid	?/6*d^2*l	2			cell	 4x8-9	8,3				4		1	69,49866667			11,58963234				Species	-
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Mychonastes	Mychonastes jurisii			(Hindák) Krienitz, C.Bock, Dadheech & Proschold 2011 	624375	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624375	AU	sphere	?/6*d^3	1			cell	 4-5					4,5		1	47,68875			8,137412241			Dactylosphaerium jurisii	Species	"colonies not so compact, more loose and irregular, cells frequently solitary (KRIENITZ L., BOCK C., DADHEECH P.K. AND PRO¨ SCHOLD T. 2011. Taxonomic reassessment of the genus Mychonastes
(Chlorophyceae, Chlorophyta) including the description of eight new species. Phycologia 50: 89–106. DOI: 10.2216/10-
15.1)"
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Lacunastrum	Lacunastrum gracillimum			(West & G.S. West) H.McManus 2011	624469	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624469	AU	cylinder	?/4*d^2*h	1			coenobium	30-40x5				5	35		16	4808,125	12		733,29766			Pediastum duplex var. gracillimum	Species	disc-shaped, flat and single-layered 4-, 8-, 16- , 32 or 64-celled
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Lacunastrum	Lacunastrum gracillimum			(West & G.S. West) H.McManus 2011	624469	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624469	AU	cylinder	?/4*d^2*h	3			coenobium	30-40x8-10				9	35		16	8654,625	12		1273,4479			Pediastum duplex var. gracillimum	Species	disc-shaped, flat and single-layered 4-, 8-, 16- , 32 or 64-celled
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Lacunastrum	Lacunastrum gracillimum			(West & G.S. West) H.McManus 2011	624469	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624469	AU	cylinder	?/4*d^2*h	4			coenobium	30-40x10-12				11	35		16	10577,875	12		1537,500255			Pediastum duplex var. gracillimum	Species	disc-shaped, flat and single-layered 4-, 8-, 16- , 32 or 64-celled
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Lacunastrum	Lacunastrum gracillimum			(West & G.S. West) H.McManus 2011	624469	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624469	AU	cylinder	?/4*d^2*h	5			coenobium	40-60x5-8				6,5	50		16	12756,25	12		1833,069738			Pediastum duplex var. gracillimum	Species	disc-shaped, flat and single-layered 4-, 8-, 16- , 32 or 64-celled
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Lacunastrum	Lacunastrum gracillimum			(West & G.S. West) H.McManus 2011	624469	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624469	AU	cylinder	?/4*d^2*h	6			coenobium	40-60x8-10				9	50		16	17662,5	12		2488,210178			Pediastum duplex var. gracillimum	Species	disc-shaped, flat and single-layered 4-, 8-, 16- , 32 or 64-celled
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Lacunastrum	Lacunastrum gracillimum			(West & G.S. West) H.McManus 2011	624469	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624469	AU	cylinder	?/4*d^2*h	7			coenobium	40-60x10-12				11	50		16	21587,5	12		3004,14629			Pediastum duplex var. gracillimum	Species	disc-shaped, flat and single-layered 4-, 8-, 16- , 32 or 64-celled
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Lacunastrum	Lacunastrum gracillimum			(West & G.S. West) H.McManus 2011	624469	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624469	AU	cylinder	?/4*d^2*h	8			coenobium	60-80x8-10				9	70		32	34618,5	12		4882,905766			Pediastum duplex var. gracillimum	Species	disc-shaped, flat and single-layered 4-, 8-, 16- , 32 or 64-celled
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Lacunastrum	Lacunastrum gracillimum			(West & G.S. West) H.McManus 2011	624469	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624469	AU	cylinder	?/4*d^2*h	9			coenobium	60-80x10-12				11	70		32	42311,5	12		5895,387524			Pediastum duplex var. gracillimum	Species	disc-shaped, flat and single-layered 4-, 8-, 16- , 32 or 64-celled
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Lacunastrum	Lacunastrum gracillimum			(West & G.S. West) H.McManus 2011	624469	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624469	AU	cylinder	?/4*d^2*h	10			coenobium	80-100 x10-12				11	90		64	69943,5	12		9859,354933			Pediastum duplex var. gracillimum	Species	disc-shaped, flat and single-layered 4-, 8-, 16- , 32 or 64-celled
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Lacunastrum	Lacunastrum gracillimum			(West & G.S. West) H.McManus 2011	624469	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624469	AU	cylinder	?/4*d^2*h	11			coenobium	80-100x12-15				13,5	90		64	85839,75	12		11949,89746			Pediastum duplex var. gracillimum	Species	disc-shaped, flat and single-layered 4-, 8-, 16- , 32 or 64-celled
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Lacunastrum	Lacunastrum gracillimum			(West & G.S. West) H.McManus 2011	624469	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624469	AU	cylinder	?/4*d^2*h	12			coenobium	30-40x5-8				6,5	35		16	6250,5625	12		938,1517801			Pediastum duplex var. gracillimum	Species	disc-shaped, flat and single-layered 4-, 8-, 16- , 32 or 64-celled
PEG_BVOL2021	x		CHLOROPHYTA	Trebouxiophyceae	CHLORELLALES	Mucidosphaerium	Mucidosphaerium pulchellum			(H.C.Wood) C.Bock, Proschold & Krienitz 2011	624695	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624695	AU	sphere	?/6*d^3	1			coenobium	 3-4					3,5		4	89,75166667			16,03564152		Corrected Unit from cenobium to coenobium	Dictyosphaerium pulchellum	Species	spherical or ovoid coenobium, 4-8-16-32-or 64 celled, cells mounted on gelatinous sticks radiating from the coenobium center, arranged peripherally
PEG_BVOL2021	x		CHLOROPHYTA	Trebouxiophyceae	CHLORELLALES	Mucidosphaerium	Mucidosphaerium pulchellum			(H.C.Wood) C.Bock, Proschold & Krienitz 2011	624695	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624695	AU	sphere	?/6*d^3	2			coenobium	 4-5					4,5		4	190,755			32,54964896		Corrected Unit from cenobium to coenobium	Dictyosphaerium pulchellum	Species	spherical or ovoid coenobium, 4-8-16-32-or 64 celled, cells mounted on gelatinous sticks radiating from the coenobium center, arranged peripherally
PEG_BVOL2021	x		CHLOROPHYTA	Trebouxiophyceae	CHLORELLALES	Mucidosphaerium	Mucidosphaerium pulchellum			(H.C.Wood) C.Bock, Proschold & Krienitz 2011	624695	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624695	AU	sphere	?/6*d^3	3			coenobium	 5-6					5,5		4	348,2783333			57,28598095		Corrected Unit from cenobium to coenobium	Dictyosphaerium pulchellum	Species	spherical or ovoid coenobium, 4-8-16-32-or 64 celled, cells mounted on gelatinous sticks radiating from the coenobium center, arranged peripherally
PEG_BVOL2021	x		CHLOROPHYTA	Trebouxiophyceae	CHLORELLALES	Mucidosphaerium	Mucidosphaerium pulchellum			(H.C.Wood) C.Bock, Proschold & Krienitz 2011	624695	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624695	AU	sphere	?/6*d^3	4			coenobium	 6-7					6,5		4	574,8816667			91,711455		Corrected Unit from cenobium to coenobium	Dictyosphaerium pulchellum	Species	spherical or ovoid coenobium, 4-8-16-32-or 64 celled, cells mounted on gelatinous sticks radiating from the coenobium center, arranged peripherally
PEG_BVOL2021	x		CHLOROPHYTA	Trebouxiophyceae	CHLORELLALES	Mucidosphaerium	Mucidosphaerium pulchellum			(H.C.Wood) C.Bock, Proschold & Krienitz 2011	624695	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624695	AU	sphere	?/6*d^3	5			coenobium	 7-8					7,5		4	883,125			137,2442748		Corrected Unit from cenobium to coenobium	Dictyosphaerium pulchellum	Species	spherical or ovoid coenobium, 4-8-16-32-or 64 celled, cells mounted on gelatinous sticks radiating from the coenobium center, arranged peripherally
PEG_BVOL2021	x		CHLOROPHYTA	Trebouxiophyceae	Trebouxiophyceae ordo incertae sedis	Choricystis	Choricystis coccoides			(Rodhe & Skuja) Fott 1967	625389	http://www.marinespecies.org/aphia.php?p=taxdetails&id=625389	AU	rotational ellipsoid	?/6*d^2*l	5			cell	1x1-2	1,5				1		1	0,785			0,172082362		New size class of size cl 1. Biovolume changed due to corrections of cell size measurements		Species	
PEG_BVOL2021	x		CHLOROPHYTA	Trebouxiophyceae	Trebouxiophyceae ordo incertae sedis	Choricystis	Choricystis coccoides			(Rodhe & Skuja) Fott 1967	625389	http://www.marinespecies.org/aphia.php?p=taxdetails&id=625389	AU	rotational ellipsoid	?/6*d^2*l	6			cluster of cells	1x1-2	1,5				1		4	3,14			0,688329448		New size class of size cl 2. Biovolume changed due to corrections of cell size measurements. Unit changed from colony to cluster of cells		Species	solitary cells sometimes grouped in clusters looking like pairs or rows
PEG_BVOL2021	x		CHLOROPHYTA	Trebouxiophyceae	Trebouxiophyceae ordo incertae sedis	Choricystis	Choricystis coccoides			(Rodhe & Skuja) Fott 1967	625389	http://www.marinespecies.org/aphia.php?p=taxdetails&id=625389	AU	rotational ellipsoid	?/6*d^2*l	7			cluster of cells	1x1-2	1,5				1		16	12,56			2,753317794		New size class of size cl 3. Biovolume changed due to corrections of cell size measurements. Unit changed from colony to cluster of cells		Species	solitary cells sometimes grouped in clusters looking like pairs or rows
PEG_BVOL2021	x		CHLOROPHYTA	Trebouxiophyceae	Trebouxiophyceae ordo incertae sedis	Choricystis	Choricystis coccoides			(Rodhe & Skuja) Fott 1967	625389	http://www.marinespecies.org/aphia.php?p=taxdetails&id=625389	AU	rotational ellipsoid	?/6*d^2*l	8			cluster of cells	1x1-2	1,5				1		32	25,12			5,506635588		New size class of size cl 4. Biovolume changed due to corrections of cell size measurements. Unit changed from colony to cluster of cells		Species	solitary cells sometimes grouped in clusters looking like pairs or rows
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Scenedesmus	Scenedesmus parvus			(G.M.Smith) Bourrelly 1952	625472	http://www.marinespecies.org/aphia.php?p=taxdetails&id=625472	AU	rotational ellipsoid	?/6*d^2*l	1			coenobium	 2-3x6-8	7,2				2,5		4	94,2			16,78082114				Species	Coenobium of 2 or 4 (-8) linearly or alternately arranged cells
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Scenedesmus	Scenedesmus apiculatus			(W. & G.S. West) R. Chodat 1926 nom. illeg.	626622	http://www.marinespecies.org/aphia.php?p=taxdetails&id=626622	AU	2 cones	?/12*d^2*h	1			coenobium	 6-8x15-25				20	7		4	1025,733333			157,9576911				Species	singl row of 4 or 8 linearly or alternately arranged cells
PEG_BVOL2021	x		CHLOROPHYTA	Trebouxiophyceae	CHLORELLALES	Dictyosphaerium	Dictyosphaerium planctonicum			Tiffany & Ahlstrom 1931	647499	http://www.marinespecies.org/aphia.php?p=taxdetails&id=647499	AU	rotational ellipsoid	?/6*d^2*l	1			coenobium	 5-8x8-13	10,5				6,5		4	928,655			143,8780998		Corrected Unit from cenobium to coenobium	Lobocystis planctonica	Species	spherical or ellipsoidal coenobia, 4-8-16-or32 celled, cells mounted on gelatinous sticks radiating from the coenobium center, arranged peripherally
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	CHLAMYDOMONADALES	Fusola	Fusola viridis			J.W.Snow 1903	661077	http://www.marinespecies.org/aphia.php?p=taxdetails&id=661077	AU	cone	?/12*d^2*h	1			cell	 5x16				16	5		1	104,6666667			17,02369511			Elakatothrix viridis	Species	colonies usually of 2 cells (Tikkanen)
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Desmodesmus	Desmodesmus armatus var. bicaudatus			(Guglielmetti) E.Hegewald 2000	672032	http://www.marinespecies.org/aphia.php?p=taxdetails&id=672032	AU	rotational ellipsoid	?/6*d^2*l	1			coenobium	 3x10-15	12,5				3		4	235,5			39,67152328				Variety	coenobia 2 or 4(rarely-8), cells diagonally symmetrical
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Desmodesmus	Desmodesmus denticulatus var. linearis			(Hansgirg) Hegewald 2000	672034	http://www.marinespecies.org/aphia.php?p=taxdetails&id=672034	AU	rotational ellipsoid	?/6*d^2*l	1			coenobium	 5-6x10-12	11				5,5		4	696,5566667			109,8286183				Variety	coenobia 4-8 celled, lynear, no ribs
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Desmodesmus	Desmodesmus armatus var. spinosus			(F.E.Fritsch & Rich) E.Hegewald 2000	675366	http://www.marinespecies.org/aphia.php?p=taxdetails&id=675366	AU	rotational ellipsoid	?/6*d^2*l	1			coenobium	 4-7x10-15	12,5				5,5		4	791,5416667			123,8358219				Variety	coenobia 2 or 4(rarely-8), cells diagonally symmetrical
PEG_BVOL2021	x		CHLOROPHYTA	Trebouxiophyceae	Trebouxiophyceae ordo incertae sedis	Lemmermannia	Lemmermannia komarekii			(Hindák) C.Bock & Krienitz 2013	839085	http://www.marinespecies.org/aphia.php?p=taxdetails&id=839085	AU	sphere	?/6*d^3	1			coenobium	4-6					5		4	261,6666667			43,79708036				Species	"coenobia 4-celled, regularly flat with a square central gap, cells +/- in one plane or shifted against each other; sometimes they form upto 16-20-celled flat syncoenobia;"
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Willea	Willea apiculata			(Lemmermann) D.M.John, M.J.Wynne & P.M.Tsarenko 2014	839163	http://www.marinespecies.org/aphia.php?p=taxdetails&id=839163	AU	rotational ellipsoid	?/6*d^2*l	1			coenobium	 5-6x6-8	7				5,5		4	443,2633333			71,84471864			Crucigeniella apiculata	Species	Coenobia rectangular, often with a rectangular internal space, sometimes in multiples (syncoenobia), with remnant of mother cell wall visible (4 wall remants per coenobium)
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Willea	Willea rectangularis			(A.Braun) D.M.John, M.J.Wynne & P.M.Tsarenko 2014	840472	http://www.marinespecies.org/aphia.php?p=taxdetails&id=840472	AU	rotational ellipsoid	?/6*d^2*l	1			coenobium	 4-5x5-7	6				4,5		4	254,34			42,64457425			Crucigeniella rectangularis	Species	Coenobia rhomboidal, often forming multiple colonies of 16 or more cells (syncoenobia)
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Acutodesmus	Acutodesmus acutiformis			(Schröder) Tsarenko & D.M.John 2011	840479	http://www.marinespecies.org/aphia.php?p=taxdetails&id=840479	AU	2 cones	?/12*d^2*h	1			coenobium	 3-4x10-12				11	3,5		4	141,0383333			24,51359522			Scenedesmus acutiformis	Species	coenobia of 2, 4 or 8  linearly, or sligtly alternating, cells broadly spindle-shaped to narrowly ellipsoidal
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Pseudopediastrum	Pseudopediastrum boryanum var. longicorne			(Reinsch) Tsarenko 2011	846302	http://www.marinespecies.org/aphia.php?p=taxdetails&id=846302	AU	cylinder	?/4*d^2*h	1			coenobium	65-75x15-20				17,5	70		32	67313,75	12		9117,113352			Pediastrum boryanum var. longicorne	Variety	disc-shaped, flat and single-layered 4-, 8-, 16- , 32 or 64-celled
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Tetradesmus	Tetradesmus lagerheimii			M.J.Wynne & Guiry 2016 	1289276	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1289276	AU	2 cones	?/12*d^2*h	1			coenobium	 2-4x10-15				12,5	3		4	117,75			20,69244028			"Acutodesmus acuminatus; Scenedesmus acuminatus"	Species	Coenobium of 2 or 4 (-8) linearly to slightly alternately arranged cells, curved to semi-circular or contorted, often surrounded by mucilage
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Tetradesmus	Tetradesmus lagerheimii			M.J.Wynne & Guiry 2016 	1289276	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1289276	AU	2 cones	?/12*d^2*h	2			coenobium	 2-4x15-25				20	3		4	188,4			32,17217144			"Acutodesmus acuminatus; Scenedesmus acuminatus"	Species	Coenobium of 2 or 4 (-8) linearly to slightly alternately arranged cells, curved to semi-circular or contorted, often surrounded by mucilage
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Tetradesmus	Tetradesmus lagerheimii			M.J.Wynne & Guiry 2016 	1289276	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1289276	AU	2 cones	?/12*d^2*h	3			coenobium	 4-5x10-15				12,5	4,5		4	264,9375			44,31095346			"Acutodesmus acuminatus; Scenedesmus acuminatus"	Species	Coenobium of 2 or 4 (-8) linearly to slightly alternately arranged cells, curved to semi-circular or contorted, often surrounded by mucilage
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Tetradesmus	Tetradesmus lagerheimii			M.J.Wynne & Guiry 2016 	1289276	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1289276	AU	2 cones	?/12*d^2*h	4			coenobium	 5-6x15-25				20	5,5		4	633,2333333			100,4263755			"Acutodesmus acuminatus; Scenedesmus acuminatus"	Species	Coenobium of 2 or 4 (-8) linearly to slightly alternately arranged cells, curved to semi-circular or contorted, often surrounded by mucilage
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Tetradesmus	Tetradesmus lagerheimii			M.J.Wynne & Guiry 2016 	1289276	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1289276	AU	2 cones	?/12*d^2*h	5			coenobium	 6-7x15-25				20	6,5		4	884,4333333			137,4351883			"Acutodesmus acuminatus; Scenedesmus acuminatus"	Species	Coenobium of 2 or 4 (-8) linearly to slightly alternately arranged cells, curved to semi-circular or contorted, often surrounded by mucilage
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Desmodesmus	Desmodesmus armatus var. armatus			(R.Chodat) E.Hegewald 2000	1304622	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1304622	AU	rotational ellipsoid	?/6*d^2*l	1			coenobium	 2.5-3x7-10	8,5				2,8		4	139,4997333			24,26240299				Variety	coenobia of 2 or 4(-8) lineary to slightly alternately arranged cells
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Desmodesmus	Desmodesmus armatus var. armatus			(R.Chodat) E.Hegewald 2000	1304622	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1304622	AU	rotational ellipsoid	?/6*d^2*l	2			coenobium	 3-3.5x8-12	10				3,25		4	221,1083333			37,39070121				Variety	coenobia of 2 or 4(-8) lineary to slightly alternately arranged cells
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Desmodesmus	Desmodesmus armatus var. armatus			(R.Chodat) E.Hegewald 2000	1304622	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1304622	AU	rotational ellipsoid	?/6*d^2*l	3			coenobium	 4-5x12-16	14				4,5		4	593,46			94,49177002				Variety	coenobia of 2 or 4(-8) lineary to slightly alternately arranged cells
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Desmodesmus	Desmodesmus armatus var. armatus			(R.Chodat) E.Hegewald 2000	1304622	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1304622	AU	rotational ellipsoid	?/6*d^2*l	4			coenobium	 8-9x16-18	17				8,3		4	2451,565467			357,9866675				Variety	coenobia of 2 or 4(-8) lineary to slightly alternately arranged cells
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Desmodesmus	Desmodesmus armatus var. armatus			(R.Chodat) E.Hegewald 2000	1304622	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1304622	AU	rotational ellipsoid	?/6*d^2*l	5			coenobium	3-4x6-8	7				3,5		2	89,75166667			15,37175695				Variety	coenobia of 2 or 4(-8) lineary to slightly alternately arranged cells
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Desmodesmus	Desmodesmus denticulatus var. denticulatus			(Lagerheim) S.S.An, T.Friedl & E.Hegewald 1999	1304623	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1304623	AU	rotational ellipsoid	?/6*d^2*l	1			coenobium	 3-4x10-15	12,5				3,5		4	320,5416667			52,99134558				Variety	coenobia of 2 or 4 distinctly alternating cell in one row, with 2-rowed cells tightly packed or having a space between apices, straight or slightly curved, without a mucilaginous envelope
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Desmodesmus	Desmodesmus denticulatus var. denticulatus			(Lagerheim) S.S.An, T.Friedl & E.Hegewald 1999	1304623	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1304623	AU	rotational ellipsoid	?/6*d^2*l	2			coenobium	 4-5x10-15	12,5				4,5		4	529,875			84,95291021				Variety	coenobia of 2 or 4 distinctly alternating cell in one row, with 2-rowed cells tightly packed or having a space between apices, straight or slightly curved, without a mucilaginous envelope
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Desmodesmus	Desmodesmus denticulatus var. denticulatus			(Lagerheim) S.S.An, T.Friedl & E.Hegewald 1999	1304623	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1304623	AU	rotational ellipsoid	?/6*d^2*l	3			coenobium	 5-6x12-14	13				5,5		4	823,2033333			128,4814995				Variety	coenobia of 2 or 4 distinctly alternating cell in one row, with 2-rowed cells tightly packed or having a space between apices, straight or slightly curved, without a mucilaginous envelope
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Desmodesmus	Desmodesmus denticulatus var. denticulatus			(Lagerheim) S.S.An, T.Friedl & E.Hegewald 1999	1304623	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1304623	AU	rotational ellipsoid	?/6*d^2*l	4			coenobium	 6-8x13-15	14				7		4	1436,026667			216,6481588				Variety	coenobia of 2 or 4 distinctly alternating cell in one row, with 2-rowed cells tightly packed or having a space between apices, straight or slightly curved, without a mucilaginous envelope
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Desmodesmus	Desmodesmus denticulatus var. denticulatus			(Lagerheim) S.S.An, T.Friedl & E.Hegewald 1999	1304623	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1304623	AU	rotational ellipsoid	?/6*d^2*l	5			coenobium	 8-10x12-15	13,5				9		4	2289,06			335,6583839				Variety	coenobia of 2 or 4 distinctly alternating cell in one row, with 2-rowed cells tightly packed or having a space between apices, straight or slightly curved, without a mucilaginous envelope
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Desmodesmus	Desmodesmus opoliensis var. opoliensis			(P.G.Richter) E.Hegewald 2000	1304624	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1304624	AU	rotational ellipsoid	?/6*d^2*l	1			coenobium	 3-5x12-14	13				4		4	435,4133333			70,64934331				Variety	single row of 2, 4 or 8 linearly arranged cells
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Desmodesmus	Desmodesmus opoliensis var. opoliensis			(P.G.Richter) E.Hegewald 2000	1304624	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1304624	AU	rotational ellipsoid	?/6*d^2*l	2			coenobium	 6-7x15-20	17,5				6,5		4	1547,758333			232,4398944				Variety	single row of 2, 4 or 8 linearly arranged cells
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Pediastrum	Pediastrum duplex var. duplex			Meyen 1829	1304625	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1304625	AU	cylinder	?/4*d^2*h	1			coenobium	30-40x5				5	35		16	4808,125	12		733,29766				Variety	disc-shaped, flat and single-layered 4-, 8-, 16- , 32 or 64-celled
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Pediastrum	Pediastrum duplex var. duplex			Meyen 1829	1304625	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1304625	AU	cylinder	?/4*d^2*h	3			coenobium	30-40x8-10				9	35		16	8654,625	12		1273,4479				Variety	disc-shaped, flat and single-layered 4-, 8-, 16- , 32 or 64-celled
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Pediastrum	Pediastrum duplex var. duplex			Meyen 1829	1304625	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1304625	AU	cylinder	?/4*d^2*h	4			coenobium	30-40x10-12				11	35		16	10577,875	12		1537,500255				Variety	disc-shaped, flat and single-layered 4-, 8-, 16- , 32 or 64-celled
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Pediastrum	Pediastrum duplex var. duplex			Meyen 1829	1304625	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1304625	AU	cylinder	?/4*d^2*h	5			coenobium	40-60x5-8				6,5	50		16	12756,25	12		1833,069738				Variety	disc-shaped, flat and single-layered 4-, 8-, 16- , 32 or 64-celled
PEG_BVOL2021	x		CHLOROPHYTA	Chlorophyceae	SPHAEROPLEALES	Pediastrum	Pediastrum duplex var. duplex			Meyen 1829	1304625	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1304625	AU	cylinder	?/4*d^2*h	6			coenobium	40-60x8-10				9	50		16	17662,5	12		2488,210178				Variety	disc-shaped, flat and single-layered 4-, 8-, 16- , 32 or 64-celled
