List	HELCOM area	OSPAR area	Division	Class	Order	Genus	Species	SFLAG	STAGE	Author	AphiaID	AphiaID_link	Trophy	Geometric_shape	FORMULA	SizeClassNo	Nonvalid_SIZCL	Not_accepted_name	Unit	SizeRange	Length(l1)µm	Length(l2)µm	Width(w)µm	Height(h)µm	Diameter(d1)µm	Diameter(d2)µm	No_of_cells/counting_unit	Calculated_volume_um3	Comment	Filament_length_of_cell(µm)	Calculated_Carbon_pg/counting_unit	Comment_on_Carbon_calculation	Corrections/Additions	Synonyms - NOT IMPORTED, NOT handled by ICES	WORMS Rank	"Comment_on_colony_form
 "" - "" indicates solitary life form, i.e. does nor form colonies  - NOT IMPORTED, NOT handled by ICES"
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Tribophyceae (Xanthophyceae, Heterokontae)	MISCHOCOCCALES	Meringosphaera	Meringosphaera mediterranea			Lohmann 1903	248129	http://www.marinespecies.org/aphia.php?p=taxdetails&id=248129	AU	sphere	?/6*d^3	2			cell	10-15					12,5		1	1022,135417	*		144,6712298				Species	
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Chrysophyceae	PEDINELLALES	Pseudopedinella	Pseudopedinella elastica			Skuja 1948	248149	http://www.marinespecies.org/aphia.php?p=taxdetails&id=248149	AU	sphere	?/6*d^3	1			cell	9-11					10		1	523,3333333			77,15901353				Species	 -
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Chrysophyceae	PEDINELLALES	Pseudopedinella	Pseudopedinella elastica			Skuja 1948	248149	http://www.marinespecies.org/aphia.php?p=taxdetails&id=248149	AU	sphere	?/6*d^3	2			cell	11-13					12		1	904,32			128,955609				Species	 -
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Chrysophyceae	CHROMULINALES	Uroglena	Uroglena			Ehrenberg 1834	248172	http://www.marinespecies.org/aphia.php?p=taxdetails&id=248172	AU	sphere	?/6*d^3	1			cell	 3-5					4		1	33,49333333			5,839688238				Genus	Cells on surface of spherical, ellipsoid, or irregular colony
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Chrysophyceae	CHROMULINALES	Uroglena	Uroglena			Ehrenberg 1834	248172	http://www.marinespecies.org/aphia.php?p=taxdetails&id=248172	AU	sphere	?/6*d^3	2			cell	 5-7					6		1	113,04			18,29947958				Genus	Cells on surface of spherical, ellipsoid, or irregular colony
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Synurophyceae	SYNURALES	Mallomonas	Mallomonas			Perty 1852	249721	http://www.marinespecies.org/aphia.php?p=taxdetails&id=249721	AU	rotational ellipsoid	?/6*d^2*l	1			cell	6x12	12				6		1	226,08			35,08374169				Genus	 -
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Synurophyceae	SYNURALES	Mallomonas	Mallomonas			Perty 1852	249721	http://www.marinespecies.org/aphia.php?p=taxdetails&id=249721	AU	rotational ellipsoid	?/6*d^2*l	2			cell	8-12x13-17	15				10		1	785			112,9110273				Genus	 -
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Synurophyceae	SYNURALES	Mallomonas	Mallomonas akrokomos			Ruttner 1913	249722	http://www.marinespecies.org/aphia.php?p=taxdetails&id=249722	AU	cone	?/12*d^2*h	1			cell	 6-7x20-22				21	6,5		1	232,16375			35,96952495				Species	 -
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Chrysophyceae	CHROMULINALES	Ochromonas	Ochromonas			Vysotskii [Wissotsky] 1887	249725	http://www.marinespecies.org/aphia.php?p=taxdetails&id=249725	MX	cone+ half sphere	?/12*d^2*(h+d/2)	1			cell	3-5x6-8				7	4		1	37,68			6,52261704				Genus	 -
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	FRAGILARIALES	Asteroplanus	Asteroplanus karianus			(Grunow) C.Gardner & R.M.Crawford 1997	251745	http://www.marinespecies.org/aphia.php?p=taxdetails&id=251745	AU	parallelepiped-20%	l*w*h*0.8	4			cell	 4x20-30	25		4	4			1	320			30,97912308		"New size class of size cl 1. Geometric shape changed from parallelepiped to parallellepiped-20%; corrected Order from BACILLARIALES (PENNALES) to FRAGILARIALES"	Asterionellopsis kariana	Species	star-shaped colonies
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	FRAGILARIALES	Asteroplanus	Asteroplanus karianus			(Grunow) C.Gardner & R.M.Crawford 1997	251745	http://www.marinespecies.org/aphia.php?p=taxdetails&id=251745	AU	parallelepiped-20%	l*w*h*0.8	5			cell	 4x30-40	35		4	4			1	448			40,69855193		"New size class of size cl 2. Geometric shape changed from parallelepiped to parallellepiped-20%; corrected Order from BACILLARIALES (PENNALES) to FRAGILARIALES"	Asterionellopsis kariana	Species	star-shaped colonies
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	FRAGILARIALES	Asteroplanus	Asteroplanus karianus			(Grunow) C.Gardner & R.M.Crawford 1997	251745	http://www.marinespecies.org/aphia.php?p=taxdetails&id=251745	AU	parallelepiped-20%	l*w*h*0.8	6			cell	 4x40-50	45		4	4			1	576			49,89937681		"New size class of size cl 3. Geometric shape changed from parallelepiped to parallellepiped-20%; corrected Order from BACILLARIALES (PENNALES) to FRAGILARIALES"	Asterionellopsis kariana	Species	star-shaped colonies
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Chrysophyceae	OCHROMONADALES	Paraphysomonas	Paraphysomonas			De Saedeleer 1930	291417	http://www.marinespecies.org/aphia.php?p=taxdetails&id=291417	HT	sphere	?/6*d^3	1			cell	 3-5					4		1	33,49333333			5,839688238				Genus	 -
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Chrysophyceae	OCHROMONADALES	Paraphysomonas	Paraphysomonas			De Saedeleer 1930	291417	http://www.marinespecies.org/aphia.php?p=taxdetails&id=291417	HT	sphere	?/6*d^3	2			cell	 5-10					7		1	179,5033333			28,25061101				Genus	 -
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Centrales	Centrales				341285	http://www.marinespecies.org/aphia.php?p=taxdetails&id=341285	AU	cylinder	?/4*d^2*h	1			cell	 3-7				3,25	5		1	63,78125	"6; HD fac.=0.65"		8,375264514				Order	Solitary or colony forming (diiffernt shapes)
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Centrales	Centrales				341285	http://www.marinespecies.org/aphia.php?p=taxdetails&id=341285	AU	cylinder	?/4*d^2*h	2			cell	 7-12				6,5	10		1	510,25	"6; HD fac.=0.65"		45,22770092				Order	Solitary or colony forming (diiffernt shapes)
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Centrales	Centrales				341285	http://www.marinespecies.org/aphia.php?p=taxdetails&id=341285	AU	cylinder	?/4*d^2*h	3			cell	 12-17				9,75	15		1	1722,09375	"6; HD fac.=0.65"		121,2926668				Order	Solitary or colony forming (diiffernt shapes)
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Centrales	Centrales				341285	http://www.marinespecies.org/aphia.php?p=taxdetails&id=341285	AU	cylinder	?/4*d^2*h	4			cell	 17-22				10	20		1	3140	"6; HD fac.=0.5"		197,4251299				Order	Solitary or colony forming (diiffernt shapes)
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Centrales	Centrales				341285	http://www.marinespecies.org/aphia.php?p=taxdetails&id=341285	AU	cylinder	?/4*d^2*h	5			cell	 22-27				12,5	25		1	6132,8125	"6; HD fac.=0.5"		339,7695805				Order	Solitary or colony forming (diiffernt shapes)
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Centrales	Centrales				341285	http://www.marinespecies.org/aphia.php?p=taxdetails&id=341285	AU	cylinder	?/4*d^2*h	6			cell	 27-32				15	30		1	10597,5	"6; HD fac.=0.5"		529,4591592				Order	Solitary or colony forming (diiffernt shapes)
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Centrales	Centrales				341285	http://www.marinespecies.org/aphia.php?p=taxdetails&id=341285	AU	cylinder	?/4*d^2*h	7			cell	 32-40				17,5	35		1	16828,4375	"6; HD fac.=0.5"		770,3959744				Order	Solitary or colony forming (diiffernt shapes)
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Centrales	Centrales				341285	http://www.marinespecies.org/aphia.php?p=taxdetails&id=341285	AU	cylinder	?/4*d^2*h	8			cell	 40-50				22,5	45		1	35766,5625	"6; HD fac.=0.5"		1419,915496				Order	Solitary or colony forming (diiffernt shapes)
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Centrales	Centrales				341285	http://www.marinespecies.org/aphia.php?p=taxdetails&id=341285	AU	cylinder	?/4*d^2*h	9			cell	 50-60				27,5	55		1	65302,1875	"6; HD fac.=0.5"		2313,656474				Order	Solitary or colony forming (diiffernt shapes)
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Centrales	Centrales				341285	http://www.marinespecies.org/aphia.php?p=taxdetails&id=341285	AU	cylinder	?/4*d^2*h	10			cell	 60-70				19,5	65		1	64674,1875	"6; HD fac.=0.3"		2295,59523				Order	Solitary or colony forming (diiffernt shapes)
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Centrales	Centrales				341285	http://www.marinespecies.org/aphia.php?p=taxdetails&id=341285	AU	cylinder	?/4*d^2*h	11			cell	 70-90				24	80		1	120576	"6; HD fac.=0.3"		3804,477809				Order	Solitary or colony forming (diiffernt shapes)
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Centrales	Centrales				341285	http://www.marinespecies.org/aphia.php?p=taxdetails&id=341285	AU	cylinder	?/4*d^2*h	12			cell	 90-110				30	100		1	235500	"6; HD fac.=0.3"		6547,524271				Order	Solitary or colony forming (diiffernt shapes)
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Centrales	Centrales				341285	http://www.marinespecies.org/aphia.php?p=taxdetails&id=341285	AU	cylinder	?/4*d^2*h	13			cell	 2-4				1,95	3		1	13,77675	"6; HD fac.=0.65"		2,416798954				Order	Solitary or colony forming (diiffernt shapes)
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Centrales	Centrales				341285	http://www.marinespecies.org/aphia.php?p=taxdetails&id=341285	AU	cylinder	?/4*d^2*h	14			cell	110-130				36	120		1	406944	"6; HD fac.=0.3"		10202,93426				Order	Solitary or colony forming (diiffernt shapes)
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Centrales	Centrales				341285	http://www.marinespecies.org/aphia.php?p=taxdetails&id=341285	AU	cylinder	?/4*d^2*h	15			cell	130-150				42	140		1	646212	"6; HD fac.=0.3"		14845,90331				Order	Solitary or colony forming (diiffernt shapes)
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Centrales	Centrales				341285	http://www.marinespecies.org/aphia.php?p=taxdetails&id=341285	AU	cylinder	?/4*d^2*h	16			cell	150-170				48	160		1	964608	"6; HD fac.=0.3"		20544,75822				Order	Solitary or colony forming (diiffernt shapes)
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Centrales	Centrales				341285	http://www.marinespecies.org/aphia.php?p=taxdetails&id=341285	AU	cylinder	?/4*d^2*h	17			cell	170-190				54	180		1	1373436	"6; HD fac.=0.3"		27362,45888				Order	Solitary or colony forming (diiffernt shapes)
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros	Chaetoceros castracanei			Karsten 1905	341473	http://www.marinespecies.org/aphia.php?p=taxdetails&id=341473	AU	oval cylinder	?/4*d1*d2*h	1			cell	 16-18x12-13				12,5	17	12,75	1	2126,859375	HD fac.=0.75		143,9423654			Chaetoceros impressus	Species	short to medium-length sometimes slightly curved chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros	Chaetoceros castracanei			Karsten 1905	341473	http://www.marinespecies.org/aphia.php?p=taxdetails&id=341473	AU	oval cylinder	?/4*d1*d2*h	2			cell	 16-18x20-22				21	16,8	13,44	1	3722,18112	HD fac.=0.8		226,6257539			Chaetoceros impressus	Species	short to medium-length sometimes slightly curved chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros	Chaetoceros castracanei			Karsten 1905	341473	http://www.marinespecies.org/aphia.php?p=taxdetails&id=341473	AU	oval cylinder	?/4*d1*d2*h	3			cell	 18-20x18-20				19	18,5	14,8	1	4083,727	HD fac.=0.8		244,3202548			Chaetoceros impressus	Species	short to medium-length sometimes slightly curved chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros	Chaetoceros castracanei			Karsten 1905	341473	http://www.marinespecies.org/aphia.php?p=taxdetails&id=341473	AU	oval cylinder	?/4*d1*d2*h	4			cell	18-22x23-27				25	20	15	1	5887,5	HD fac.=0.75		328,7051163			Chaetoceros impressus	Species	short to medium-length sometimes slightly curved chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros	Chaetoceros castracanei			Karsten 1905	341473	http://www.marinespecies.org/aphia.php?p=taxdetails&id=341473	AU	oval cylinder	?/4*d1*d2*h	5			cell	23-27x18-22				20	25	18,75	1	7359,375	HD fac.=0.75		393,9131549			Chaetoceros impressus	Species	short to medium-length sometimes slightly curved chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	RHIZOSOLENIALES	Neocalyptrella	Neocalyptrella robusta			(G.Norman ex Ralfs) Hernández-Becerril & Meave del Castillo 1997	345491	http://www.marinespecies.org/aphia.php?p=taxdetails&id=345491	AU	cylinder	?/4*d^2*h	1			cell	 50-200x200-800				250	75		1	1103906,25			22919,78269		Corrected order from EUPODISCALES (BIDDULPHIALES, CENTRALES) to RHIZOSOLENIALES		Species	 - 
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Proboscia	Proboscia indica			(H.Peragallo) Hernández-Becerril 1995	345513	http://www.marinespecies.org/aphia.php?p=taxdetails&id=345513	AU	cylinder	?/4*d^2*h	1			cell	20-30x150-250				200	25		1	98125			3219,03575				Species	solitary or united in chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Synurophyceae	SYNURALES	Spiniferomonas	Spiniferomonas			E.Takahashi 1973	345524	http://www.marinespecies.org/aphia.php?p=taxdetails&id=345524	AU	sphere	?/6*d^3	1			cell	3-5					4		1	33,49333333			5,839688238				Genus	 -
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Synurophyceae	SYNURALES	Spiniferomonas	Spiniferomonas			E.Takahashi 1973	345524	http://www.marinespecies.org/aphia.php?p=taxdetails&id=345524	AU	sphere	?/6*d^3	2			cell	5-7					6		1	113,04			18,29947958				Genus	 -
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira constricta			Gaarder 1938	345531	http://www.marinespecies.org/aphia.php?p=taxdetails&id=345531	AU	cylinder	?/4*d^2*h	1			cell	15-35x25				25	25		1	12265,625	HD fac.=1		596,1009589		Corrected order from EUPODISCALES (BIDDULPHIALES, CENTRALES) to THALASSIOSIRALES		Species	cells in chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira constricta			Gaarder 1938	345531	http://www.marinespecies.org/aphia.php?p=taxdetails&id=345531	AU	cylinder	?/4*d^2*h	2			cell	20x10				10	20		1	3140			197,4251299		Corrected order from EUPODISCALES (BIDDULPHIALES, CENTRALES) to THALASSIOSIRALES		Species	cells in chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Raphidophyceae	CHATTONELLALES	Gonyostomum	Gonyostomum semen			(Ehrenberg) Diesing 1866	375674	http://www.marinespecies.org/aphia.php?p=taxdetails&id=375674	AU	cone	?/12*d^2*h	1			cell	25-29x45-55				50	27		1	9537,75			1178,022224				Species	
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Skeletonema	Skeletonema marinoi			Sarno & Zingone 2005	376667	http://www.marinespecies.org/aphia.php?p=taxdetails&id=376667	AU	cylinder	?/4*d^2*h	1			cell	 2x3-5				4	2		1	12,56			2,24219348		Corrected order from EUPODISCALES (BIDDULPHIALES, CENTRALES) to THALASSIOSIRALES		Species	cells in chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Skeletonema	Skeletonema marinoi			Sarno & Zingone 2005	376667	http://www.marinespecies.org/aphia.php?p=taxdetails&id=376667	AU	cylinder	?/4*d^2*h	2			cell	 3x3-5				4	3		1	28,26			4,328058353		Corrected order from EUPODISCALES (BIDDULPHIALES, CENTRALES) to THALASSIOSIRALES		Species	cells in chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Skeletonema	Skeletonema marinoi			Sarno & Zingone 2005	376667	http://www.marinespecies.org/aphia.php?p=taxdetails&id=376667	AU	cylinder	?/4*d^2*h	3			cell	 3x6-8				7	3		1	49,455			6,813918974		Corrected order from EUPODISCALES (BIDDULPHIALES, CENTRALES) to THALASSIOSIRALES		Species	cells in chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Skeletonema	Skeletonema marinoi			Sarno & Zingone 2005	376667	http://www.marinespecies.org/aphia.php?p=taxdetails&id=376667	AU	cylinder	?/4*d^2*h	4			cell	 4x7-8				7,5	4		1	94,2			11,49073397		Corrected order from EUPODISCALES (BIDDULPHIALES, CENTRALES) to THALASSIOSIRALES		Species	cells in chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Skeletonema	Skeletonema marinoi			Sarno & Zingone 2005	376667	http://www.marinespecies.org/aphia.php?p=taxdetails&id=376667	AU	cylinder	?/4*d^2*h	5			cell	 5x7-10				8,5	5		1	166,8125			18,26500835		Corrected order from EUPODISCALES (BIDDULPHIALES, CENTRALES) to THALASSIOSIRALES		Species	cells in chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Skeletonema	Skeletonema marinoi			Sarno & Zingone 2005	376667	http://www.marinespecies.org/aphia.php?p=taxdetails&id=376667	AU	cylinder	?/4*d^2*h	6			cell	 6x7-10				8	6		1	226,08			23,37217271		Corrected order from EUPODISCALES (BIDDULPHIALES, CENTRALES) to THALASSIOSIRALES		Species	cells in chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Skeletonema	Skeletonema marinoi			Sarno & Zingone 2005	376667	http://www.marinespecies.org/aphia.php?p=taxdetails&id=376667	AU	cylinder	?/4*d^2*h	7			cell	 7x7-10				8,5	7		1	326,9525			31,52387154		Corrected order from EUPODISCALES (BIDDULPHIALES, CENTRALES) to THALASSIOSIRALES		Species	cells in chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Skeletonema	Skeletonema marinoi			Sarno & Zingone 2005	376667	http://www.marinespecies.org/aphia.php?p=taxdetails&id=376667	AU	cylinder	?/4*d^2*h	8			cell	10x5				5	10		1	392,5			36,55918056		Corrected order from EUPODISCALES (BIDDULPHIALES, CENTRALES) to THALASSIOSIRALES		Species	cells in chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Skeletonema	Skeletonema marinoi			Sarno & Zingone 2005	376667	http://www.marinespecies.org/aphia.php?p=taxdetails&id=376667	AU	cylinder	?/4*d^2*h	9			cell	2x14				14	2		1	43,96			6,19315956		Corrected order from EUPODISCALES (BIDDULPHIALES, CENTRALES) to THALASSIOSIRALES		Species	cells in chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Skeletonema	Skeletonema marinoi			Sarno & Zingone 2005	376667	http://www.marinespecies.org/aphia.php?p=taxdetails&id=376667	AU	cylinder	?/4*d^2*h	10			cell	 3x9-14				11	3		1	77,715			9,830869299		Corrected order from EUPODISCALES (BIDDULPHIALES, CENTRALES) to THALASSIOSIRALES		Species	cells in chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Skeletonema	Skeletonema marinoi			Sarno & Zingone 2005	376667	http://www.marinespecies.org/aphia.php?p=taxdetails&id=376667	AU	cylinder	?/4*d^2*h	11			cell	 3x15-25				19	3		1	134,235			15,31410516		Corrected order from EUPODISCALES (BIDDULPHIALES, CENTRALES) to THALASSIOSIRALES		Species	cells in chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Skeletonema	Skeletonema marinoi			Sarno & Zingone 2005	376667	http://www.marinespecies.org/aphia.php?p=taxdetails&id=376667	AU	cylinder	?/4*d^2*h	12			cell	 4x9-14				11	4		1	138,16			15,67626343		Corrected order from EUPODISCALES (BIDDULPHIALES, CENTRALES) to THALASSIOSIRALES		Species	cells in chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Skeletonema	Skeletonema marinoi			Sarno & Zingone 2005	376667	http://www.marinespecies.org/aphia.php?p=taxdetails&id=376667	AU	cylinder	?/4*d^2*h	13			cell	 4x15-25				21	4		1	263,76			26,48457044		Corrected order from EUPODISCALES (BIDDULPHIALES, CENTRALES) to THALASSIOSIRALES		Species	cells in chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Skeletonema	Skeletonema marinoi			Sarno & Zingone 2005	376667	http://www.marinespecies.org/aphia.php?p=taxdetails&id=376667	AU	cylinder	?/4*d^2*h	14			cell	 5x9-14				11	5		1	215,875			22,51285603		Corrected order from EUPODISCALES (BIDDULPHIALES, CENTRALES) to THALASSIOSIRALES		Species	cells in chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Skeletonema	Skeletonema marinoi			Sarno & Zingone 2005	376667	http://www.marinespecies.org/aphia.php?p=taxdetails&id=376667	AU	cylinder	?/4*d^2*h	15			cell	 5x15-25				19	5		1	372,875			35,06955836		Corrected order from EUPODISCALES (BIDDULPHIALES, CENTRALES) to THALASSIOSIRALES		Species	cells in chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Skeletonema	Skeletonema marinoi			Sarno & Zingone 2005	376667	http://www.marinespecies.org/aphia.php?p=taxdetails&id=376667	AU	cylinder	?/4*d^2*h	16			cell	 6x9-14				11	6		1	310,86			30,25955766		Corrected order from EUPODISCALES (BIDDULPHIALES, CENTRALES) to THALASSIOSIRALES		Species	cells in chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Skeletonema	Skeletonema marinoi			Sarno & Zingone 2005	376667	http://www.marinespecies.org/aphia.php?p=taxdetails&id=376667	AU	cylinder	?/4*d^2*h	17			cell	 6x15-25				19	6		1	536,94			47,13703681		Corrected order from EUPODISCALES (BIDDULPHIALES, CENTRALES) to THALASSIOSIRALES		Species	cells in chains
PEG_BVOL2021	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Skeletonema	Skeletonema marinoi			Sarno & Zingone 2005	376667	http://www.marinespecies.org/aphia.php?p=taxdetails&id=376667	AU	cylinder	?/4*d^2*h	18			cell	 7x9-14				11	7		1	423,115			38,85530013		Corrected order from EUPODISCALES (BIDDULPHIALES, CENTRALES) to THALASSIOSIRALES		Species	cells in chains
