taxon_id	itis_id	url
110303	9879	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=9879
110314	9884	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=9884
110316	9881	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=9881
110321	10390	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=10390
110325	550492	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=550492
110631	9626	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=9626
110648	180843	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=180843
110651	180847	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=180847
111958	44046	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=44046
112299	44066	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=44066
112311	44123	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=44123
112315	44048	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=44048
113843	44067	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=44067
113902	44057	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=44057
115058	1935	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1935
115059	610061	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=610061
115060	2137	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=2137
115061	2158	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=2158
115063	1937	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1937
115070	2146	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=2146
115072	2171	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=2171
115073	2159	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=2159
115075	1938	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1938
115078	705611	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=705611
115081	2222	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=2222
115082	2226	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=2226
115083	2187	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=2187
115084	2234	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=2234
115085	2139	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=2139
115087	2209	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=2209
115088	2172	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=2172
115090	2160	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=2160
