List	HELCOM area	OSPAR area	Division	Class	Order	Genus	Species	SFLAG	STAGE	Author	AphiaID	AphiaID_link	Trophy	Geometric_shape	FORMULA	SizeClassNo	Nonvalid_SIZCL	Not_accepted_name	Unit	SizeRange	Length(l1)µm	Length(l2)µm	Width(w)µm	Height(h)µm	Diameter(d1)µm	Diameter(d2)µm	No_of_cells/counting_unit	Calculated_volume_µm3	Comment	Filament_length_of_cell(µm)	Calculated_Carbon_pg/counting_unit	Comment_on_Carbon_calculation	Corrections/Additions - NOT IMPORTED, NOT handled by ICES	Synonyms - NOT IMPORTED, NOT handled by ICES	WORMS Rank	"Comment_on_colony_form "" - "" indicates solitary life form, i.e. does nor form colonies  - NOT IMPORTED, NOT handled by ICES"
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Gomphosphaeria	Gomphosphaeria salina			Komárek & Hindák 1988	177136	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177136	AU	rotational ellipsoid	?/6*d^2*l	1			cell	4-6.5x10.4-15	12,7				5		1	166,158333			26,273869				Species	Spherical or irregular / cells only on surface, in one layer
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Gomphosphaeria	Gomphosphaeria salina			Komárek & Hindák 1988	177136	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177136	AU	rotational ellipsoid	?/6*d^2*l	2			colony	4-6.5x10.4-15	12,7				5		20	3323,166667			525,477378	based on individual cell			Species	Spherical or irregular / cells only on surface, in one layer
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Gomphosphaeria	Gomphosphaeria salina			Komárek & Hindák 1988	177136	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177136	AU	rotational ellipsoid	?/6*d^2*l	3			colony	4-6.5x10.4-15	12,7				5		50	8307,916667			1313,693445	based on individual cell			Species	Spherical or irregular / cells only on surface, in one layer
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Gomphosphaeria	Gomphosphaeria			Kützing 1836 	146570	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146570	AU	rotational ellipsoid	?/6*d^2*l	1			cell	 3-4x6-8	7				3,5		1	44,875833			7,685878				Genus	Spherical or irregular / cells only on surface, in one layer
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Gomphosphaeria	Gomphosphaeria			Kützing 1836 	146570	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146570	AU	rotational ellipsoid	?/6*d^2*l	2			colony	 3-4x6-8	7				3,5		20	897,516667			153,71757	based on individual cell			Genus	Spherical or irregular / cells only on surface, in one layer
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Gomphosphaeria	Gomphosphaeria			Kützing 1836 	146570	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146570	AU	rotational ellipsoid	?/6*d^2*l	3			colony	 3-4x6-8	7				3,5		50	2243,791667			384,293924	based on individual cell			Genus	Spherical or irregular / cells only on surface, in one layer
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Limnococcus	Limnococcus limneticus			(Lemmermann) Komárková, Jezberová, O.Komárek & Zapomelová 2010	576250	http://www.marinespecies.org/aphia.php?p=taxdetails&id=576250	AU	sphere	?/6*d^3	1			cell	 6-8					7		1	179,503333			28,250611			Chroococcus limneticus	Species	Solitary or spherical or irregular colony/ filled with cells arranged in packet-like groups
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Limnococcus	Limnococcus limneticus			(Lemmermann) Komárková, Jezberová, O.Komárek & Zapomelová 2010	576250	http://www.marinespecies.org/aphia.php?p=taxdetails&id=576250	AU	sphere	?/6*d^3	2			cell	 8-12					10		1	523,333333			77,159014			Chroococcus limneticus	Species	Solitary or spherical or irregular colony/ filled with cells arranged in packet-like groups
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis aeruginosa			(Kützing) Kützing 1846	146558	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146558	AU	sphere	?/6*d^3	1			cell	 4-6					5		1	65,416667			10,94927				Species	Irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis aeruginosa			(Kützing) Kützing 1846	146558	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146558	AU	sphere	?/6*d^3	2			colony	 4-6					5		20	1308,333333			218,985402	based on individual cell			Species	Irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis aeruginosa			(Kützing) Kützing 1846	146558	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146558	AU	sphere	?/6*d^3	3			colony	 4-6					5		50	3270,833333			547,463504	based on individual cell			Species	Irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis aeruginosa			(Kützing) Kützing 1846	146558	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146558	AU	sphere	?/6*d^3	4			colony	 4-6					5		100	6541,666667			1094,927009	based on individual cell			Species	Irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis flos-aquae			(Wittrock in Wittrock & Nordstedt) Kirchner 1898	146560	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146560	AU	sphere	?/6*d^3	1			cell	 3.5-4.8					4		1	33,493333			5,839688				Species	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis flos-aquae			(Wittrock in Wittrock & Nordstedt) Kirchner 1898	146560	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146560	AU	sphere	?/6*d^3	2			colony	 3.5-4.8					4		20	669,866667			116,793765	based on individual cell			Species	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis flos-aquae			(Wittrock in Wittrock & Nordstedt) Kirchner 1898	146560	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146560	AU	sphere	?/6*d^3	3			colony	 3.5-4.8					4		50	1674,666667			291,984412	based on individual cell			Species	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis flos-aquae			(Wittrock in Wittrock & Nordstedt) Kirchner 1898	146560	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146560	AU	sphere	?/6*d^3	4			colony	 3.5-4.8					4		100	3349,333333			583,968824	based on individual cell			Species	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis ichthyoblabe			(G.Kunze) Kützing 1843	177245	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177245	AU	sphere	?/6*d^3	1			cell	 2-3.2					2,6		1	9,198107			1,735268				Species	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis ichthyoblabe			(G.Kunze) Kützing 1843	177245	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177245	AU	sphere	?/6*d^3	2			colony	 2-3.2					2,6		20	183,962133			34,705362	based on individual cell			Species	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis ichthyoblabe			(G.Kunze) Kützing 1843	177245	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177245	AU	sphere	?/6*d^3	3			colony	 2-3.2					2,6		50	459,905333			86,763406	based on individual cell			Species	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis ichthyoblabe			(G.Kunze) Kützing 1843	177245	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177245	AU	sphere	?/6*d^3	4			colony	 2-3.2					2,6		100	919,810667			173,526812	based on individual cell			Species	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis novacekii			(Komárek) Compère 1974	177252	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177252	AU	sphere	?/6*d^3	1			cell	 3-5.5					4,2		1	38,77272			6,700079				Species	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis novacekii			(Komárek) Compère 1974	177252	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177252	AU	sphere	?/6*d^3	2			colony	 3-5.5					4,2		20	775,4544			134,001578	based on individual cell			Species	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis novacekii			(Komárek) Compère 1974	177252	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177252	AU	sphere	?/6*d^3	3			colony	 3-5.5					4,2		50	1938,636			335,003946	based on individual cell			Species	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis novacekii			(Komárek) Compère 1974	177252	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177252	AU	sphere	?/6*d^3	4			colony	 3-5.5					4,2		100	3877,272			670,007891	based on individual cell			Species	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis viridis			(A.Braun) Lemmermann 1903	177400	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177400	AU	sphere	?/6*d^3	1			cell	 3.5-7					5		1	65,416667			10,94927				Species	Cubic or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis viridis			(A.Braun) Lemmermann 1903	177400	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177400	AU	sphere	?/6*d^3	2			colony	 3.5-7					5		4	261,666667			43,79708	based on individual cell			Species	Cubic or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis viridis			(A.Braun) Lemmermann 1903	177400	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177400	AU	sphere	?/6*d^3	3			colony	 3.5-7					5		20	1308,333333			218,985402	based on individual cell			Species	Cubic or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis viridis			(A.Braun) Lemmermann 1903	177400	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177400	AU	sphere	?/6*d^3	4			colony	 3.5-7					5		50	3270,833333			547,463504	based on individual cell			Species	Cubic or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis viridis			(A.Braun) Lemmermann 1903	177400	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177400	AU	sphere	?/6*d^3	5			colony	 3.5-7					5		100	6541,666667			1094,927009	based on individual cell			Species	Cubic or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis wesenbergii			(Komárek) Komárek ex Komárek 2006	146561	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146561	AU	sphere	?/6*d^3	1			cell	 4-7					5		1	65,416667			10,94927				Species	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis wesenbergii			(Komárek) Komárek ex Komárek 2006	146561	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146561	AU	sphere	?/6*d^3	2			colony	 4-7					5		20	1308,333333			218,985402	based on individual cell			Species	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis wesenbergii			(Komárek) Komárek ex Komárek 2006	146561	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146561	AU	sphere	?/6*d^3	3			colony	 4-7					5		50	3270,833333			547,463504	based on individual cell			Species	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis wesenbergii			(Komárek) Komárek ex Komárek 2006	146561	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146561	AU	sphere	?/6*d^3	4			colony	 4-7					5		100	6541,666667			1094,927009	based on individual cell			Species	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis			Lemmermann 1907	146557	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146557	AU	sphere	?/6*d^3	1			cell	 1-3					2		1	4,186667			0,828682				Genus	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis			Lemmermann 1907	146557	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146557	AU	sphere	?/6*d^3	2			colony	 1-3					2		20	83,733333			16,57365	based on individual cell			Genus	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis			Lemmermann 1907	146557	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146557	AU	sphere	?/6*d^3	3			colony	 1-3					2		50	209,333333			41,434125	based on individual cell			Genus	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis			Lemmermann 1907	146557	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146557	AU	sphere	?/6*d^3	4			colony	 1-3					2		100	418,666667			82,868249	based on individual cell			Genus	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis			Lemmermann 1907	146557	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146557	AU	sphere	?/6*d^3	5			cell	 3-7					5		1	65,416667			10,94927				Genus	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis			Lemmermann 1907	146557	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146557	AU	sphere	?/6*d^3	6			colony	 3-7					5		20	1308,333333			218,985402	based on individual cell			Genus	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis			Lemmermann 1907	146557	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146557	AU	sphere	?/6*d^3	7			colony	 3-7					5		50	3270,833333			547,463504	based on individual cell			Genus	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Microcystis	Microcystis			Lemmermann 1907	146557	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146557	AU	sphere	?/6*d^3	8			colony	 3-7					5		100	6541,666667			1094,927009	based on individual cell			Genus	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Radiocystis	Radiocystis geminata			Skuja 1948	177431	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177431	AU	rotational ellipsoid	?/6*d^2*l	1			cell	 3x4	4				3		1	18,84			3,40216				Species	Irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Radiocystis	Radiocystis geminata			Skuja 1948	177431	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177431	AU	rotational ellipsoid	?/6*d^2*l	2			colony	 3x4	4				3		10	188,4			34,021598	based on individual cell			Species	Irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Radiocystis	Radiocystis geminata			Skuja 1948	177431	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177431	AU	rotational ellipsoid	?/6*d^2*l	3			colony	 3x4	4				3		20	376,8			68,043197	based on individual cell			Species	Irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	CHROOCOCCALES	Radiocystis	Radiocystis geminata			Skuja 1948	177431	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177431	AU	rotational ellipsoid	?/6*d^2*l	4			colony	 3x4	4				3		50	942			170,107992	based on individual cell			Species	Irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Anathece	Anathece bachmannii			(Komárek & Cronberg) Komárek, Kastovsky & Jezberová 2011	624957	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624957	AU	rotational ellipsoid	?/6*d^2*l	2			colony	0.5-1x0.8-2	1,25				0,9		20	10,5975			2,379483	based on individual cell		Aphanothece bachmannii	Species	Flat or wavy / cells arranged in one plane of the colony                                    
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Anathece	Anathece bachmannii			(Komárek & Cronberg) Komárek, Kastovsky & Jezberová 2011	624957	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624957	AU	rotational ellipsoid	?/6*d^2*l	3			colony	0.5-1x0.8-2	1,25				0,9		50	26,49375			5,948707	based on individual cell		Aphanothece bachmannii	Species	Flat or wavy / cells arranged in one plane of the colony                                    
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Anathece	Anathece bachmannii			(Komárek & Cronberg) Komárek, Kastovsky & Jezberová 2011	624957	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624957	AU	rotational ellipsoid	?/6*d^2*l	4			colony	0.5-1x0.8-2	1,25				0,9		100	52,9875			11,897415	based on individual cell		Aphanothece bachmannii	Species	Flat or wavy / cells arranged in one plane of the colony                                    
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Anathece	Anathece bachmannii			(Komárek & Cronberg) Komárek, Kastovsky & Jezberová 2011	624957	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624957	AU	rotational ellipsoid	?/6*d^2*l	5			colony	0.5-1x0.8-2	1,25				0,9		200	105,975			23,794829	based on individual cell		Aphanothece bachmannii	Species	Flat or wavy / cells arranged in one plane of the colony                                    
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Anathece	Anathece bachmannii			(Komárek & Cronberg) Komárek, Kastovsky & Jezberová 2011	624957	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624957	AU	rotational ellipsoid	?/6*d^2*l	6			cell	0.5-1x0.8-2	1,25				0,9		1	0,529875			0,118974			Aphanothece bachmannii	Species	Flat or wavy / cells arranged in one plane of the colony                                    
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Anathece	Anathece clathrata			(W.West & G.S.West) Komárek, Kastovsky & Jezberová 2011	699619	http://www.marinespecies.org/aphia.php?p=taxdetails&id=699619	AU	rotational ellipsoid	?/6*d^2*l	1			cell	 0.4-2x0.8-3.5	2,5				1,2		1	1,884			0,391521			Aphanothece clathrata	Species	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Anathece	Anathece clathrata			(W.West & G.S.West) Komárek, Kastovsky & Jezberová 2011	699619	http://www.marinespecies.org/aphia.php?p=taxdetails&id=699619	AU	rotational ellipsoid	?/6*d^2*l	2			colony	 0.4-2x0.8-3.5	2,5				1,2		20	37,68			7,830414	based on individual cell		Aphanothece clathrata	Species	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Anathece	Anathece clathrata			(W.West & G.S.West) Komárek, Kastovsky & Jezberová 2011	699619	http://www.marinespecies.org/aphia.php?p=taxdetails&id=699619	AU	rotational ellipsoid	?/6*d^2*l	3			colony	 0.4-2x0.8-3.5	2,5				1,2		50	94,2			19,576034	based on individual cell		Aphanothece clathrata	Species	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Anathece	Anathece clathrata			(W.West & G.S.West) Komárek, Kastovsky & Jezberová 2011	699619	http://www.marinespecies.org/aphia.php?p=taxdetails&id=699619	AU	rotational ellipsoid	?/6*d^2*l	4			colony	 0.4-2x0.8-3.5	2,5				1,2		100	188,4			39,152069	based on individual cell		Aphanothece clathrata	Species	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Anathece	Anathece clathrata			(W.West & G.S.West) Komárek, Kastovsky & Jezberová 2011	699619	http://www.marinespecies.org/aphia.php?p=taxdetails&id=699619	AU	rotational ellipsoid	?/6*d^2*l	5			colony	 0.4-2x0.8-3.5	2,5				1,2		200	376,8			78,304138	based on individual cell		Aphanothece clathrata	Species	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Anathece	Anathece minutissima			(West) Komárek, Kastovsky & Jezberová 2011	624955	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624955	AU	rotational ellipsoid	?/6*d^2*l	1			cell	0.8-1x1-2	1,5				0,9		1	0,63585			0,14119			Aphanothece minutissima	Species	Spherical or irregular / filled with cells (cells also inside colony)
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Anathece	Anathece minutissima			(West) Komárek, Kastovsky & Jezberová 2011	624955	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624955	AU	rotational ellipsoid	?/6*d^2*l	2			colony	0.8-1x1-2	1,5				0,9		20	12,717			2,823799	based on individual cell		Aphanothece minutissima	Species	Spherical or irregular / filled with cells (cells also inside colony)
