scientific_name	dyntaxa_id	author	valid_name	taxon_id
Leegaardiella	1010645	Lynn & Montagnes, 1988	Leegaardiella	101179
Lohmanniella	1010646	Leegaard, 1915	Lohmanniella	101180
Strobilidium	1010647	Schewiakoff, 1892	Strobilidium	101185
Laboea	1010656	Lohmann, 1908	Laboea	101190
Strombidium	1010651	Claparède & Lachmann, 1859	Strombidium	101195
Tontonia	1010657	Fauré-Fremiet, 1914	Tontonia	101196
Strombidinopsis	1010650	Kent, 1881	Strombidinopsis	101198
Leegaardiella ovalis	238513	Lynn & Montagnes, 1988	Leegaardiella ovalis	101206
Leegaardiella sol	238514	Lynn & Montagnes, 1988	Leegaardiella sol	101207
Lohmanniella oviformis	238515	Leegaard, 1915	Lohmanniella oviformis	101209
Laboea strobila	238560	Lohmann, 1908	Laboea strobila	101264
Strombidium capitatum	238525	(Leegaard, 1915) Kahl, 1932	Strombidium capitatum	101282
Strombidium compressum	238527	(Leegaard, 1915)	Strombidium compressum	101287
Strombidium conicoides	238528	(Leegaard, 1915)	Strombidium conicoides	101288
Strombidium conicum	238529	(Lohmann, 1908)	Strombidium conicum	101289
Strombidium lagenula	238532	Fuaré-Fremiet	Strombidium lagenula	101310
Strombidium reticulatum	238533	(Leegaard, 1915)	Strombidium reticulatum	101325
Strombidium sulcatum	238534	Claparède et Lachmann, 1858	Strombidium sulcatum	101335
Strombidium vestitum	238535	(Leegaard, 1915)	Strombidium vestitum	101342
Strombidium wulffi	238536	(Wulff, 1919)	Strombidium wulffi	101344
Strombidinopsis acuminata	238524	Fauré-Fremiet, 1924	Strombidinopsis acuminata	101350
Sphacelariales	3000327	Mig.	Sphacelariales	1028
Amastigomonas	1010677	NA	Amastigomonas	103425
Amastigomonas debruynei	238612	De Saedeleer, 1931	Amastigomonas debruynei	103429
Amastigomonas mutabilis	238613	(Griessmann) Molina & Nerad, 1991	Amastigomonas mutabilis	103430
Cafeteria	1010338	Fenchel & D.J.Patt.	Cafeteria	103989
Pseudobodo	1010340	Greissmann	Pseudobobo	103990
Caecitellus	1010341	D.J.Patt., K. Nygaard, G. Steinberg & Turley	Caecitellus	103991
Bicosoeca gracilipes	237158	Clark	Bicosoeca gracilipes	103996
Bicosoeca lacustris	237152	Clark	Bicosoeca lacustris	103997
Bicosoeca maris	237153	Picken	Bicosoeca maris	103998
Bicosoeca mediterranea	237159	Pavillard	Bicosoeca mediterranea	103999
Bicosoeca mignotii	237154	Moestrup, Thomsen & Hibberd in Vørs	Bicosoeca mignotii	104000
Bicosoeca petiolata	237156	(F. Stein) Bourr.	Bicosoeca petiolata	104002
Bicosoeca planctonica	237157	Kisselev	Bicosoeca planctonica	104003
Cafeteria roenbergensis	237146	Fenchel & D.J.Patt.	Cafeteria roenbergensis	104012
Pseudobodo tremulans	237149	Griessmann	Pseudobobo tremulans	104015
Caecitellus parvulus	237150	(Grissmann) Patterson et al., 1993	Caecitellus parvulus	104016
Acanthocorbis	1010537	S.Hara & E.Takah.	Acanthocorbis	105501
Acanthoeca	1010538	W.N.Ellis	Acanthoeca	105502
Bicosta	1010540	B.Leadb.	Bicosta	105505
Calliacantha	1010541	B.Leadb.	Calliacantha	105506
Cosmoeca	1010546	NA	Cosmoeca	105510
Crinolina	1010547	H.A.Thomsen	Crinolina	105511
Crucispina	1010548	NA	Crucispina	105512
Diaphanoeca	1010550	W.N.Ellis	Diaphanoeca	105513
Monocosta	1010552	NA	Monocosta	105516
Nannoeca	1010554	NA	Nannoeca	105517
Parvicorbicula	1010555	Deflandre	Parvicorbicula	105518
Platypleura	1010556	NA	Platypleura	105519
Pleurasiga	1010557	J.Schiller	Pleurasiga	105520
Polyfibula	1016350	NA	Polyfibula	105521
Polyoeca	1010559	NA	Polyoeca	105522
Saepicula	1010561	NA	Saepicula	105524
Saroeca	1010563	NA	Saroeca	105525
Savillea	1010564	NA	Savillea	105526
Stephanoeca	1010565	W.N.Ellis	Stephanoeca	105529
Codosiga	1010545	H.J.Clark	Codosiga	105531
Desmarella	1010549	Kent	Desmarella	105532
Monosiga	1010553	Kent	Monosiga	105535
Proterospongia	1010560	NA	Proterospongia	105536
Pachysoeca	1015226	Ellis	Pachysoeca	105540
Salpingoeca	1010562	H.J. Clark	Salpingoeca	105541
Acanthocorbis apoda	238089	(Leadbeater) Hara & Takahashi, 1984	Acanthocorbis apoda	105542
Acanthocorbis asymmetrica	238090	(Thomsen) Hara & Takahashi, 1984	Acanthocorbis asymmetrica	105543
Acanthocorbis campanula	238091	(Espeland) Thomsen in Thomsen, Buck & Chavez, 1991	Acanthocorbis campanula	105544
Acanthocorbis haurakiana	238092	Thomsen in Thomsen, Buck & Chavez, 1991	Acanthocorbis haurakiana	105545
Acanthocorbis unguiculata	238093	(Thomsen) Hara & Takahashi, 1984	Acanthocorbis unguiculata	105546
Acanthoeca brevipoda	238094	Ellis, 1930	Acanthoeca brevipoda	105547
Acanthoeca spectabilis	238095	Ellis, 1930	Acanthoeca spectabilis	105548
Bicosta antennigera	238097	Moestrup, 1979	Bicosta antennigera	105556
Bicosta minor	238098	(Reynolds) Leadbeater, 1978	Bicosta minor	105557
Bicosta spinifera	238099	(Throndsen) Leadbeater, 1978	Bicosta spinifera	105558
Calliacantha longicaudata	238100	(Leadbeater) Leadbeater, 1978	Calliacantha longicaudata	105559
Calliacantha multispina	238101	Manton & Oates	Calliacantha multispina	105560
Calliacantha natans	238102	(Grøntved) Leadbeater, 1978	Calliacantha natans	105561
Calliacantha simplex	238103	Manton & Oates, 1979	Calliacantha simplex	105562
Cosmoeca norvegica	238109	Thomsen in Thomsen & Boonruang, 1984	Cosmoeca norvegica	105567
Cosmoeca ventricosa	238110	Thomsen in Thomsen & Boonruang, 1984	Cosmoeca ventricosa	105568
Crinolina isefiordensis	238112	Thomsen, 1976	Crinolina isefiordensis	105569
Crucispina cruciformis	238113	Espeland in Espeland & Throndsen, 1986	Crucispina cruciformis	105570
Diaphanoeca grandis	238115	Ellis, 1930	Diaphanoeca grandis	105571
Diaphanoeca pedicellata	238116	Leadbeater, 1972	Diaphanoeca pedicellata	105573
Diaphanoeca sphaerica	238117	Thomsen, 1982	Diaphanoeca sphaerica	105574
Diaphanoeca undulata	238118	Thomsen, 1982	Diaphanoeca undulata	105575
Monocosta fennica	238120	Thomsen, 1979	Monocosta fennica	105578
Nannoeca minuta	238125	(Leadbeater) Thomsen, 1988	Nannoeca minuta	105579
Parvicorbicula circularis	238126	Thomsen, 1976	Parvicorbicula circularis	105582
Parvicorbicula quadricostata	238127	Throndsen, 1970	Parvicorbicula quadricostata	105587
Parvicorbicula socialis	238128	(Meunier) Deflandre, 1960	Parvicorbicula socialis	105588
Parvicorbicula superpositus	238129	Booth, 1990	Parvicorbicula superpositus	105590
Platypleura infundibuliformis	238130	(Leadbeater) Thomsen in Thomsen & Boonruang, 1983	Platypleura infundibuliformis	105591
Pleurasiga echinocostata	238131	Espeland in Espeland & Throndsen, 1986	Pleurasiga echinocostata	105595
Pleurasiga minima	238132	Throndsen, 1970	Pleurasiga minima	105598
Pleurasiga reynoldsii	238133	Throndsen, 1970	Pleurasiga reynoldsii	105601
Polyfibula sphyrelata	263847	(Thomsen) Manton in Manton & Bremer, 1981	Polyfibula sphyrelata	105605
Polyoeca dichotoma	238135	(Kent, 1881)	Polyoeca dichotoma	105607
Saepicula pulchra	238137	Leadbeater, 1980	Saepicula pulchra	105610
Saroeca attenuata	238145	Thomsen, 1979	Saroeca attenuata	105611
Savillea micropora	238146	(Norris) Leadbeater, 1975	Savillea micropora	105612
Savillea parva	238147	(Ellis) Loeblich III, 1967	Savillea parva	105613
Stephanoeca apheles	238148	Thomsen, Buck & Chavez, 1991	Stephanoeca apheles	105617
Stephanoeca complexa	238149	(Norris) Throndsen, 1974	Stephanoeca complexa	105620
Stephanoeca cupula	238150	(Leadbeater) Thomsen, 1988	Stephanoeca cupula	105622
Stephanoeca diplocostata	238151	Ellis, 1930	Stephanoeca diplocostata	105623
Stephanoeca elegans	238152	(Norris) Throndsen, 1974	Stephanoeca elegans	105624
Stephanoeca kentii	238153	Ellis, 1930	Stephanoeca kentii	105625
Stephanoeca norrisii	238154	Thomsen, 1973	Stephanoeca norrisii	105626
Stephanoeca urnula	238155	Thomsen, 1973	Stephanoeca urnula	105631
Codosiga botrytis	238108	(Ehrenb.) Kent	Codosiga botrytis	105633
Desmarella moniliformis	238114	Kent	Desmarella moniliformis	105636
Monosiga marina	238122	Grøntved	Monosiga marina	105643
Monosiga micropelagica	238123	Throndsen	Monosiga micropelagica	105644
Monosiga ovata	238124	Kent, 1880	Monosiga ovata	105645
Salpingoeca aggregata	238138	Valkanov	Salpingoeca aggregata	105654
Salpingoeca amphoridium	238140	James-Clark	Salpingoeca amphoridium	105655
Salpingoeca collaris	238141	Stokes	Salpingoeca collaris	105661
Salpingoeca inquillata	238143	Kent	Salpingoeca inquillata	105668
Salpingoeca marina	238144	James-Clark	Salpingoeca marina	105671
Chroomonas	1010531	Hansg.	Chroomonas	106281
Cryptomonas	1010525	Ehrenb.	Cryptomonas	106282
Plagioselmis	1010527	Butcher ex G.Novarino, I.A.N.Lucas & S.Morrall	Plagioselmis	106283
Teleaulax	1010533	Hill	Teleaulax	106285
Goniomonas	1010528	S.F.N. von Stein	Goniomonas	106286
Hemiselmis	1010530	Parke	Hemiselmis	106287
Pyrenomonas	1016225	Santore	Pyrenomonas	106288
Rhodomonas	1010534	Karsten	Rhodomonas	106289
Chroomonas baltica	238050	(Büttner) N. Carter, 1937	Chroomonas baltica	106292
Chroomonas vectensis	238059	N. Carter, 1937	Chroomonas vectensis	106295
Cryptomonas baltica	6329123	(G.Karst.) Butcher	Cryptomonas baltica	106297
Plagioselmis prolonga	238063	Butcher	Teleaulax amphioxeia	106303
Teleaulax acuta	238062	(Butcher) Hill	Teleaulax acuta	106305
Teleaulax amphioxeia	238063	(Conrad) Hill, 1992	Teleaulax amphioxeia	106306
Goniomonas amphinema	238038	Larsen & Patterson, 1990	Goniomonas amphinema	106307
Goniomonas pacifica	238039	Larsen & Patterson, 1990	Goniomonas pacifica	106308
Goniomonas truncata	238040	(Fresenius) Stein, 1878	Goniomonas truncata	106309
Hemiselmis virescens	238049	Droop, 1955	Hemiselmis virescens	106310
Rhodomonas marina	238074	(Dang.) Lemmerm.	Rhodomonas marina	106314
Rhodomonas salina	238075	(Wislouch) D.R.A.Hill & Wetherbee	Rhodomonas salina	106316
Blastodiniales	3000849	Chatton	Blastodiniales	109386
Desmocapsales	3000672	NA	Desmocapsales	109388
Gonyaulacales	3000851	F.J.R.Taylor	Gonyaulacales	109391
Gymnodiniales	3000619	Apstein	Gymnodiniales	109392
Noctilucales	3000626	Haeckel	Noctilucales	109393
Peridiniales	3000850	Haeckel	Peridiniales	109394
Phytodiniales	3000848	T.A.Chr.	Phytodiniales	109395
Prorocentrales	3000620	Lemmerm.	Prorocentrales	109396
Pyrocystales	3000851	Apstein	Gonyaulacales	109398
Chytriodiniaceae	2003586	Cachon & Cachon-Enj.	Chytriodiniaceae	109400
Amoebophryaceae	2003593	Cachon ex A.R.Loebl.	Amoebophryaceae	109401
Desmocapsaceae	2003575	NA	Desmocapsaceae	109403
Goniodomataceae	2003231	Er.Lindem.	Goniodomataceae	109408
Actiniscaceae	2003248	Kütz.	Actiniscaceae	109409
Gymnodiniaceae	2003241	Lank.	Gymnodiniaceae	109410
Lophodiniaceae	2003245	B.F.Osorio	Lophodiniaceae	109412
Polykrikaceae	2003241	Kof. & Swezy	Gymnodiniaceae	109413
Warnowiaceae	2003242	Er.Lindem.	Warnowiaceae	109415
Leptodiscaceae	2003583	Kof. in Kof. & Swezy	Leptodiscaceae	109417
Noctilucaceae	2003252	Kent	Noctilucaceae	109418
Ceratiaceae	2003239	Kof.	Ceratiaceae	109421
Ceratocoryaceae	2003577	Er.Lindem.	Ceratocoryaceae	109422
Cladopyxidaceae	2003238	Kof.	Cladopyxidaceae	109425
Crypthecodiniaceae	2003236	Biecheler	Crypthecodiniaceae	109426
Dinosphaeraceae	2003578	Er.Lindem.	Dinosphaeraceae	109427
Gonyaulacaceae	2003233	Er.Lindem.	Gonyaulacaceae	109428
Heterodiniaceae	2003581	Er.Lindem.	Heterodiniaceae	109429
Ostreopsidaceae	2003579	Er.Lindem.	Ostreopsidaceae	109431
Oxytoxaceae	2003944	Er.Lindem.	Oxytoxaceae	109432
Peridiniaceae	2003230	Ehrenb.	Peridiniaceae	109433
Protoperidiniaceae	2003235	J.P.Bujak & E.H.Davies	Protoperidiniaceae	109435
Pyrophacaceae	2003237	Er.Lindem.	Pyrophacaceae	109436
Thecadiniaceae	2003576	Balech	Thecadiniaceae	109437
Thoracosphaeraceae	2003584	Schiller	Oodiniaceae	109438
Phytodiniaceae	2003596	Klebs	Phytodiniaceae	109440
Prorocentraceae	2003244	F.Stein	Prorocentraceae	109442
Pyrocystaceae	2003247	(F.Schütt) Lemmerm.	Pyrocystaceae	109444
Amoebophrya	1010700	Koeppen, 1894	Amoebophrya	109448
Adinimonas	1013843	J.Schiller	Adinimonas	109449
Kolkwitziella	1010569	Lindemann	Kolkwitziella	109453
Dinophysis	1010631	Ehrenb.	Dinophysis	109462
Phalacroma	1016219	F.Stein	Phalacroma	109466
Sinophysis	1010632	Nie & C.Wang	Sinophysis	109467
Fragilidium	1010599	Balech ex Loeblich III	Fragilidium	109468
Alexandrium	1010588	Halim	Alexandrium	109470
Achradina	1010628	Lohmann	Achradina	109471
Actiniscus	1010629	Ehrenb.	Actiniscus	109472
Amphidinium	1010608	Claperède & Lachmann	Amphidinium	109473
Cochlodinium	1010610	F.Schütt	Cochlodinium	109474
Gymnodinium	1010606	Stein	Gymnodinium	109475
Gyrodinium	1010609	Kof. & Swezy	Gyrodinium	109476
Katodinium	1010607	Fott	Katodinium	109477
Torodinium	1010611	Kof. & Swezy	Torodinium	109479
Hemidinium	1010605	Stein	Hemidinium	109480
Pheopolykrikos	1010618	Chatton	Pheopolykrikos	109484
Polykrikos	1010619	Buetschli	Polykrikos	109485
Oxyrrhis	1010625	Dujardin	Oxyrrhis	109486
Pronoctiluca	1010633	Fabre-Dom.	Pronoctiluca	109487
Nematodinium	1010615	Kofoid & Swezy	Nematodinium	109490
Warnowia	1010616	Lindemann	Warnowia	109491
Woloszynskia	1010622	R.H.Thomps.	Woloszynskia	109492
Kofoidinium	1010634	Pavillard	Kofoidinium	109499
Noctiluca	1010635	Suriray	Noctiluca	109500
Spatulodinium	1010636	Cachon & Cachon-Enj.	Spatulodinium	109502
Pentapharsodinium	1010579	Indelicato & Loeblich III	Pentapharsodinium	109504
Preperidinium	1010595	Mangin	Preperidinium	109505
Ceratium	1010604	Schrank	Ceratium	109506
Cladopyxis	1010601	Stein	Cladopyxis	109509
Micracanthodinium	1010602	Deflandre	Micracanthodinium	109510
Crypthecodinium	1010598	Biecheler	Crypthecodinium	109514
Diplopsalis	1010592	Bergh	Diplopsalis	109515
Amphidoma	1010583	Stein	Amphidoma	109517
Amylax	1010584	Meunier	Amylax	109518
Gonyaulax	1010585	Diesing	Gonyaulax	109519
Boreadinium	1010590	J.D.Dodge & Hermes	Boreadinium	109523
Oxytoxum	1010573	Stein	Oxytoxum	109528
Coolia	1016190	Meunier	Coolia	109534
Diplopelta	1010591	(F.Stein) Jørg.	Diplopelta	109535
Diplopsalopsis	1010593	Meunier	Diplopsalopsis	109537
Glenodinium	1010574	C.G. Ehrenberg ex Ralfs	Glenodinium	109538
Heterocapsa	1010571	Stein	Heterocapsa	109540
Kryptoperidinium	1010581	Er.Lindem.	Kryptoperidinium	109541
Oblea	1010594	Balech ex Loeblich Jr. & Loeblich III	Oblea	109542
Peridiniella	1010603	Kofoid & Michener	Peridiniella	109543
Peridiniopsis	1010575	Lemmerm.	Peridiniopsis	109544
Scrippsiella	1010578	Balech ex A.R.Loebl.	Scrippsiella	109545
Peridinium	1010576	Ehrenb.	Peridinium	109549
Podolampas	1010589	Stein	Podolampas	109550
Protoperidinium	1010596	Bergh	Protoperidinium	109553
Pyrophacus	1010600	F.Stein	Pyrophacus	109555
Amphidiniopsis	1010572	Wołosz.	Amphidiniopsis	109556
Thecadinium	1016238	Kof. & Skogsb.	Thecadinium	109557
Goniodoma	1010582	Stein	Goniodoma	109559
Mesoporos	1010621	Lillick	Mesoporos	109564
Prorocentrum	1010620	Ehrenb.	Prorocentrum	109566
Protoceratium	1010586	Bergh	Protoceratium	109567
Pyrocystis	1010626	J.Murray ex Haeckel	Pyrocystis	109571
Amoebophrya ceratii	238655	(Koeppen) Cachon, 1964	Amoebophrya ceratii	109578
Kolkwitziella acuta	238162	(Apstein) Elbrächter, 1993	Kolkwitziella acuta	109583
Dinophysis acuminata	238459	Claparède & Lachmann	Dinophysis acuminata	109603
Dinophysis acuta	238460	Ehrenb.	Dinophysis acuta	109604
Dinophysis caudata	238462	Saville-Kent	Dinophysis caudata	109612
Dinophysis dens	238463	Pavillard, 1915	Dinophysis dens	109616
Dinophysis fortii	6012117	Pavill.	Dinophysis fortii	109624
Dinophysis groenlandica	238464	(Schiller) Balech, 1967	Dinophysis groenlandica	109626
Dinophysis hastata	238465	Stein, 1883	Dinophysis hastata	109627
Dinophysis norvegica	238466	Claperède & Lachmann, 1859	Dinophysis norvegica	109637
Dinophysis odiosa	238467	(Pavillard) Tai & Skogsberg, 1934	Dinophysis odiosa	109638
Dinophysis ovata	238468	Claparède & Lachmann, 1859	Dinophysis ovata	109641
Dinophysis tripos	238474	Gourret, 1883	Dinophysis tripos	109662
Fragilidium subglobosum	238287	(von Stosch) Loeblich III	Fragilidium subglobosum	109705
Alexandrium leei	261361	Balech	Alexandrium leei	109710
Alexandrium minutum	238223	Halim	Alexandrium minutum	109711
Alexandrium ostenfeldii	238224	(Paulsen) Balech & Tangen	Alexandrium ostenfeldii	109712
Alexandrium pseudogonyaulax	238225	(Biecheler) Horiguchi ex Kita & Fukuyo	Alexandrium pseudogonyaulax	109713
Alexandrium tamarense	238226	(Lebour) Balech	Alexandrium tamarense	109714
Actiniscus pentasterias	238456	(Ehrenb.) Ehrenb.	Actiniscus pentasterias	109717
Amphidinium acutissimum	238364	Schiller, 1933	Amphidinium acutissimum	109718
Amphidinium carterae	238365	Hulburt, 1957	Amphidinium carterae	109723
Amphidinium crassum	238366	Lohmann, 1908	Amphidinium crassum	109726
Amphidinium incoloratum	238368	Campbell, 1973	Amphidinium incoloratum	109733
Amphidinium klebsii	238369	Kofoid & Swezy, 1921	Amphidinium klebsii	109735
Amphidinium longum	238370	Lohmann, 1908	Amphidinium longum	109741
Amphidinium operculatum	238371	Claparède & Lachmann, 1859	Amphidinium operculatum	109745
Amphidinium ovoideum	238372	(Lemmermann) Lemmermann, 1900	Amphidinium ovoideum	109746
Amphidinium sphenoides	238377	Wulff, 1916	Amphidinium sphenoides	109754
Cochlodinium achromaticum	238400	M.Lebour	Cochlodinium achromaticum	109759
Cochlodinium helicoides	238402	M.Lebour	Cochlodinium helicoides	109766
Cochlodinium helix	238403	(C.H.G.Pouchet) Lemmerm.	Cochlodinium helix	109767
Cochlodinium pellucidum	238404	Lohmann	Cochlodinium pellucidum	109770
Cochlodinium pupa	238405	M.Lebour	Cochlodinium pupa	109773
Gymnodinium abbreviatum	238322	Kofoid et Swezy	Gymnodinium abbreviatum	109777
Gymnodinium catenatum	238327	Graham	Gymnodinium catenatum	109784
Gymnodinium elongatum	6012139	B.Hope	Gymnodinium elongatum	109791
Gymnodinium endofasciculum	238330	Campbell	Gymnodinium endofasciculum	109792
Gymnodinium filum	238331	Lebour	Gymnodinium filum	109793
Gymnodinium fuscum	238333	(Ehrenb.) F. Stein	Gymnodinium fuscum	109794
Gymnodinium lantzschii	238341	Utermöhl	Gymnodinium lantzschii	109807
Gymnodinium nolleri	238345	Ellegaard & Moestrup	Gymnodinium nolleri	109818
Gymnodinium ostenfeldii	238346	Schiller	Gymnodinium ostenfeldii	109819
Gymnodinium pygmaeum	238349	Lebour	Gymnodinium pygmaeum	109825
Gymnodinium rhomboides	238350	Schütt	Gymnodinium rhomboides	109826
Gymnodinium rubrocinctum	238351	Lebour	Gymnodinium rubrocinctum	109827
Gymnodinium rubrum	238352	Kofoid & Swezy	Gymnodinium rubrum	109828
Gymnodinium semidivisum	238353	Schiller	Gymnodinium semidivisum	109830
Gymnodinium uberrimum	257885	(G.J. Allman) Kof. & Swezy	Gymnodinium uberrimum	109834
Gyrodinium britannia	238379	Kof. & Swezy	Gyrodinium britannicum	109843
Gyrodinium cochlea	238380	Lebour, 1925	Gyrodinium cochlea	109845
Gyrodinium crassum	238382	(Pouchet) Kofoid & Swezy, 1921	Gyrodinium crassum	109849
Gyrodinium dominans	238383	Hulburt, 1957	Gyrodinium dominans	109851
Gyrodinium estuariale	238384	Hulburt, 1957	Gyrodinium estuariale	109852
Gyrodinium flagellare	238386	Schiller, 1928	Gyrodinium flagellare	109854
Gyrodinium fusiforme	238387	Kofoid & Swezy, 1921	Gyrodinium fusiforme	109856
Gyrodinium longum	238391	(Lohmann) Kofoid & Swezy, 1921	Gyrodinium longum	109861
Gyrodinium pepo	238392	(Schütt) Kofoid & Swezy, 1921	Gyrodinium pepo	109871
Gyrodinium pingue	238393	(Schütt) Kofoid & Swezy, 1921	Gyrodinium pingue	109872
Gyrodinium spirale	238395	(Bergh) Kofoid & Swezy, 1921	Gyrodinium spirale	109876
Gyrodinium undulans	238397	Hulburt	Gyrodinium undulans	109878
Gyrodinium wulffii	263259	J.Schiller	Gyrodinium wulffii	109881
Katodinium asymmetricum	238360	(Massart) Loeblich III, 1965	Katodinium asymmetricum	109882
Torodinium robustum	238407	Kof. & Swezy	Torodinium robustum	109889
Torodinium teredo	238408	(C.H.G.Pouchet) Kof. & Swezy	Torodinium teredo	109890
Hemidinium nasutum	238320	Stein, 1883	Hemidinium nasutum	109891
Pheopolykrikos beauchampii	238428	Chatton, 1933	Pheopolykrikos beauchampii	109896
Polykrikos kofoidii	238429	Chatton	Polykrikos kofoidii	109899
Polykrikos schwartzii	238430	Buetschli	Polykrikos schwartzii	109901
Oxyrrhis marina	238451	Dujardin, 1841	Oxyrrhis marina	109902
Pronoctiluca pelagica	238478	Fabre-Dom.	Pronoctiluca pelagica	109903
Nematodinium armatum	238422	(Dogiel) Kofoid & Swezy, 1921	Nematodinium armatum	109907
Kofoidinium pavillardii	238479	J.Cachon & M.Cachon, 1967	Kofoidinium pavillardii	109918
Kofoidinium velleloides	238480	Pavill.	Kofoidinium velleloides	109920
Noctiluca scintillans	238481	(Macartney) Kof. & Swezy	Noctiluca scintillans	109921
Spatulodinium pseudonoctiluca	238482	(C.H.G.Pouchet) Cachon & Cachon-Enj. ex Loebl. & A.R.Loebl.	Spatulodinium pseudonoctiluca	109923
Pentapharsodinium dalei	238204	Indelicato & Loeblich III, 1986	Pentapharsodinium dalei	109925
Micracanthodinium claytonii	238291	(Holmes) Dodge, 1982	Micracanthodinium claytonii	109992
Micracanthodinium setiferum	245184	(Lohmann) Deflandre 1937	Micracanthodinium setiferum	109993
Crypthecodinium cohnii	238286	(Seligo) Chatton in Grassé, 1952	Crypthecodinium cohnii	109998
Ciliophora	5000054	Doflein, 1901	Ciliophora	11
Diplopsalis lenticula	238233	Bergh, 1881	Diplopsalis lenticula	110001
Amylax triacantha	238212	(E. Jørgensen) Sournia, 1984	Amylax triacantha	110007
Gonyaulax digitale	238214	(Pouchet) Kofoid, 1911	Gonyaulax digitalis	110015
Gonyaulax polygramma	238216	Stein, 1883	Gonyaulax polygramma	110035
Gonyaulax scrippsae	238217	Kofoid, 1911	Gonyaulax scrippsae	110039
Gonyaulax spinifera	238218	(Claparède & Lachmann) Diesing, 1866	Gonyaulax spinifera	110041
Gonyaulax verior	238219	Sournia, 1973	Gonyaulax verior	110045
Boreadinium pisiforme	238229	J.D.Dodge & Hermes	Boreadinium pisiforme	110067
Oxytoxum caudatum	238170	J.Schiller	Oxytoxum caudatum	110082
Oxytoxum coronatum	238171	J.Schiller	Oxytoxum coronatum	110086
Oxytoxum laticeps	6012256	J.Schiller	Oxytoxum laticeps	110097
Oxytoxum sceptrum	238174	(Stein) Schröder	Oxytoxum sceptrum	110114
Oxytoxum scolopax	238175	Stein	Oxytoxum scolopax	110115
Coolia monotis	263191	Meunier	Coolia monotis	110130
Diplopelta bomba	263222	F.Stein ex Jørg.	Diplopelta bomba	110133
Diplopelta pusilla	238232	Balech & Akselman, 1988	Diplopelta pusilla	110134
Diplopsalopsis orbicularis	238235	(Paulsen) Meunier, 1910	Diplopsalopsis orbicularis	110139
Glenodinium armatum	238177	Levander, 1900	Glenodinium armatum	110140
Glenodinium paululum	238180	Lindemann, 1928	Glenodinium paululum	110149
Heterocapsa rotundata	238167	(Lohmann) Hansen, 1995	Heterocapsa rotundata	110152
Kryptoperidinium foliaceum	238207	(F.Stein) Er.Lindem.	Kryptoperidinium foliaceum	110154
Oblea rotunda	238237	(Lebour) Balech ex Sournia, 1973	Oblea rotunda	110155
Peridiniella catenata	238292	(Levander) Balech	Peridiniella catenata	110156
Peridiniopsis borgei	238183	Lemmermann, 1904	Peridiniopsis borgei	110159
Peridiniopsis elpatiewskyi	257894	(Ostenf.) Bourr.	Peridiniopsis elpatiewskyi	110161
Peridiniopsis penardiformis	238185	(Er.Lindem.) Bourr.	Peridiniopsis penardiformis	110162
Peridiniopsis quadridens	238188	(Stein) Bourrelly, 1968	Peridiniopsis quadridens	110166
Scrippsiella crystallina	238198	Lewis, 1991	Scrippsiella crystallina	110167
Scrippsiella lachrymosa	238201	Lewis, 1991	Scrippsiella lachrymosa	110168
Scrippsiella trifida	238202	Lewis, 1991	Scrippsiella trifida	110171
Peridinium bipes	257898	F. Stein	Peridinium bipes	110181
Peridinium cinctum	238189	Pénard	Peridinium cinctum	110183
Peridinium volzii	257903	Lemmerm.	Peridinium volzii	110197
Peridinium willei	238196	Huitf.-Kaas	Peridinium willei	110198
Podolampas bipes	238227	Stein, 1883	Podolampas bipes	110199
Protoperidinium achromaticum	238239	(Levander) Balech, 1974	Protoperidinium achromaticum	110205
Protoperidinium avellana	238240	(Meunier) Balech, 1974	Protoperidinium avellana	110206
Protoperidinium bipes	238241	(Paulsen) Balech, 1974	Protoperidinium bipes	110208
Protoperidinium breve	238242	(Paulsen) Balech, 1974	Protoperidinium breve	110209
Protoperidinium brevipes	238243	(Paulsen) Balech, 1974	Protoperidinium brevipes	110210
Protoperidinium brochii	238244	(Kofoid & Swezy) Balech	Protoperidinium brochii	110211
Protoperidinium conicoides	238248	(Paulsen) Balech, 1973	Protoperidinium conicoides	110212
Protoperidinium conicum	238249	(Gran) Balech, 1974	Protoperidinium conicum	110213
Protoperidinium crassipes	238250	(Kofoid) Balech, 1974	Protoperidinium crassipes	110214
Protoperidinium curtipes	238251	(E. Jørgensen) Balech, 1974	Protoperidinium curtipes	110215
Protoperidinium denticulatum	238256	(Gran & Braarud) Balech, 1974	Protoperidinium denticulatum	110216
Protoperidinium depressum	238257	(J.W. Bailey) Balech, 1974	Protoperidinium depressum	110217
Protoperidinium divergens	238259	(Ehrenberg) Balech, 1974	Protoperidinium divergens	110219
Protoperidinium excentricum	238260	(Paulsen) Balech, 1974	Protoperidinium excentricum	110220
Protoperidinium granii	238262	(Ostenfeld) Balech, 1974	Protoperidinium granii	110223
Protoperidinium islandicum	238263	(Paulsen) Balech, 1973	Protoperidinium islandicum	110227
Protoperidinium laticeps	238264	(Grøntved & Seidenfaden) Balech, 1974	Protoperidinium laticeps	110228
Protoperidinium leonis	238265	(Pavillard) Balech, 1974	Protoperidinium leonis	110229
Protoperidinium mite	238269	(Pavillard) Balech	Protoperidinium mite	110234
Protoperidinium oblongum	238270	(Aurivillius) Parke & Dodge in Parke & Dixon	Protoperidinium oblongum	110238
