scientific_name	dyntaxa_id	author	valid_name	taxon_id
Gymnodinium triceratium	263257	Skuja	Gymnodinium triceratium	572041
Gyromitus	1015202	Skuja	Gyromitus	572042
Gyromitus cordiformis	257414	Skuja	Gyromitus cordiformis	572043
Hibberdiales	3000562	R.A.Andersen	Hibberdiales	572044
Stylococcaceae	2003130	Lemmerm.	Stylococcaceae	572045
Kephyrion boreale	257831	Skuja	Kephyrion boreale	572048
Kephyrion littorale	257833	J.W.G. Lund	Kephyrion littorale	572049
Kephyrion sitta	237055	Pascher	Kephyrion sitta	572050
Nephrochlamys	1010764	Korshikov	Nephrochlamys	572052
Nephrochlamys rostrata	238863	Nygaard & al.	Nephrochlamys rostrata	572053
Lagerheimia ciliata	257090	(Lagerh.) Chodat	Lagerheimia ciliata	572054
Mallomonas elongata	237102	Reverdin	Mallomonas elongata	572056
Mallomonas tonsurata	237117	Teiling emend. W. Krieg.	Mallomonas tonsurata	572057
Planktothrix prolifica	257684	(Gomont) Anagn. & Komárek	Planktothrix prolifica	572062
Planktothrix rubescens	257685	(DC. ex Gomont) Anagn. & Komárek	Planktothrix rubescens	572064
Paramastix	1015151	Skuja, 1948	Paramastix	572066
Paramastix conifera	257045	Skuja	Paramastix conifera	572067
Planktosphaeria	1010736	G.M. Smith	Planktosphaeria	572070
Planktosphaeria gelatinosa	238776	G.M.Sm.	Planktosphaeria gelatinosa	572071
Pseudokephyrion conicum	6012434	J.Schiller	Pseudokephyrion conicum	572072
Ankyra	1010719	Fott	Ankyra	572079
Ankyra judayi	257511	(G.M. Sm.) Fott	Ankyra judayi	572080
Selenastrum	1010740	Reinsch	Selenastrum	572081
Stichogloea doederleinii	237082	(Schmidle) Wille	Stichogloea doederleinii	572086
Tetraedron trigonum	263349	(Nägeli) Hansg.	Tetraëdron trigonum	572088
Cyanobium	1016191	Rippka & Cohen-Baz.	Cyanobium	573354
Eunotia soleirolii	262651	(Kütz.) Rabenh.	Eunotia soleirolii	573465
Fragilariopsis cylindriformis	237689	(Hasle) Hasle	Fragilariopsis cylindriformis	573472
Lioloma elongatum	6009230	(Grunow) Hasle	Lioloma elongatum	573482
Porosira pentaportula	237248	Syvertsen & Lange, 1990	Porosira pentaportula	573541
Proboscia subarctica	237451	Takahashi, Jordan & Priddle	Proboscia subarctica	573542
Rhizosolenia fallax	237466	Sundström, 1986	Rhizosolenia fallax	573572
Synedropsis hyperborea	237979	(Grunow) Hasle, Medlin & Syvertsen, 1994	Synedropsis hyperborea	573617
Thalassionema pseudonitzschioides	237954	(Schuette & Schrader) Hasle, 1995	Thalassionema pseudonitzschioides	573626
Thalassiosira binata	237255	Fryxell	Thalassiosira binata	573632
Thalassiosira rosulata	237291	NA	Thalassiosira rosulata	573653
Ceratium furcoides	238301	(Levander) Langhans	Ceratium furcoides	573683
Chlamydomonas quadrilobata	238905	N.Carter	Chlamydomonas quadrilobata	573809
Chroomonas collegionis	238051	Butcher, 1967	Chroomonas collegionis	573813
Chroomonas diplococca	238052	Butcher, 1967	Chroomonas diplococca	573814
Chroomonas dispersa	238053	Butcher, 1967	Chroomonas dispersa	573816
Chroomonas extensa	238054	Butcher, 1967	Chroomonas extensa	573817
Rhinomonas	1010535	D.R.A.Hill & Wetherbee	Rhinomonas	573819
Rhinomonas fragarioides	238077	(Butcher) D.R.A.Hill & Wetherbee	Rhinomonas fragarioides	573820
Rhinomonas fulva	238078	(Butcher) D.R.A.Hill & Wetherbee	Rhinomonas fulva	573822
Rhinomonas lateralis	238079	(Butcher) D.R.A.Hill & Wetherbee	Rhinomonas lateralis	573825
Chroomonas mesostigmatica	238055	Butcher, 1967	Chroomonas mesostigmatica	573826
Chroomonas placoidea	238057	Butcher, 1967	Chroomonas placoidea	573829
Chroomonas plurococca	238058	Butcher, 1967	Chroomonas plurococca	573830
Chroomonas virescens	238060	(Butcher) Butcher, 1967	Chroomonas virescens	573831
Rhodomonas duplex	238068	D.R.A.Hill & Wetherbee	Rhodomonas duplex	573846
Dicrateria gilva	237012	Parke, 1949	Dicrateria gilva	573855
Dinobryon mediterraneum	237045	Pavillard	Dinobryon mediterraneum	573859
Dunaliella maritima	238911	Massjuk, 1973	Dunaliella maritima	573863
Eutreptia pertyi	238571	Pringsheim, 1953	Eutreptia pertyi	573867
Eutreptiella cornubiense	238574	Butcher, 1961	Eutreptiella cornubiense	573868
Eutreptiella eupharyngea	238575	Moestrup & Norris in Walne et al., 1986	Eutreptiella eupharyngea	573871
Falcomonas	1016196	D.R.A.Hill	Falcomonas	573873
Hemiselmis cyclopea	238045	Butcher, 1967	Hemiselmis cyclopea	573876
Hemiselmis rufescens	238047	Parke, 1949	Hemiselmis rufescens	573878
Hemiselmis simplex	238048	Butcher, 1967	Hemiselmis simplex	573879
Isochrysis galbana	237011	Parke	Isochrysis galbana	573884
Isoselmis	1010529	R.W. Butcher	Isoselmis	573885
Isoselmis obconica	238041	Butcher, 1967	Isoselmis obconica	573886
Mallomonadaceae	2003133	Diesing	Mallomonadaceae	573888
Monochrysis	1015256	Skuja	Monochrysis	573909
Chloramoebales	3000676	NA	Chloramoebales	573911
Chloramoebaceae	2003605	Luther	Chloramoebaceae	573912
Rebecca	1010306	J.C.Green	Rebecca	573915
Rebecca salina	237023	(N. Carter) J.C.Green	Rebecca salina	573916
Ochromonas minima	237028	Throndsen	Ochromonas minima	573921
Pavlova gyrans	237024	Butcher, 1952	Pavlova gyrans	573929
Helicopedinella	1010322	(Rouchiyajnen) Sekiguchi, Kawachi, Nakayama & Inouye	Helicopedinella	573932
Helicopedinella tricostata	237081	(Rouchijajnen) Sekiguchi, Kawachi, Nakayama & Inouye, 2003	Helicopedinella tricostata	573933
Phaeocystis scrobiculata	237018	Moestrup, 1979	Phaeocystis scrobiculata	573937
Proteomonas	1016223	D.R.A.Hill & Wetherbee	Proteomonas	573955
Prymnesium annuliferum	263314	Billard	Prymnesium annuliferum	573957
Rhinomonas pauca	238080	D.R.A.Hill & Wetherbee	Rhinomonas pauca	573966
Rhodomonas abbreviata	238064	Butcher ex D.R.A.Hill & Wetherbee	Rhodomonas abbreviata	573967
Rhodomonas atrorosea	238065	Butcher ex D.R.A.Hill & Wetherbee	Rhinomonas reticulata var. atrorosea	573968
Rhodomonas chrysoidea	238067	Butcher ex D.R.A.Hill & Wetherbee	Rhodomonas chrysoidea	573969
Rhodomonas falcata	238069	Butcher ex D.R.A.Hill & Wetherbee	Rhodomonas falcata	573970
Rhodomonas heteromorpha	238070	Butcher ex D.R.A.Hill & Wetherbee	Rhodomonas heteromorpha	573971
Rhodomonas maculata	238073	Butcher ex D.R.A.Hill & Wetherbee	Rhodomonas maculata	573972
Chrysolepidomonadaceae	2003600	M.C.Peters & R.A.Andersen	Chrysolepidomonadaceae	573978
Storeatula	1010536	D.R.A.Hill	Storeatula	573984
Storeatula major	238082	Butcher ex D.R.A.Hill	Storeatula major	573985
Closteriaceae	2003282	Bessey	Closteriaceae	573992
Acanthoecaceae	2003923	NA	Acanthoecaceae	573993
Phacaceae	2003914	J.I.Kim, Triemer & W.Shin	Phacaceae	573995
Lyrellaceae	2003199	D.G.Mann	Lyrellaceae	573996
Eustigmataceae	2003140	D.J.Hibberd	Eustigmataceae	573997
Cymbopleura angustata	262354	(W.Sm.) Krammer	Cymbopleura angustata	574002
Psammothidium	1016171	Bukht. & Round	Psammothidium	574026
Psammothidium curtissimum	262931	(J.R.Carter) Aboal	Psammothidium microscopicum	574027
Eucocconeis	1016157	Cleve ex F.Meister	Eucocconeis	574030
Eucocconeis flexella	237771	(Kütz.) Meister	Eucocconeis flexella	574031
Symplocastrum	1016282	(Gomont) Kirchn.	Symplocastrum	574032
Symplocastrum friesii	263550	(Gomont) Kirchn.	Symplocastrum friesii	574033
Rossithidium nodosum	262832	(A.Cleve) Aboal	Rossithidium nodosum	574046
Karayevia oblongella	237781	(Østrup) M.Aboal	Platessa oblongella	574047
Rossithidium pusillum	237785	(Grunow) Round & Bukht.	Rossithidium pusillum	574051
Achnanthes ventralis	263749	(Krasske) Lange-Bert.	Navicula ventralis	574055
Achnanthidium subsalsum	237788	(J.B.Petersen) Aboal	Achnanthidium subsalsum	574056
Achnanthes ploenensis var. gessneri	262373	(Hust.) Lange-Bert.	Kolbesia ploenensis	574059
Halamphora holsatica	237926	(Hust.) Levkov	Halamphora holsatica	574075
Frustulia amosseana	262697	Lange-Bert.	Frustulia amosseana	574103
Binuclearia	1016130	Wittr.	Binuclearia	575735
Binuclearia lauterbornii	238927	(Schmidle) Prosh.-Lavr.	Binuclearia lauterbornii	575737
Coelastrum indicum	238793	W.B. Turner	Coelastrum indicum	576224
Coenochloris fottii	238860	(Hindák) P.M.Tsarenko	Coenochloris fottii	576226
Coenococcus planctonicus	238861	Korshikov	Coenococcus planctonicus	576228
Coenocystis	1010743	Korshikov	Coenocystis	576230
Coenocystis subcylindrica	238790	Korshikov	Coenocystis subcylindrica	576231
Desmodesmus communis	6001101	(E.Hegewald) E.Hegewald	Desmodesmus communis	576237
Dictyosphaerium subsolitarium	257415	Goor	Dictyosphaerium subsolitarium	576240
Limnococcus limneticus	236809	(Lemmerm.) J. Komárková & al.	Limnococcus limneticus	576250
Golenkiniopsis	1015154	Korshikov, 1953	Golenkiniopsis	576259
Golenkiniopsis longispina	257078	Korshikov	Golenkiniopsis longispina	576260
Gymnodinium wulffii	238359	Schiller	Gymnodinium wulffii	576265
Micractinium crassisetum	263274	Hortob.	Micractinium crassisetum	576273
Monoraphidium irregulare	263740	(G.M.Sm.) Komárk.-Legn.	Monoraphidium irregulare	576274
Monoraphidium tortile	238761	(W.West & G.S.West) Komárk.-Legn.	Monoraphidium tortile	576275
Palmodictyon	1016125	Kütz.	Palmodictyon	576278
Palmodictyon varium	262112	(Nägeli) Lemmerm.	Palmodictyon varium	576279
Palmodictyon viride	262113	Kütz.	Palmodictyon viride	576280
Pseudotetrastrum	1010765	Korshikov ex Hindák	Pseudotetrastrum	576680
Scenedesmus soli	257487	Hortob.	Scenedesmus soli	576694
Siderocystopsis	1010768	Swale	Siderocystopsis	576696
Siderocystopsis punctifera	238870	(Boloch.) E.Hegewald & Schnepf	Siderocystopsis punctifera	576697
Sphaerocystis planctonica	238884	(Korshikov) Bourr.	Sphaerocystis planctonica	576698
Sphaerodinium	1015269	Woloszynska	Sphaerodinium	576699
Glenodiniopsis steinii	6012342	Wołosz.	Glenodiniopsis steinii	576700
Tetrachlorella	1010769	Korshikov	Tetrachlorella	576705
Tetraedron caudatum	257943	(Corda) Hansg.	Tetraëdron caudatum	576706
Tetrastrum triacanthum	257495	Korshikov	Tetrastrum triacanthum	576710
Treubariaceae	2003937	(Korshikov) Fott	Treubariaceae	576712
Treubaria	1010741	C.Bernard	Treubaria	576713
Treubaria setigera	238787	(W.Archer) G.M.Sm.	Treubaria setigera	576716
Treubaria triappendiculata	238788	C.Bernard	Treubaria triappendiculata	576717
Volvox	1010792	L.	Volvox	576718
Hapalosiphonaceae	2003100	Elenkin	Hapalosiphonaceae	576879
Xenotholos	1016258	Gold-Morgan, Montejano & Komárek	Xenotholos	576882
Xenotholos kerneri	263439	(Hansg.) Gold-Morgan, Montejano & Komárek	Xenotholos kerneri	576883
Lepocinclis spirogyroides	238601	B.Marin & Melkonian	Lepocinclis spirogyroides	576887
Pseudophormidium	1016280	(Forti) Anagn.& Komárek	Pseudophormidium	576902
Pseudophormidium golenkinianum	263545	(Gomont) Anagn.	Pseudophormidium golenkinianum	576903
Geitlerinema splendidum	263558	(Grev. ex Gomont) Anagn.	Geitlerinema splendidum	577244
Phormidium retzii	263537	(C.Agardh) Gomont	Phormidium retzii	577265
Aureodinium	1010623	Dodge	Aureodinium	577367
Aureodinium pigmentosum	238448	Dodge, 1967	Aureodinium pigmentosum	577368
Trigonomonas	1015150	Klebs, 1892	Trigonomonas	577485
Chlamydomonas nivalis	259647	(F.A.Bauer) Wille	Chlamydomonas nivalis	577494
Syndiniaceae	2003594	Chatton	Syndiniaceae	577497
Fistulifera	1016158	Lange-Bert.	Fistulifera	577520
Dinobryon suecicum	237049	Lemmerm.	Dinobryon suecicum	577553
Tribonema vulgare	263162	Pascher	Tribonema vulgare	577560
Oxyneis	1016217	Round in Round, R.M.Crawford & D.G.Mann	Oxyneis	577561
Ophiocytiaceae	2003623	Lemmerm.	Ophiocytiaceae	577562
Achnanthes submarina	262379	Hust.	Karayevia submarina	577567
Tribonematales	3000332	Pascher	Tribonematales	577610
Heteropediaceae	2003625	D.J.Hibberd	Heteropediaceae	577611
Extubocellulus spinifer	237475	(Hargraves et Guillard) Hasle, von Stosch et Syvertsen, 1983	Extubocellulus spinifer	577628
Diadesmis	1016153	Kützing	Diadesmis	577637
Closterium dianae	238701	Ehrenberg ex Ralfs, 1848	Closterium dianae	577663
Closterium moniliferum	238708	(Bory) Ehrenb. ex Ralfs, 1848	Closterium moniliferum	577666
Euastrum	1010710	Ehrenb. ex Ralfs	Euastrum	577667
Goniaceae	2003301	(Pascher) Pascher	Goniaceae	577668
Hydrurales	3000754	Pascher	Hydrurales	577669
Gonium	1010793	O.F. Müller	Gonium	577670
Hydruraceae	2003833	Rostaf.	Hydruraceae	577671
Gonium pectorale	238921	O.F. Müll.	Gonium pectorale	577672
Sphaerozosma	1015143	Corda ex Ralfs	Sphaerozosma	577678
Spirogyra	1009463	Link	Spirogyra	577679
Staurodesmus	1010715	Teiling	Staurodesmus	577680
Stigeoclonium lubricum	262102	(Dillwyn) Kütz.	Stigeoclonium lubricum	577681
Xanthidium antilopaeum	257020	(Bréb.) Kütz.	Xanthidium antilopaeum	577683
Eutreptiella pomquetensis	238578	(McLachlan & al.) B.Marin & Melkonian	Eutreptiella pomquetensis	577703
Cosmarium phaseolus	238677	Bréb. ex Ralfs, 1848	Cosmarium phaseolus	577715
Dinobryon sociale var. americanum	257816	(Brunnth.) H. Bachm.	Dinobryon sociale var. americanum	577718
Oedogoniales	3000416	Heering	Oedogoniales	577721
Oedogoniaceae	2002579	de Bary ex Hirn	Oedogoniaceae	577722
Oedogonium	1009462	Link ex Hirn	Oedogonium	577723
Phacotus	1010785	Perty	Phacotus	577724
Phacotus lenticularis	238908	(Ehrenb.) F. Stein	Phacotus lenticularis	577725
Hydrurus	1015616	C.Agardh	Hydrurus	577726
Gloeobotrydaceae	2003617	Pascher	Gloeobotrydaceae	577729
Ophiocytium	1015267	Nägeli	Ophiocytium	577733
Hydrurus foetidus	259664	(Villars) Trevisan	Hydrurus foetidus	577736
Paraphysomonas cylicophora	237066	Leadbeater, 1972	Paraphysomonas cylicophora	577741
Acanthosphaera zachariasii	238734	Lemmerm., 1898	Acanthosphaera zachariasii	577747
Anabaena sphaerica	263633	Bornet & Flahault	Anabaena sphaerica	577756
Selenastrum bibraianum	257425	Reinsch	Selenastrum bibraianum	577758
Aphanothece nidulans	263374	P.G.Richt.	Aphanothece nidulans	577799
Chodatella	1010732	Lemmerm.	Lagerheimia	577804
Chroomonas coerulea	257590	(Geitler) Skuja	Chroomonas coerulea	577812
Chrysostephanosphaera	1015257	NA	Chrysostephanosphaera	577815
Chrysostephanosphaera globulifera	257786	Scherff.	Chrysostephanosphaera globulifera	577816
Closterium gracile	238703	Bréb. ex Ralfs, 1848	Closterium gracile	577818
Cryptaulax conoidea	257570	Skuja	Cryptaulax conoidea	577821
Cryptomonas gracilis	257577	Skuja	Cryptomonas gracilis	577822
Dicellula	1010760	Swirenko	Dicellula	577825
Dimorphococcus	1010782	A. Braun	Dimorphococcus	577830
Dimorphococcus lunatus	238897	A. Braun	Dimorphococcus lunatus	577831
Dinobryon dilatatum	257808	D.K.Hilliard	Dinobryon dilatatum	577832
Dispora	1016193	Printz	Dispora	577833
Franceia	1010729	Lemmerm.	Franceia	577837
Franceia droescheri	257422	(Lemmerm.) G.M. Sm., 1933	Franceia droescheri	577838
Franceia ovalis	238739	(Francé) Lemmerm., 1898	Franceia ovalis	577840
Tryblionella aerophila	262371	(Hust.) D.G.Mann	Tryblionella aerophila	577843
Gloeotila	1010796	Kütz.	Gloeotila	577860
Stichococcus pelagicus	238926	(Nygaard) Hindák	Stichococcus pelagicus	577863
Golenkinia paucispina	257065	W.& G.S. West	Golenkinia paucispina	577866
Lobocystis	6034740	R.H.Thomps.	Dictyosphaerium	577869
Monochrysis parva	257781	Skuja	Monochrysis parva	577874
Pseudanabaena acicularis	236784	(Nygaard) Anagnostidis et Komarek	Pseudanabaena acicularis	577876
Pandorina morum	238918	(O.F. Müll.) Bory	Pandorina morum	577877
Syracosphaera nodosa	263344	Kamptner	Syracorhabdus nodosus	577881
Parapediastrum biradiatum	238723	(Meyen) E.Hegewald	Parapediastrum biradiatum	577885
Polyedriopsis	1010737	Schmidle	Polyedriopsis	577886
Nitzschia media	263020	Hantzsch	Nitzschia media	577899
Staurastrum tetracerum	256982	Ralfs	Staurastrum tetracerum	577905
Cyclostephanos invisitatus	262475	(Hohn & Hellerman) E.C.Ther., Stoermer & Håk.	Cyclostephanos invisitatus	577910
Tetraedron minimum var. scrobiculatum	257519	Lagerh.	Tetraëdron minimum var. scrobiculatum	577915
Tetrastrum heteracanthum	257493	(Nordst.) Chodat	Tetrastrum heteracanthum	577920
Luticola muticopsis	262351	(Van Heurck) D.G.Mann	Luticola muticopsis	577921
Westella	1010755	De Wildermann	Westella	577929
Westella botryoides	238836	(W. West) De Wild.	Westella botryoides	577930
Phaeocystales	3000559	L.K.Medlin	Phaeocystales	577970
Bitrichia	1010321	Woloszynska	Bitrichia	578212
Bitrichia chodatii	237080	(Reverdin) Chodat	Bitrichia chodatii	578213
Chrysosphaerella brevispina	237084	Korshikov emend. Harris & Bradley	Chrysosphaerella brevispina	578216
Coelastrum pseudomicroporum	6018023	Korshikov	Coelastrum pseudomicroporum	578217
Coenochloris pyrenoidosa	6018013	Korshikov	Coenochloris pyrenoidosa	578218
Cryptaulax vulgaris	257571	Skuja	Cryptaulax vulgaris	578220
Cryptomonas borealis	257576	Skuja	Cryptomonas borealis	578221
Cyclotella tripartita	262480	Håk.	Pantocsekiella tripartita	578223
Mychonastes elegans	238831	(H.Bachm.) Krienitz, C.Bock, Dadheech & Pröschold	Mychonastes elegans	578226
Dictyosphaerium primarium	257059	Skuja	Dictyosphaerium primarium	578227
Fragilaria rumpens	262692	(Kütz.) G.W.F.Carlson	Fragilaria eutraphenta	578228
Isthmochloron	1015217	Skuja	Isthmochloron	578233
Isthmochloron trispinatum	257517	(W.West & G.S.West) Skuja	Isthmochloron trispinatum	578234
Mallomonas lychenensis	257861	W. Conrad	Mallomonas lychenensis	578235
Microcystis botrys	257616	Teiling	Microcystis botrys	578236
Monomastigaceae	2003893	Hub.-Pest. ex B.Marin & Melkonian	Monomastigaceae	578238
Monomastix	1016211	Scherff.	Monomastix	578239
Pseudanabaena articulata	263607	Skuja	Pseudanabaena articulata	578245
Tetrachlorella alternans	238871	(G.M. Smith) Korshikov, 1939	Tetrachlorella alternans	578246
Trachelomonas planctonica	238583	Svirenko	Trachelomonas planctonica	578247
Chroococcus prescottii	257601	F.E.Drouet & W.A.Daily	Chroococcus prescottii	578250
Cyanothece aeruginosa	263397	(Nägeli) Komárek	Cyanothece aeruginosa	578252
Synechococcus sigmoideus	257646	(G.Moore & N.Carter) Komárek	Synechococcus sigmoideus	578254
Rhabdoderma irregulare	263376	(Naumann) Geitler	Rhabdoderma irregulare	578255
Gloeotrichia pisum	263674	Thur. ex Bornet & Flahault	Gloeotrichia pisum	578260
Dinobryon sociale var. stipitatum	257817	(F. Stein) Lemmerm.	Dinobryon sociale var. stipitatum	578262
Dinobryon cylindricum var. palustre	257806	Lemmerm.	Dinobryon cylindricum var. palustre	578263
Chrysolykos skujae	257799	(Ramberg) Bourr.	Chrysolykos skujae	578264
Rhizochrysis	1016228	Pascher	Rhizochrysis	578338
Chlorogonium maximum	238891	Skuja	Chlorogonium maximum	578342
Tetrabaenaceae	2003897	Nozaki & Itoh	Tetrabaenaceae	578344
Tetrabaena	1016237	From.	Tetrabaena	578345
Tetrabaena socialis	238922	(Dujard.) Nozaki & Itoh	Tetrabaena socialis	578346
Volvox aureus	238919	Ehrenb.	Volvox aureus	578347
Oocystis submarina var. variabilis	257424	Skuja	Oocystis submarina var. variabilis	578351
Quadrigula pfitzeri	238780	(Schröd.) G.M. Sm.	Quadrigula pfitzeri	578353
Nephrocytium	1010734	Nägeli	Nephrocytium	578354
Nephrocytium agardhianum	238762	Nägeli, 1849	Nephrocytium agardhianum	578355
Comasiella arcuata var. platydisca	257453	(G.M.Sm.) E.Hegewald & M.Wolf	Comasiella arcuata var. platydisca	578365
Botryococcus protuberans	257055	W.& G.S. West	Botryococcus protuberans	578374
Spirogyra fluviatilis	262259	Hilse	Spirogyra fluviatilis	578375
Zygnema	1014422	C.Agardh	Zygnema	578376
Staurodesmus cuspidatus	257410	(Bréb. ex Ralfs) Teiling, 1948	Staurodesmus cuspidatus	578382
Staurodesmus dejectus	238694	(Brébisson ex Ralfs) Teiling, 1948	Staurodesmus dejectus	578386
Closterium strigosum	257399	Bréb.	Closterium strigosum	578388
Closterium acerosum	257397	(Schrank) Ehrenb. ex Ralfs, 1848	Closterium acerosum	578389
Staurastrum avicula	256933	Bréb. ex Ralfs	Staurastrum avicula	578390
Staurastrum chaetoceras	256939	(Schröd.) G.M. Sm.	Staurastrum chaetoceras	578391
Staurodesmus megacanthus	257006	(P. Lundell) Thunmark	Staurodesmus megacanthus	578396
Staurodesmus cuspidatus var. curvatus	257411	(W. West) Teiling	Staurodesmus cuspidatus var. curvatus	578399
Cosmarium granatum	238673	Bréb. ex Ralfs	Cosmarium granatum	578402
Cosmarium meneghinii	263192	Bréb. ex Ralfs	Cosmarium meneghinii	578403
Cosmarium ornatum	238676	Ralfs ex Ralfs, 1848	Cosmarium ornatum	578404
Cosmarium reniforme	256893	(Ralfs) W. Archer	Cosmarium reniforme	578406
Staurodesmus incus	257404	(Bréb.) Teiling	Staurodesmus incus	578408
Xanthidium subhastiferum	257025	W. West	Xanthidium subhastiferum	578413
Tetraspora gelatinosa	262138	(Vaucher) Desv.	Tetraspora gelatinosa	578423
Paulschulzia	1015219	NA	Paulschulzia	578424
Paulschulzia pseudovolvox	257535	(P. Schultz) Skuja	Paulschulzia pseudovolvox	578425
Pseudosphaerocystis	1010771	Woronichin	Pseudosphaerocystis	578429
Pseudosphaerocystis neglecta	257532	(Teiling) Bourr.	Pseudosphaerocystis neglecta	578430
Elakatothrix genevensis	257396	(Reverdin) Hindák	Elakatothrix genevensis	578431
Spermatozopsis	1010789	Korshikov	Spermatozopsis	578432
Spermatozopsis exsultans	238915	Korshikov	Spermatozopsis exsultans	578433
Rhodomonas tenuis	257594	Skuja	Rhodomonas tenuis	578438
Aphanizomenon hungaricum	236931	Komárk.-Legn. & Mátyás	Aphanizomenon hungaricum	578448
Staurodesmus convergens	256991	(Ehrenb.) Teiling	Staurodesmus convergens	578453
Chrysococcus biporus	237034	Skuja	Chrysococcus biporus	578463
Hindakia tetrachotoma	238835	(Printz) C.Bock, Pröschold & Krienitz	Hindakia tetrachotoma	578473
Dolichospermum	1016289	(Ralfs ex Bornet & Flahault) Wacklin & al.	Dolichospermum	578476
Kephyrion rubri-claustri	237054	W.Conrad	Kephyrion rubri-claustri	578498
Quadrigula korsikovii	238779	Komárek	Quadrigula korsikovii	578519
Schroederia spiralis	257512	(Printz) Korshikov	Schroederia spiralis	578523
Salpingoecaceae	2003798	NA	Salpingoecaceae	578524
Stelexomonas	1015227	Lackey	Stelexomonas	578525
Stelexomonas dichotoma	257568	Lackey	Stelexomonas dichotoma	578526
Tabellaria flocculosa var. asterionelloides	256823	Grunow	Tabellaria flocculosa var. asterionelloides	578550
Chrysococcus cystophorus	257790	Skuja	Chrysococcus cystophorus	578557
Cyclidiopsis	1015249	NA	Cyclidiopsis	578661
Cosmarium depressum var. achondrum	256877	(Boldt) West & G.S.West	Cosmarium neodepressum var. achondrum	579430
Mallomonas pumilio	257862	K. Harris & D.E. Bradley em. Asmund, Cronberg & Dürrschm.	Mallomonas pumilio	579433
Jaaginema minimum	263562	(Gickelh.) Anagn. & Komárek	Jaaginema minimum	579763
Choanoflagellatea	4000168	NA	Choanoflagellatea	580116
Aulomonas	1016181	Lackey	Aulomonas	580802
Tetragonidiales	3000671	Kristiansen	Tetragonidiales	582423
Chara hispida	328	L.	Chara hispida	585400
Gonyostomum intermedium	257857	Skuja	Gonyostomum intermedium	590455
Merotricha capitata	257858	Skuja	Merotricha capitata	590457
Diacronema lutheri	237025	(Droop) Bendif & Véron	Diacronema lutheri	590558
Guillardia	1016202	D.R.A.Hill & Wetherbee	Guillardia	590565
Guillardia theta	263255	D.R.A.Hill & Wetherbee	Guillardia theta	590566
Hanusia	1016203	J.A.Deane, D.R.A.Hill, S.J.Brett, & McFadden	Hanusia	590567
Hanusia phi	263260	J.A.Deane	Hanusia phi	590576
Bicoecea	4000160	Caval.-Sm.	Bikosea	590695
Martyana martyi	237992	(Héribaud) Round in Round et al., 1990	Martyana martyi	590712
Lyrella abrupta	237804	(Gregory) D.G. Mann	Lyrella abrupta	590716
Chrysosphaerales	3000833	NA	Chrysosphaerales	591201
Hyphochytrea	4000191	M.W.Dick, 1983	Hyphochytriomycetes	591216
Rhipidiales	3000709	NA	Rhipidiales	591224
Phaeaster	1015258	NA	Phaeaster	592858
Monochrysis aphanaster	257787	Skuja	Monochrysis aphanaster	592861
Cyclostephanos tholiformis	262476	Stoermer, Håk. & Theriot	Cyclostephanos tholiformis	592867
Ceratium cornutum	257888	(Ehren.) Clap. & J. Lachm.	Ceratium cornutum	592868
Pseudokephyrion spirale	257844	G. Schmid	Pseudokephyrion spirale	592871
Pseudosphaerocystis lacustris	238881	(Lemmermann) Nováková, 1965	Pseudosphaerocystis lacustris	592874
Aphanizomenon skujae	248676	Komárk.-Legn. & Cronberg	Aphanizomenon skujae	592876
Desmidium	1010709	C.Agardh ex Ralfs	Desmidium	592884
Coccolithophyceae	4000153	Rothm.	Coccolithophyceae	592906
Reckertia formosa	238646	(H.A.Thomsen, G.Hällfors, S.Hällfors & J.Ikävalko, 1993) Cavalier-Smith, 2011	Reckertia formosa	593693
Stauroneis gracilis	262725	Ehrenb.	Stauroneis gracilis	593815
Actinella	1016180	F.W.Lewis	Actinella	593829
Oxyneis binalis	263283	(Ehrenb.) Round in Round, R.M.Crawford & D.G.Mann	Oxyneis binalis	593833
Diadesmis contenta	262525	Mann	Humidophila contenta	593885
Oligotrichida	6009247	NA	Choreotrichida	595083
Strombidium chlorophilum	238526	Montagnes & al., 1988	Strombidium chlorophilum	595215
Scenedesmus quadricauda	245186	Chodat	Desmodesmus communis	596169
Karayevia bottnica	262819	(Cleve) Lange-Bert.	Karayevia bottnica	597250
Paulinellideae	2003277	NA	Paulinellidae	599588
Schizomeridaceae	2002577	G.M.Sm.	Schizomeridaceae	599595
Mesostigmatophyceae	4000184	B.Marin & Melkonian	Mesostigmatophyceae	599596
Chaetosphaeridiales	3000823	B.Marin & Melkonian	Chaetosphaeridiales	599597
Chaetosphaeridiaceae	2002581	F.F.Blackman & Tansley	Chaetosphaeridiaceae	599598
Eremosphaeraceae	2003791	NA	Eremosphaeraceae	599603
Characiosiphonaceae	2003638	Iyengar	Characiosiphonaceae	599606
Cylindrocapsaceae	2002575	Wille in Warm.	Cylindrocapsaceae	599607
Hypnomonadaceae	2003943	Korshikov	Hypnomonadaceae	599609
Protosiphonaceae	2003639	Blackman & Tansley	Protosiphonaceae	599610
Gomphosphaeriaceae	2003106	Elenkin	Gomphosphaeriaceae	599618
Katablepharidaceae	2003570	NA	Kathablepharidaceae	599623
Desmomastigales	3000594	Fott	Desmomastigales	599630
Desmomastigaceae	2003573	Fott ex A.R.Loebl.	Desmomastigaceae	599631
