scientific_name	rank	aphia_id	parent_name	parent_id	authority	status	kingdom	phylum	class	order	family	genus	classification
Cyclotella meneghiniana	Species	148909	Cyclotella	148905	Kützing, 1844	accepted	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Cyclotella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Thalassiosiranae - [Order] Thalassiosirales - [Family] Stephanodiscaceae - [Genus] Cyclotella - [Species] Cyclotella meneghiniana
Cyclotella striata	Species	148911	Cyclotella	148905	(Kützing) Grunow, 1880	accepted	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Cyclotella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Thalassiosiranae - [Order] Thalassiosirales - [Family] Stephanodiscaceae - [Genus] Cyclotella - [Species] Cyclotella striata
Thalassiosira	Genus	148912	Thalassiosiraceae	148904	P.T. Cleve, 1873 emend. Hasle, 1973	accepted	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Thalassiosiranae - [Order] Thalassiosirales - [Family] Thalassiosiraceae - [Genus] Thalassiosira
Orthosira angulata	Species	966467	Orthosira	605105	Gregory, 1857	uncertain	Chromista	Ochrophyta	Bacillariophyceae			Orthosira	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophyceae incertae sedis - [Genus] Orthosira - [Species] Orthosira angulata
Coscinodiscus angustelineatus	Species	964359	Coscinodiscus	148917	Schmidt in Schmidt et al., 1878	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Coscinodiscanae - [Order] Coscinodiscales - [Family] Coscinodiscaceae - [Genus] Coscinodiscus - [Species] Coscinodiscus angustelineatus
Thalassiosira eccentrica	Species	148922	Thalassiosira	148912	(Ehrenberg) Cleve, 1904	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Thalassiosiranae - [Order] Thalassiosirales - [Family] Thalassiosiraceae - [Genus] Thalassiosira - [Species] Thalassiosira eccentrica
Thalassiosira nordenskioeldii	Species	148931	Thalassiosira	148912	Cleve, 1873	accepted	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Thalassiosiranae - [Order] Thalassiosirales - [Family] Thalassiosiraceae - [Genus] Thalassiosira - [Species] Thalassiosira nordenskioeldii
Thalassiosira proschkinae	Species	148933	Thalassiosira	148912	Makarova, 1979	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Thalassiosiranae - [Order] Thalassiosirales - [Family] Thalassiosiraceae - [Genus] Thalassiosira - [Species] Thalassiosira proschkinae
Thalassiosira pseudonana	Species	148934	Thalassiosira	148912	Hasle & Heimdal, 1970	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Thalassiosiranae - [Order] Thalassiosirales - [Family] Thalassiosiraceae - [Genus] Thalassiosira - [Species] Thalassiosira pseudonana
Ethmodiscus punctiger	Species	148941	Ethmodiscus	148940	Castracane, 1886	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Ethmodiscales	Ethmodiscaceae	Ethmodiscus	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Coscinodiscanae - [Order] Ethmodiscales - [Family] Ethmodiscaceae - [Genus] Ethmodiscus - [Species] Ethmodiscus punctiger
Thalassiosira rotula	Species	148942	Thalassiosira	148912	Meunier, 1910	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Thalassiosiranae - [Order] Thalassiosirales - [Family] Thalassiosiraceae - [Genus] Thalassiosira - [Species] Thalassiosira rotula
Actinocyclus senarius	Species	162810	Actinocyclus	148944	Ehrenberg, 1838	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Coscinodiscales	Hemidiscaceae	Actinocyclus	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Coscinodiscanae - [Order] Coscinodiscales - [Family] Hemidiscaceae - [Genus] Actinocyclus - [Species] Actinocyclus senarius
Asterionella formosa	Species	148954	Asterionella	148953	Hassall, 1850	accepted	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Fragilariophycidae - [Superorder] Fragilariophycanae - [Order] Fragilariales - [Family] Fragilariaceae - [Genus] Asterionella - [Species] Asterionella formosa
Aulacoseira	Genus	148959	Aulacoseiraceae	148958	G.H.K. Thwaites, 1848	accepted	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Coscinodiscanae - [Order] Aulacoseirales - [Family] Aulacoseiraceae - [Genus] Aulacoseira
Aulacoseira ambigua	Species	148960	Aulacoseira	148959	(Grunow) Simonsen, 1979	accepted	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Coscinodiscanae - [Order] Aulacoseirales - [Family] Aulacoseiraceae - [Genus] Aulacoseira - [Species] Aulacoseira ambigua
Aulacoseira granulata	Species	148961	Aulacoseira	148959	(Ehrenberg) Simonsen, 1979	accepted	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Coscinodiscanae - [Order] Aulacoseirales - [Family] Aulacoseiraceae - [Genus] Aulacoseira - [Species] Aulacoseira granulata
Cocconeis placentula	Species	148990	Cocconeis	148989	Ehrenberg, 1838	accepted	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Cocconeidaceae	Cocconeis	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Achnanthales - [Family] Cocconeidaceae - [Genus] Cocconeis - [Species] Cocconeis placentula
Coscinodiscus concinnus	Species	148992	Coscinodiscus	148917	W.Smith, 1856	accepted	Chromista	Ochrophyta	Bacillariophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Coscinodiscanae - [Order] Coscinodiscales - [Family] Coscinodiscaceae - [Genus] Coscinodiscus - [Species] Coscinodiscus concinnus
Cyclotella dubia var. dubia	Variety	976114	Cyclotella dubia	163193	Fricke in Schmidt et al., 1900	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Cyclotella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Thalassiosiranae - [Order] Thalassiosirales - [Family] Stephanodiscaceae - [Genus] Cyclotella - [Species] Cyclotella dubia - [Variety] Cyclotella dubia var. dubia
Cylindrotheca closterium	Species	149004	Cylindrotheca	149003	(Ehrenberg) Reimann & J.C.Lewin, 1964	accepted	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Bacillariales - [Family] Bacillariaceae - [Genus] Cylindrotheca - [Species] Cylindrotheca closterium
Diatoma tenuis	Species	149014	Diatoma	149013	C.Agardh, 1812	accepted	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Diatoma	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Fragilariophycidae - [Superorder] Fragilariophycanae - [Order] Fragilariales - [Family] Fragilariaceae - [Genus] Diatoma - [Species] Diatoma tenuis
Ditylum brightwellii	Species	149023	Ditylum	149022	(T.West) Grunow, 1885	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Lithodesmiales	Lithodesmiaceae	Ditylum	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Lithodesmiophycanae - [Order] Lithodesmiales - [Family] Lithodesmiaceae - [Genus] Ditylum - [Species] Ditylum brightwellii
Navicula turgida	Species	172289	Navicula	149142	Ehrenberg, 1830	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Naviculaceae - [Genus] Navicula - [Species] Navicula turgida
Gyrosigma acuminatum	Species	149035	Gyrosigma	149033	(Kützing) Rabenhorst, 1853	accepted	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Pleurosigmataceae	Gyrosigma	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Pleurosigmataceae - [Genus] Gyrosigma - [Species] Gyrosigma acuminatum
Leptocylindrus minimus	Species	149039	Leptocylindrus	149038	Gran, 1915	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Leptocylindrales	Leptocylindraceae	Leptocylindrus	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Chaetocerotanae - [Order] Leptocylindrales - [Family] Leptocylindraceae - [Genus] Leptocylindrus - [Species] Leptocylindrus minimus
Melosira varians	Species	149043	Melosira	149042	C.Agardh, 1827	accepted	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Coscinodiscanae - [Order] Melosirales - [Family] Melosiraceae - [Genus] Melosira - [Species] Melosira varians
Odontella aurita	Species	149050	Odontella	148963	(Lyngbye) C.Agardh, 1832	accepted	Chromista	Ochrophyta	Bacillariophyceae	Triceratiales	Triceratiaceae	Odontella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Biddulphianae - [Order] Triceratiales - [Family] Triceratiaceae - [Genus] Odontella - [Species] Odontella aurita
Paralia sulcata	Species	149055	Paralia	149054	(Ehrenberg) Cleve, 1873	accepted	Chromista	Ochrophyta	Bacillariophyceae	Paraliales	Paraliaceae	Paralia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Coscinodiscanae - [Order] Paraliales - [Family] Paraliaceae - [Genus] Paralia - [Species] Paralia sulcata
Hyalodiscaceae	Family	149058	Melosirales	149040	Crawford, 1990	accepted	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Hyalodiscaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Coscinodiscanae - [Order] Melosirales - [Family] Hyalodiscaceae
Rhizosolenia hebetata	Species	149070	Rhizosolenia	149069	Bailey, 1856	accepted	Chromista	Ochrophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Rhizosolenia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Rhizosolenianae - [Order] Rhizosoleniales - [Family] Rhizosoleniaceae - [Genus] Rhizosolenia - [Species] Rhizosolenia hebetata
Skeletonema costatum	Species	149074	Skeletonema	149073	(Greville) Cleve, 1873	accepted	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Thalassiosiranae - [Order] Thalassiosirales - [Family] Skeletonemaceae - [Genus] Skeletonema - [Species] Skeletonema costatum
Skeletonema subsalsum	Species	149075	Skeletonema	149073	(Cleve-Euler) Bethge, 1928	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Thalassiosiranae - [Order] Thalassiosirales - [Family] Skeletonemaceae - [Genus] Skeletonema - [Species] Skeletonema subsalsum
Odontella regia	Species	149094	Odontella	148963	(Schultze) Simonsen, 1974	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Triceratiales	Triceratiaceae	Odontella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Biddulphianae - [Order] Triceratiales - [Family] Triceratiaceae - [Genus] Odontella - [Species] Odontella regia
Biddulphia sinensis	Species	148969	Biddulphia	148967	Greville, 1866	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Biddulphiales	Biddulphiaceae	Biddulphia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Biddulphianae - [Order] Biddulphiales - [Family] Biddulphiaceae - [Genus] Biddulphia - [Species] Biddulphia sinensis
Aulacoseira distans	Species	149096	Aulacoseira	148959	(Ehrenberg) Simonsen, 1979	accepted	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Coscinodiscanae - [Order] Aulacoseirales - [Family] Aulacoseiraceae - [Genus] Aulacoseira - [Species] Aulacoseira distans
Thalassiosira hyalina	Species	149100	Thalassiosira	148912	(Grunow) Gran, 1897	accepted	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Thalassiosiranae - [Order] Thalassiosirales - [Family] Thalassiosiraceae - [Genus] Thalassiosira - [Species] Thalassiosira hyalina
Thalassiosira gravida	Species	149102	Thalassiosira	148912	Cleve, 1896	accepted	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Thalassiosiranae - [Order] Thalassiosirales - [Family] Thalassiosiraceae - [Genus] Thalassiosira - [Species] Thalassiosira gravida
Eupodiscus tesselatus	Species	163388	Eupodiscus	149665	Roper, 1858	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Triceratiales	Triceratiaceae	Eupodiscus	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Biddulphianae - [Order] Triceratiales - [Family] Triceratiaceae - [Genus] Eupodiscus - [Species] Eupodiscus tesselatus
Rhizosolenia delicatula	Species	149114	Rhizosolenia	149069	Cleve, 1900	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Rhizosolenia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Rhizosolenianae - [Order] Rhizosoleniales - [Family] Rhizosoleniaceae - [Genus] Rhizosolenia - [Species] Rhizosolenia delicatula
Rhizosolenia setigera	Species	149115	Rhizosolenia	149069	Brightwell, 1858	accepted	Chromista	Ochrophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Rhizosolenia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Rhizosolenianae - [Order] Rhizosoleniales - [Family] Rhizosoleniaceae - [Genus] Rhizosolenia - [Species] Rhizosolenia setigera
Rhizosolenia imbricata	Species	149116	Rhizosolenia	149069	Brightwell, 1858	accepted	Chromista	Ochrophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Rhizosolenia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Rhizosolenianae - [Order] Rhizosoleniales - [Family] Rhizosoleniaceae - [Genus] Rhizosolenia - [Species] Rhizosolenia imbricata
